candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
1108638 162_18430	416		4403574	94.50	416
1108726 148_25058	411		1146188	95.90	411
1108886 147_12494	412		4319691	96.60	412
1108960 147_7663	412		926588	93.00	412
1109587 148_9087	412		1124893	95.40	412
1110317 170_578	413		518033	94.90	413
1110763 147_8796	412		1047956	95.40	412
1111294 156_6049	412		834065	94.90	412
1111449 147_28695	413		261768	91.80	413
1111582 156_2026	413		773586	94.90	413
1111847 147_27308	413		93199	96.40	413
1111874 147_23108	412		1047956	95.10	412
1111882 146_21682	409		367523	91.20	409
1116372 148_26774	411		201562	93.90	411
1118300 146_21839	412		926588	93.20	412
1118561 148_30190	412		4319691	95.90	412
1118978 147_32624	411		749805	93.90	411
1119860 170_57572	409		367523	88.80	409
1121124 152_23837	413		1668820	96.60	413
1122504 147_30230	409		367523	89.20	409
1122622 148_11743	412		834065	94.20	412
1125570 146_31617	411		352389	91.70	411
1125832 147_15050	412		354006	93.00	412
1126111 147_35285	412		834065	95.10	412
1126475 148_17866	405		4294643	90.40	405
1127804 148_14643	411		264416	94.90	411
1128880 165_19411	413		2818167	90.10	413
1129906 147_33407	409		142736	89.70	409
1134031 170_907	413		1668820	96.60	413
1135458 147_20260	412		354006	92.20	412
1136141 148_8626	412		215053	93.40	412
1138007 156_1279	409		144239	92.20	409
1138534 170_17704	413		1668820	97.10	413
1141188 147_18196	411		268585	94.40	411
114166 156_27769	413		773586	94.70	413
1141758 148_13118	413		3359884	97.30	413
1143645 147_32481	410		926588	92.90	410
114462 147_889	412		834065	94.70	412
1145795 147_19930	412		926588	93.70	412
1146530 156_11850	409		805194	90.70	409
1147718 147_23417	411		264416	92.90	411
1148212 170_20064	412		545782	94.20	412
123510 170_42013	412		834065	95.40	412
124309 147_328	412		834065	94.90	412
126056 148_2428	412		749805	93.90	412
126195 147_20623	411		4304452	92.20	411
127534 147_1328	409		127534	99.80	409
131001 156_29970	414		4447353	95.40	414
134018 155_24534	409		541485	95.80	409
13568 156_19253	413		241543	97.30	413
136015 167_230	411		264416	94.20	411
136946 147_19815	412		834065	94.40	412
137445 167_14814	411		157064	92.50	411
137609 175_51737	411		4336516	98.50	411
138130 156_28120	412		2435847	93.40	412
138668 165_1824	413		2818167	91.00	413
139763 156_4703	412		2435847	93.00	412
140235 156_34019	411		264416	94.90	411
141176 170_38344	412		1143228	93.00	412
142471 148_4467	413		542103	87.20	413
144380 165_21867	411		4304452	93.40	411
144518 147_8029	411		686593	90.30	411
144713 167_20538	412		202319	91.50	412
146193 148_18952	414		93199	95.20	414
147488 156_27538	409		805194	89.70	409
149938 147_30300	412		926588	89.10	412
152350 166_8438	411		686593	96.80	411
1523627 156_17590	412		834065	91.00	412
152485 156_35167	413		773586	93.90	413
15286 156_25886	413		773586	94.20	413
153084 148_28807	410		264416	95.40	410
153544 170_6061	413		4406763	95.60	413
153978 147_4414	412		3359884	97.10	412
154064 148_36274	409		993578	89.20	409
156232 170_54372	411		516285	93.20	411
156357 156_6054	409		92430	90.50	409
157428 170_10769	413		4406763	96.40	413
1574711 147_20072	407		367523	95.30	407
157489 168_56276	412		518033	96.40	412
157514 147_23853	410		824826	90.20	410
159038 156_35807	413		940486	89.10	413
159446 161_12469	412		518033	96.40	412
160548 167_29707	413		518033	94.40	413
16144 147_6299	413		4430839	94.40	413
161490 146_30134	408		4388133	91.90	408
162230 148_12766	412		126133	95.40	412
1625448 156_24813	412		2157225	96.40	412
163090 148_32194	409		40435	93.60	409
1637549 147_29778	409		591063	93.20	409
169006 148_4153	411		686593	90.30	411
16939 147_22643	414		207386	88.40	414
170020 156_12223	412		808882	91.70	412
172202 156_25552	412		126133	97.80	412
173883 156_26337	410		266935	97.10	410
175904 156_1941	409		144239	96.30	409
1759078 156_38322	412		773586	94.90	412
175931 147_23459	411		760005	92.00	411
176680 146_27018	412		926588	92.70	412
1787644 163_9606	413		3359884	97.10	413
1793401 147_14495	413		3359884	97.10	413
180502 147_25777	411		549805	92.00	411
1811594 173_30934	411		73760	95.60	411
182912 148_25229	412		4319691	96.40	412
1832447 163_33898	406		300026	90.90	406
1835911 156_36497	411		4196058	94.20	411
18499 147_1370	412		354006	93.70	412
1855583 148_31770	413		93199	94.40	413
1858797 147_1258	410		4377099	91.00	410
189438 147_2183	412		4319691	94.70	412
1901956 148_19613	412		215053	91.70	412
191237 147_34197	409		993578	92.20	409
1918929 147_499	421		3792581	92.40	421
1921593 156_1342	409		367523	92.70	409
192776 170_1939	413		518033	95.20	413
19385 148_5982	411		3576145	88.80	411
19427 147_21246	412		354006	93.20	412
194964 146_12664	413		93199	93.20	413
196265 156_23248	414		4447353	98.30	414
1977254 156_4865	409		4388133	89.70	409
1991307 170_4645	413		518033	96.10	413
203115 147_10722	413		4336516	92.00	413
203357 148_29449	411		264416	95.60	411
2062160 171_46067	413		834174	88.90	413
206331 171_29937	411		206331	97.10	411
207885 148_7684	411		749805	92.70	411
208141 147_1290	411		157064	92.20	411
208352 167_16413	412		1125228	92.00	412
2105446 147_14058	407		158415	90.40	407
215776 146_15467	416		4323733	97.60	416
217060 148_10463	413		535512	93.20	413
217410 147_33309	412		3728119	92.50	412
218823 148_966	413		2818167	93.70	413
219439 148_19544	413		93199	93.00	413
219900 148_7714	413		4438565	90.30	413
220524 147_27574	414		667312	93.00	414
22289 147_4069	411		201562	91.20	411
223206 148_2740	413		2818167	94.20	413
223368 147_2936	412		834065	95.40	412
223418 156_6639	414		667312	92.30	414
223684 148_18515	411		824826	92.90	411
224042 156_11110	411		4462642	96.40	411
224155 156_8816	412		2157225	97.30	412
2254348 147_28718	410		294399	95.40	410
225453 156_4620	412		179300	90.50	412
225582 156_26316	411		686593	97.10	411
226516 147_11522	411		4377099	92.90	411
228065 148_4027	411		73760	93.90	411
2295958 148_34058	412		4319691	93.70	412
22962 148_2225	411		264416	95.90	411
2297613 147_18866	414		368639	94.70	414
2300392 156_23869	411		277676	93.90	411
234866 148_12281	411		73760	94.90	411
235024 147_10068	412		268585	94.70	412
236821 147_19446	412		834065	94.90	412
238693 146_33232	407		4377099	91.20	407
239619 148_12255	412		1047956	95.40	412
239924 147_30448	412		4319691	95.10	412
240032 147_36854	407		367523	95.10	407
240501 161_43787	412		1143228	91.00	412
241009 147_7572	411		201562	93.70	411
24111 147_21849	411		201562	92.00	411
241186 148_27864	411		73760	94.60	411
241449 147_10767	411		4377099	91.00	411
241454 162_31687	410		4304095	96.80	410
241789 147_34031	412		834065	93.40	412
241895 170_8669	409		760505	88.00	409
24271 170_23105	413		518033	93.50	413
242829 156_36992	411		201562	90.50	411
243161 147_28276	414		4463767	90.80	414
243185 147_13456	411		268585	95.10	411
243500 148_6450	411		264416	92.20	411
243829 148_28467	410		201562	98.00	410
243943 148_5942	414		4463767	95.40	414
244248 148_6878	412		4319691	96.10	412
245596 156_4967	413		535512	93.00	413
2458172 147_35877	410		686593	95.10	410
245980 147_33292	408		3359884	97.30	408
246060 147_37547	413		93199	95.20	413
246083 147_18977	415		4334217	91.80	415
248505 147_13123	411		573135	94.20	411
248695 178_4839	413		4430839	93.50	413
250096 156_433	410		264416	96.80	410
250112 147_8978	411		4377099	92.20	411
250206 156_29732	411		686593	97.60	411
250626 147_17386	413		2818167	90.60	413
250794 148_5951	413		104326	93.20	413
251218 147_7251	412		354006	90.50	412
251488 147_4406	409		993578	90.50	409
251539 147_4010	413		82334	93.50	413
252345 147_6759	413		93199	93.90	413
252679 171_25332	413		4482886	94.70	413
2529285 148_14653	411		268585	93.90	411
253112 156_30307	410		4397694	90.70	410
253214 156_6570	411		686593	93.20	411
253429 148_28583	410		1118571	90.20	410
254021 148_19371	413		292203	94.70	413
254401 147_4861	411		201562	89.80	411
254662 148_20401	412		834065	93.70	412
254890 147_7553	413		93199	92.50	413
254938 147_7953	411		157064	93.20	411
2549460 148_4394	409		993578	90.50	409
255307 147_20410	411		749805	95.40	411
256089 147_9771	412		354006	92.50	412
256116 148_36689	412		4319691	96.40	412
256276 146_23616	410		686593	95.40	410
257737 148_29780	415		4024554	90.40	415
2578886 147_27387	409		4044058	93.20	409
258175 147_1451	409		106431	89.70	409
2582263 147_14081	412		834065	94.40	412
259993 157_35494	413		1668820	94.70	413
263590 148_32848	414		368639	95.20	414
264546 156_2583	411		73760	96.10	411
266330 177_31663	413		518033	98.30	413
266445 156_38134	414		1668820	96.40	414
266661 147_11825	411		73760	96.80	411
267416 147_33018	412		834065	95.40	412
268061 147_28242	409		144239	92.20	409
268968 147_3095	411		73760	94.90	411
269058 156_1932	413		518033	94.90	413
269781 147_29869	410		549805	91.50	410
273018 156_39956	409		327512	91.20	409
273647 170_40099	412		516285	92.50	412
274200 147_20890	414		890463	89.60	414
275097 148_30455	411		834065	94.40	411
275171 148_13823	413		93199	91.00	413
275257 146_25202	411		201562	93.70	411
275296 156_32662	411		1146188	96.40	411
275810 147_3032	411		4456735	94.20	411
276010 156_5485	413		93199	90.80	413
276631 148_30399	411		73760	92.90	411
276959 170_1088	412		1143228	93.00	412
278140 165_9014	411		545782	89.80	411
278426 170_45815	413		4406763	96.90	413
278680 148_33620	411		4377099	91.70	411
2791042 147_9671	414		368639	95.20	414
280369 147_18578	412		4319691	96.40	412
280968 156_5570	409		144239	92.20	409
2819697 147_26993	413		2818167	91.80	413
285497 147_14099	410		352389	93.70	410
285553 148_22758	409		993578	90.70	409
28736 148_19064	412		1143228	92.20	412
2880504 147_18590	409		4044058	94.10	409
288521 157_11923	413		518033	96.10	413
288784 167_53326	413		1668820	94.90	413
288912 147_363	412		126133	99.30	412
290241 161_33742	412		2157225	99.00	412
2902522 147_31499	409		544631	95.10	409
291421 156_4863	411		264416	95.90	411
2949144 168_33656	412		126133	95.60	412
295031 147_24221	412		4319691	96.40	412
295146 156_40735	412		773586	93.40	412
295974 147_36728	412		2157225	97.60	412
296086 156_36823	413		200629	93.20	413
297457 167_35514	413		518033	95.90	413
299879 166_34938	413		1117319	94.90	413
300495 152_22347	413		518033	96.40	413
300662 152_17897	412		2157225	95.10	412
301160 156_38220	413		93199	91.30	413
3015662 147_37419	412		289174	94.20	412
301926 156_1994	413		93199	92.70	413
302479 148_34502	414		368639	95.90	414
305420 148_16659	412		354006	90.00	412
305561 156_37352	413		773586	93.50	413
305982 147_31340	412		268585	94.70	412
306515 147_10982	411		201562	96.60	411
307057 147_2519	411		73760	94.60	411
309065 147_8681	413		2818167	91.50	413
31386 148_5680	409		127534	93.90	409
316000 148_21846	412		93199	91.50	412
316515 157_36743	413		1668820	96.40	413
316924 147_8101	411		294399	95.90	411
317024 148_577	409		4388133	92.90	409
318726 147_8828	414		322340	93.70	414
318906 147_26858	413		93199	93.00	413
3195989 147_31961	412		926588	93.70	412
3230029 146_979	409		1953696	93.60	409
323588 146_22446	413		93199	92.50	413
323791 147_584	411		686593	95.60	411
323954 148_17075	411		686593	94.60	411
3250064 158_6994	412		202319	92.00	412
326054 148_26073	412		926588	94.20	412
326270 177_36845	413		518033	96.90	413
326308 148_11166	413		93199	92.30	413
326569 161_23213	412		2157225	98.30	412
3267277 147_8599	412		834065	95.40	412
32882 147_767	409		993578	91.00	409
328917 156_21729	413		261768	93.00	413
329402 170_14008	412		518033	96.40	412
329731 148_31775	412		354006	93.70	412
330570 170_21936	412		4450538	91.70	412
330923 148_379	411		4462642	96.80	411
332364 156_8835	413		518033	93.90	413
3329353 147_2076	410		993578	90.20	410
332958 147_22872	410		834065	95.60	410
333178 156_4605	413		518033	93.90	413
334110 148_15469	410		73760	96.10	410
334656 156_19499	413		4406763	94.70	413
334666 177_19120	413		773586	95.40	413
3352044 146_355	413		2818167	92.50	413
3355047 156_21570	413		773586	94.40	413
335887 167_21	413		518033	95.20	413
336745 147_3241	413		82334	92.70	413
337048 148_494	411		320888	96.80	411
337083 156_33110	410		4434334	96.10	410
337345 156_29210	411		550826	95.40	411
338852 177_37666	413		518033	95.60	413
339358 170_36010	413		1117319	97.10	413
339660 148_26502	412		208090	93.00	412
3423513 148_36246	411		749805	94.90	411
342427 162_28231	411		4456252	92.20	411
342666 161_46322	412		2157225	97.80	412
342724 147_26412	412		4319691	88.80	412
342749 147_36946	411		926588	93.70	411
342801 156_3071	413		518033	94.20	413
342928 147_3908	413		261768	93.50	413
3441309 147_24966	412		834065	94.20	412
345448 150_12874	411		320888	94.60	411
345540 147_27239	411		1047956	94.90	411
345813 146_31348	411		686593	94.60	411
345899 175_12498	409		333042	98.50	409
346019 148_29378	411		73760	95.60	411
346056 147_34050	410		1124893	93.70	410
347153 156_16873	411		4196058	94.40	411
347529 156_14443	409		347529	99.30	409
347846 148_23938	410		926588	93.40	410
347922 157_39863	413		518033	97.10	413
348680 156_40521	412		722817	88.60	412
349024 156_27700	412		316765	93.00	412
349131 156_17454	414		368639	94.00	414
352468 147_21393	413		1117319	98.10	413
354004 147_12890	412		4319691	94.40	412
354042 147_23340	412		926588	90.30	412
354494 170_42404	413		518033	96.40	413
355089 177_29525	413		518033	96.10	413
355367 168_6033	411		1146188	93.90	411
356089 156_580	413		518033	94.40	413
3587343 147_22527	409		144239	91.70	409
360691 148_36117	411		749805	93.90	411
363383 147_28459	413		560685	89.10	413
3642506 148_31150	409		327512	89.00	409
366451 147_31603	412		560685	93.20	412
367189 147_34211	411		157064	93.20	411
368293 147_14321	412		834065	88.80	412
368849 147_12469	411		834065	95.10	411
369953 148_33702	412		215053	92.20	412
370301 147_9826	412		4403	91.70	412
372473 170_43533	412		1047956	95.10	412
3727987 147_20749	413		3359884	98.10	413
3732408 170_16338	413		518033	94.70	413
377546 156_24447	411		686593	92.00	411
37958 147_469	411		73760	94.90	411
382125 148_31962	409		4388133	93.60	409
383122 167_16643	412		4450538	92.50	412
3851582 170_11208	413		518033	95.90	413
3879458 170_46294	413		518033	93.90	413
389067 173_34148	413		518033	96.60	413
38908 170_8760	413		518033	96.10	413
3908638 147_29707	412		268585	93.90	412
391286 148_14917	413		93199	93.20	413
394796 147_11944	412		4319691	96.40	412
397513 148_3639	406		144239	90.60	406
401960 147_18576	409		1953696	89.70	409
406145 148_15041	411		4319691	93.90	411
407459 156_31373	410		686593	93.70	410
408706 148_6389	409		993578	90.00	409
4104836 156_4684	409		4388133	93.90	409
413173 146_12272	411		686593	91.50	411
4168094 170_20916	413		518033	94.70	413
417967 148_2733	411		218639	91.20	411
4197698 148_14756	409		805194	91.20	409
4244621 148_26083	408		127534	90.40	408
425938 160_5205	411		202319	91.20	411
4260090 148_8012	409		2373126	92.70	409
42642 167_15861	412		1143228	91.50	412
427025 156_4923	411		4196058	95.10	411
4282872 147_26549	412		215053	92.20	412
4295043 147_27340	411		352389	88.30	411
4298525 162_36575	410		996510	93.70	410
4301099 147_35392	411		686593	87.10	411
4303249 170_15368	411		4377099	92.70	411
4304781 177_4821	314		209870	92.70	314
4307347 147_23062	411		294399	96.40	411
4308376 147_8157	411		686593	97.60	411
4309182 146_25346	407		367523	93.90	407
430929 161_42973	413		2818167	92.00	413
4311799 148_9782	411		749805	93.40	411
4316539 156_21573	409		144239	91.40	409
4318935 147_29921	412		268585	93.00	412
432284 147_32846	413		3359884	97.30	413
4325011 148_15679	411		28592	96.40	411
4327501 147_8084	412		4319691	93.40	412
4328189 147_23020	412		1047956	94.70	412
4328432 167_23414	411		760005	90.80	411
4329518 167_29836	409		993578	90.70	409
4331815 148_6794	412		354006	93.20	412
4333020 147_22622	410		268585	94.90	410
4333237 170_20620	412		516285	91.50	412
4337676 156_530	409		144239	96.10	409
4338115 146_11743	412		207386	90.80	412
4340137 162_37464	413		4432284	96.10	413
4343005 147_1446	412		834065	96.10	412
4344018 147_29714	409		993578	90.20	409
4344055 147_29185	412		4403	91.00	412
4345397 147_24498	412		834065	93.70	412
4345543 148_36785	413		93199	93.90	413
4349891 177_12903	409		518033	95.60	409
4357118 156_36033	411		179300	92.00	411
4357992 153_1775	409		993578	92.20	409
4358818 156_17696	413		518033	92.50	413
4358821 156_35811	409		518033	94.60	409
4362546 156_15855	409		367523	89.20	409
436314 156_1364	409		144239	98.80	409
4364838 167_10541	412		4323142	91.70	412
4369794 148_36578	413		1839271	91.00	413
4369927 147_37156	411		73760	94.20	411
4375328 148_21463	411		201562	89.50	411
4376230 147_37244	412		834065	93.70	412
4376233 148_28728	412		126133	95.90	412
4376234 166_1979	411		834065	95.40	411
4376236 147_23468	412		289174	94.40	412
4378411 148_12209	413		2818167	93.20	413
4383172 176_854	412		202319	93.00	412
4388445 147_33981	409		4044058	93.90	409
4389066 151_17310	409		4434334	96.30	409
4389594 161_36753	413		518033	96.40	413
4390330 175_2206	412		174924	92.00	412
4395986 147_6342	409		993578	89.70	409
4397100 167_37992	412		1125228	91.70	412
4397998 147_12167	412		354006	91.70	412
4401692 170_16508	413		4450538	92.00	413
4406193 147_36817	412		834065	94.90	412
4407939 156_10354	412		289174	95.60	412
4409084 156_3698	414		4447353	97.80	414
4409449 147_19568	409		327512	90.70	409
441019 148_3658	412		1047956	94.70	412
4415319 146_3238	411		73760	94.20	411
4416562 147_11234	410		268585	94.40	410
4418684 146_21000	411		573135	91.00	411
442126 156_1760	409		144239	91.20	409
4422872 161_10137	409		591063	93.60	409
4423201 147_13974	409		144239	91.00	409
4423360 148_16516	413		93199	93.50	413
4428164 156_14227	412		140674	89.80	412
4429559 156_37240	413		518033	95.90	413
4430952 147_12238	412		93199	91.30	412
4431051 148_21541	408		103802	89.50	408
4440251 147_35844	411		157064	91.00	411
4441483 156_6826	412		354006	93.90	412
4441804 167_4322	413		518033	95.60	413
4444335 146_1766	413		807070	90.60	413
4446686 156_34501	414		4312480	90.60	414
4448948 148_22367	412		926588	93.00	412
4449608 147_22885	410		926588	93.20	410
4449851 147_5622	412		268585	92.70	412
4451932 147_15952	413		4463767	96.90	413
4453743 147_32156	409		993578	89.00	409
4454839 148_30500	412		834065	94.90	412
4457195 148_1661	409		4388133	90.70	409
4458848 150_9162	413		109057	97.10	413
4464858 156_24787	411		756593	94.20	411
4466549 162_13455	411		996510	94.40	411
4467214 147_35621	411		218639	90.80	411
4467220 148_20404	408		103802	89.70	408
4478764 146_17961	411		926588	93.90	411
4480240 148_19256	413		207386	90.60	413
448094 147_6304	409		922912	89.70	409
4484484 147_14145	412		834065	95.60	412
44928 156_5374	412		368639	96.60	412
452823 156_39941	412		518033	94.20	412
463794 156_18388	413		518033	93.70	413
463861 156_13176	414		4447353	97.30	414
466445 147_6449	412		289174	94.90	412
49369 162_28408	407		4382457	92.90	407
49435 170_54064	410		926588	93.20	410
498063 147_2223	414		2818167	90.80	414
499899 148_14966	409		544631	95.80	409
509047 156_1136	411		686593	90.80	411
509149 177_13719	413		518033	95.40	413
509447 156_7664	411		264416	95.40	411
510182 146_20186	411		157064	92.70	411
510302 156_10557	411		4196058	93.40	411
510360 148_24433	409		142736	88.00	409
511321 148_26128	411		549805	90.50	411
511551 147_1059	411		73760	95.40	411
511723 147_2743	410		4462642	96.30	410
512378 156_30551	414		4463767	96.90	414
512485 148_24426	412		126133	94.70	412
513803 147_8191	411		354006	92.70	411
514112 177_51546	413		540502	89.80	413
515265 147_18885	412		126133	97.80	412
516554 153_16382	412		1148027	87.60	412
518002 147_6492	411		268585	94.20	411
518033 161_18160	413		518033	98.30	413
518524 148_27259	409		40435	92.90	409
519510 156_6253	412		354006	93.20	412
520638 156_27190	413		4406763	94.40	413
520926 146_16488	409		3494920	89.00	409
521073 167_42094	410		686593	96.30	410
522749 156_11440	413		261768	93.00	413
524239 156_9517	409		367523	91.00	409
524884 176_17735	408		530323	91.40	408
525391 156_39646	413		773586	93.50	413
525841 147_2188	411		834065	94.60	411
527033 147_5467	413		542103	88.40	413
527532 147_36035	413		527532	98.50	413
527777 148_36761	411		201562	92.70	411
527854 156_30093	411		4196058	95.40	411
528213 148_24684	414		4463767	96.60	414
529116 163_10199	412		4336516	98.10	412
529216 156_3258	411		4196058	94.20	411
529994 148_24171	414		368639	91.80	414
530275 156_685	411		264416	96.60	411
530966 148_29745	413		773586	92.00	413
531052 150_25268	413		1839271	93.50	413
533625 147_34395	412		354006	92.20	412
534316 148_10517	412		354006	92.70	412
534965 147_4680	411		289174	95.10	411
535196 156_32340	411		4196058	94.40	411
535824 156_23427	409		805194	91.20	409
536008 147_16738	413		93199	92.30	413
536754 170_35131	413		518033	96.10	413
537062 170_53508	413		93199	93.00	413
537290 148_31412	412		834065	94.70	412
537775 156_880	409		805194	91.40	409
539735 156_34146	411		241543	94.20	411
539878 147_7500	411		201562	93.20	411
539915 167_17646	411		157064	91.00	411
540133 156_3006	411		264416	96.40	411
540472 146_29374	409		591063	92.90	409
540793 147_29800	412		268585	94.70	412
540940 170_17137	413		4482886	95.20	413
541275 148_16249	410		749805	92.20	410
541299 148_19857	411		686593	89.10	411
541328 157_12842	412		4336516	98.50	412
542078 167_30904	409		367523	89.70	409
542475 147_21013	410		760005	92.00	410
542754 156_33129	413		518033	94.70	413
543151 156_3364	412		140806	95.10	412
544313 146_28099	411		4319691	96.10	411
544536 147_2914	409		142736	88.80	409
544847 147_236	413		93199	93.90	413
544996 171_12879	412		182420	94.20	412
546390 148_14955	411		37026	90.30	411
548253 146_17503	410		686593	96.60	410
548468 147_31074	412		354006	92.50	412
548887 156_26088	407		367523	99.30	407
549374 171_21283	412		516285	93.20	412
551567 146_26962	411		354006	95.60	411
551756 147_21552	411		201562	90.00	411
552376 147_8262	412		268585	95.40	412
552687 148_33034	412		926588	91.50	412
552922 147_27588	412		3728119	91.50	412
553623 156_36166	413		241543	94.40	413
554163 147_5100	412		560685	92.00	412
555655 147_23556	409		127534	90.20	409
555725 147_21223	413		834065	94.90	413
555741 148_33761	410		544631	95.10	410
555870 148_2610	412		1047956	95.40	412
555945 156_31084	410		266935	98.00	410
557138 147_31221	412		4319691	95.40	412
558132 167_18914	413		1125228	92.30	413
558170 156_631	411		264416	96.40	411
558264 148_1893	411		73760	94.40	411
5583 148_20559	411		686593	90.00	411
559204 147_22418	412		560685	92.70	412
561245 148_19250	412		926588	93.20	412
561534 148_11164	408		245429	88.00	408
561885 170_27340	411		686593	97.80	411
562206 147_29686	415		562206	98.10	415
563918 156_12628	412		2157225	97.60	412
564704 150_29756	413		1117319	96.90	413
564961 148_30104	412		190084	91.70	412
565246 147_1919	411		73760	94.90	411
565413 147_37575	411		201562	88.60	411
565537 157_28555	413		518033	92.70	413
566233 162_38723	416		4403574	92.10	416
566578 156_25292	411		93530	93.40	411
567437 177_987	402		511724	94.50	402
567840 147_8333	411		573135	95.60	411
568118 175_35471	409		333042	97.80	409
569061 148_2793	413		2818167	93.20	413
569551 148_25503	411		73760	95.90	411
569939 147_16402	413		261768	93.50	413
570128 156_10674	413		4352887	94.40	413
572351 170_732	411		202319	91.70	411
572586 170_14399	411		760005	92.70	411
572750 156_2795	410		834065	92.00	410
572843 156_14764	413		773586	94.40	413
