# Constructed from biom file
#OTU ID	L1S8	L1S57	L1S76	L1S105	L1S140	L1S208	L1S257	L1S281	L2S155	L2S175	L2S204	L2S222	L2S240	L2S309	L2S357	L2S382	L3S242	L3S294	L3S313	L3S341	L3S360	L3S378	L4S63	L4S112	L4S137	L5S104	L5S155	L5S174	L5S203	L5S222	L5S240	L6S20	L6S68	L6S93
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000615006150062	0.000367849917234	0.000726216412491	0.00247831474597	0.0	0.000542888165038	0.000331564986737	0.0	0.0	0.0	0.0	0.0	0.00241935483871	0.0	0.00136798905609	0.00144210960033	0.0	0.0	0.0	0.0	0.0	0.0	0.000470145745181	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae	0.000120192307692	0.0	0.000113160574856	0.000110314396029	0.000943730093193	0.000202798620969	0.0	0.0	0.282082820828	0.291521059408	0.0285645122246	0.0460966542751	0.00567054153672	0.0912052117264	0.128647214854	0.0631433095804	0.0	0.321331521739	0.289877300613	0.0486223662885	0.0403225806452	0.0	0.110259917921	0.112381540997	0.0929338806883	0.00159680638723	0.0	0.000459558823529	0.00170068027211	0.0	0.000470145745181	0.000253742704897	0.00041203131438	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000615006150062	0.00128747471032	0.000484144274994	0.000247831474597	0.0	0.00108577633008	0.000663129973475	0.000593824228029	0.0	0.000679347826087	0.000766871165644	0.000810372771475	0.00161290322581	0.0	0.000911992704058	0.000721054800165	0.000436719364137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.0	0.0	0.0	0.0	0.000994694960212	0.0	0.0	0.00135869565217	0.0	0.0	0.000806451612903	0.0	0.000182398540812	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183924958617	0.000242072137497	0.000247831474597	0.0	0.0	0.000663129973475	0.0	0.0	0.0	0.0	0.0	0.000806451612903	0.0	0.000364797081623	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.000735699834468	0.000968288549988	0.000743494423792	0.0	0.00108577633008	0.000331564986737	0.0	0.0	0.000679347826087	0.000766871165644	0.0	0.00161290322581	0.0	0.000182398540812	0.000309023485785	8.73438728273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000132485426603	0.000205002050021	0.000367849917234	0.0	0.000743494423792	0.0	0.000542888165038	0.000331564986737	0.0	0.0	0.0	0.0	0.0	0.00241935483871	0.0	0.00145918832649	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.000551774875851	0.000968288549988	0.00470879801735	0.0	0.00108577633008	0.000994694960212	0.0	0.0	0.000679347826087	0.0	0.00243111831442	0.00322580645161	0.0	0.00264477884177	0.00154511742892	8.73438728273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000820793433653	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164001640016	0.00239102446202	0.00338900992496	0.00817843866171	0.0	0.00380021715527	0.00165782493369	0.0	0.0	0.0	0.000766871165644	0.00486223662885	0.00967741935484	0.0	0.00711354309166	0.00267820354347	8.73438728273e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.000120192307692	0.000102113754723	0.0	0.0	0.0	0.0	0.000139567341242	0.0	0.00574005740057	0.0193121206548	0.00847252481239	0.0163568773234	0.0371420470655	0.00922909880565	0.00729442970822	0.00950118764846	0.0	0.00747282608696	0.0230061349693	0.0121555915721	0.0129032258065	0.0	0.0124031007752	0.0128759785744	0.0092584505197	0.0830339321357	0.0343087790111	0.0243566176471	0.0412414965986	0.0129916997474	0.054536906441	0.0168738898757	0.0383189122373	0.00528851803972
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000367849917234	0.0	0.000495662949195	0.0	0.000542888165038	0.0	0.000197941409343	0.0	0.0	0.000766871165644	0.00162074554295	0.00161290322581	0.0	0.00127678978568	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000484144274994	0.000991325898389	0.0	0.0	0.000663129973475	0.0	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000547195622435	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00164001640016	0.000183924958617	0.000242072137497	0.00148698884758	0.0	0.00217155266015	0.000331564986737	0.0	0.0	0.0	0.0	0.0032414910859	0.00322580645161	0.0	0.00246238030096	0.00154511742892	0.000174687745655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0.0	0.0	0.0	0.000110314396029	0.0	0.0	0.0	0.0	0.00143501435014	0.0011035497517	0.00314693778746	0.00495662949195	0.0	0.00217155266015	0.00165782493369	0.000197941409343	0.0	0.00135869565217	0.00306748466258	0.00243111831442	0.00887096774194	0.000641848523748	0.00665754673963	0.00175113308611	0.000174687745655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiopsaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.11992704058e-05	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000495662949195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205002050021	0.00772484826191	0.000726216412491	0.00223048327138	0.000141763538418	0.0217155266015	0.00862068965517	0.00811559778306	0.0	0.00679347826087	0.00996932515337	0.00162074554295	0.0	0.0	0.0114911080711	0.0104037906881	0.0028823478033	0.0	0.0	0.0	0.000425170068027	0.0	0.0	0.0	0.0	0.000117522623105
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.000183924958617	0.00121036068748	0.000743494423792	0.0	0.000542888165038	0.000331564986737	0.0	0.0	0.000679347826087	0.000766871165644	0.0	0.0	0.0	0.00164158686731	0.00061804697157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.000726216412491	0.000743494423792	0.0	0.0	0.000331564986737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000638394892841	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.11992704058e-05	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000242072137497	0.000247831474597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000810372771475	0.0	0.0	9.11992704058e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000242072137497	0.000247831474597	0.0	0.0	0.000331564986737	0.000197941409343	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000911992704058	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Yaniellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183924958617	0.0	0.000247831474597	0.0	0.0	0.000331564986737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.000418702023726	0.000132485426603	0.000205002050021	0.000551774875851	0.0	0.0	0.000141763538418	0.0	0.0	0.00296912114014	0.0	0.0	0.0	0.0	0.0	0.0	0.000364797081623	0.0	0.000436719364137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae	0.0	0.000102113754723	0.000113160574856	0.0	0.0	0.000202798620969	0.000279134682484	0.0	0.000205002050021	0.000367849917234	0.0	0.000247831474597	0.000141763538418	0.0	0.0	0.0055423594616	0.0	0.0	0.0	0.0	0.0	0.0	0.000455996352029	0.0	0.0019215652022	0.000399201596806	0.00050454086781	0.00275735294118	0.0	0.000360880548538	0.000470145745181	0.00088809946714	0.00109875017168	0.00176283934657
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247831474597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364797081623	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000551774875851	0.0	0.000495662949195	0.0	0.000542888165038	0.0	0.0	0.0	0.0	0.0	0.0	0.00161290322581	0.0	9.11992704058e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000205002050021	0.0	0.0	0.000743494423792	0.0	0.000542888165038	0.0	0.0	0.0	0.000679347826087	0.0	0.0	0.0	0.0	0.000455996352029	0.000515039142975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000183924958617	0.000726216412491	0.00148698884758	0.0	0.00108577633008	0.000331564986737	0.000197941409343	0.0	0.0	0.00153374233129	0.00162074554295	0.00161290322581	0.0	0.00182398540812	0.000309023485785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	0.0	0.0	0.000113160574856	0.0	0.0	0.0	0.0	0.0	0.000615006150062	0.0	0.00217864923747	0.00198265179678	0.0	0.00108577633008	0.000331564986737	0.0	0.0	0.00135869565217	0.0	0.000810372771475	0.0	0.0	0.00164158686731	0.000309023485785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.11992704058e-05	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000410004100041	0.0	0.000242072137497	0.0	0.0	0.000542888165038	0.000331564986737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000364797081623	0.000103007828595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000743494423792	0.0	0.000542888165038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000455996352029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000247831474597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000273597811218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000989707046714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000698750982619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000117522623105
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.653966346154	0.545900132748	0.626683263551	0.598676227248	0.675592780465	0.608091664977	0.489741800419	0.487281399046	0.00369003690037	0.00183924958617	0.00726216412491	0.0161090458488	0.000425290615254	0.0228013029316	0.00629973474801	0.00217735550277	0.682226211849	0.00271739130435	0.00460122699387	0.0105348460292	0.0104838709677	0.646341463415	0.00273597811218	0.00679851668727	0.000436719364137	0.00359281437126	0.00454086781029	0.00137867647059	0.00212585034014	0.00144352219415	0.00423131170663	0.00126871352449	0.00096140640022	0.00105770360794
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.0	0.0	0.000113160574856	0.00209597352454	0.0152176477527	0.0231190427905	0.0713189113747	0.0272919978802	0.00656006560066	0.0104837226412	0.00944081336238	0.0198265179678	0.103629146583	0.00922909880565	0.00762599469496	0.0267220902613	0.0	0.000679347826087	0.010736196319	0.0064829821718	0.0185483870968	0.0173299101412	0.00984952120383	0.00690152451586	0.0180801816753	0.00239520958084	0.0110998990918	0.00183823529412	0.0178571428571	0.0216528329123	0.0907381288199	0.0376807916772	0.0734789177311	0.0398401692326
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.000360576923077	0.000102113754723	0.000226321149711	0.0101489244346	0.00778577326885	0.0	0.000139567341242	0.0	0.00656006560066	0.0305315431304	0.00411522633745	0.0089219330855	0.0470654947547	0.00977198697068	0.0053050397878	0.112034837688	0.00179533213645	0.00271739130435	0.0122699386503	0.0129659643436	0.00806451612903	0.00320924261874	0.00911992704058	0.00515039142975	0.0346755175124	0.109381237525	0.06912209889	0.368566176471	0.078656462585	0.189823168531	0.0559473436765	0.0413600608982	0.0416151627524	0.301798096134
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.0	0.000612682528337	0.000565802874279	0.000441257584115	0.0153356140144	0.0384303386737	0.0488485694348	0.0296767355591	0.0	0.0	0.0	0.000247831474597	0.0	0.0	0.0	0.000197941409343	0.0	0.0	0.0	0.000810372771475	0.0	0.0211810012837	0.0	0.000309023485785	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013734377146	0.000117522623105
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010250102501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182398540812	0.00020601565719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae]	0.0	0.0	0.0	0.0	0.0	0.000811194483878	0.00153524075366	0.00198728139905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae]	0.0	0.0	0.0	0.0	0.0	0.00365037517745	0.00697836706211	0.00463698993111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041203131438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae]	0.0144230769231	0.0373736342285	0.00905284598846	0.00441257584115	0.0	0.0	0.0	0.0	0.00410004100041	0.0215192201582	0.0077463083999	0.0131350681537	0.00226821661469	0.00488599348534	0.00895225464191	0.0251385589865	0.0170556552962	0.00475543478261	0.00613496932515	0.0534846029173	0.0104838709677	0.0	0.00346557227542	0.00999175937371	0.0179054939296	0.00159680638723	0.0	0.0211397058824	0.0046768707483	0.00144352219415	0.00188058298072	0.00241055569652	0.00659250103008	0.0770948407568
