candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
289174 448_3037	334		289174	97.30	334
289709 448_3897	412		834065	95.40	412
29013 431_3867	413		518033	96.10	413
290241 1141_2066	412		2157225	99.00	412
290573 1031_6782	413		518033	97.80	413
290849 1146_7092	411		289174	95.40	411
291149 431_13382	413		4482886	95.40	413
291342 432_2722	413		4406763	94.90	413
291434 1029_13978	409		346914	91.70	409
291816 1019_23638	413		518033	96.60	413
292057 839_21433	413		518033	93.20	413
292289 764_35110	383		289174	96.10	383
294254 456_47123	329		697063	96.70	329
294618 833_1731	413		773586	94.90	413
295053 1017_2210	337		289174	97.30	337
295478 1032_13010	413		518033	95.60	413
296358 1023_25073	360		289174	96.90	360
297314 1143_3339	408		518033	92.20	408
297457 448_6512	413		518033	95.60	413
297771 1146_24343	412		834065	96.10	412
299267 1023_301	365		289174	97.00	365
299879 459_33746	413		1117319	94.90	413
300495 1143_33395	413		518033	97.10	413
300935 1141_1660	413		518033	98.50	413
301149 431_15282	337		289174	97.30	337
3015662 431_8884	412		834065	94.90	412
301721 431_3636	413		518033	96.90	413
301921 764_2544	313		518033	96.80	313
304491 1035_12183	326		518033	96.60	326
304724 1018_29195	330		518033	96.70	330
305561 833_4519	413		773586	94.90	413
305982 844_22393	412		289174	93.40	412
306295 1141_7659	413		4406763	93.20	413
308087 431_10567	412		4482886	93.70	412
30929 1146_828	405		834065	95.30	405
309470 1143_36864	409		101908	91.40	409
3136117 1033_8254	334		518033	94.90	334
315506 431_4318	322		518033	95.70	322
316321 431_690	411		697063	96.10	411
318763 431_3581	411		697063	98.10	411
3200278 1033_9695	413		518033	93.20	413
322250 459_44423	318		518033	96.50	318
3267277 430_9377	412		834065	94.90	412
327765 431_14286	413		518033	93.00	413
329096 1023_12506	314		289174	96.50	314
329402 1143_21029	412		518033	96.40	412
331697 455_23296	411		834065	93.40	411
332556 1157_301	413		1140492	94.70	413
332958 1146_32439	410		289174	95.60	410
333178 839_10468	413		518033	94.90	413
334555 1153_420	413		4406763	95.20	413
334656 833_4111	413		945326	93.70	413
334666 1157_3599	413		4406763	95.60	413
335256 1143_11250	412		697063	93.40	412
3355047 833_8608	413		773586	95.20	413
335887 1033_15849	413		518033	96.60	413
339132 764_38510	412		834065	95.60	412
339231 759_8200	413		518033	96.90	413
339358 1033_18064	413		1117319	97.10	413
342427 449_31800	412		4456252	92.70	412
342666 448_44244	412		2157225	97.10	412
3441309 1023_35748	412		268585	93.20	412
345195 1147_21654	409		4401294	91.90	409
345540 1035_7978	412		268585	93.70	412
345575 1143_35521	411		697063	97.80	411
347922 1143_9425	413		518033	96.10	413
348680 431_5400	412		722817	88.60	412
350086 1018_30717	336		289174	97.60	336
352468 1146_944	413		1117319	98.50	413
3531225 766_30417	412		834065	95.40	412
3541 431_4770	413		3359884	98.30	413
354494 1033_2468	413		518033	96.40	413
354913 1159_20338	412		518033	96.10	412
355089 1023_23746	413		518033	95.90	413
357011 762_31252	411		309422	97.30	411
358670 1018_6573	369		289174	94.90	369
359750 1018_24123	411		309030	96.60	411
363305 759_20201	412		4482886	95.40	412
3638723 1016_17974	412		518033	97.80	412
3663794 1146_12502	318		518033	95.90	318
366451 1031_30491	315		289174	96.80	315
3664774 1158_6730	327		289174	98.50	327
368849 1017_3228	412		834065	94.70	412
3697034 1151_3827	413		773586	94.90	413
372473 427_41	412		834065	95.60	412
3727987 1143_42850	413		3359884	97.80	413
3732408 1152_13677	413		518033	95.20	413
383122 1141_7610	318		4450538	94.00	318
3851582 1143_11805	413		518033	96.10	413
3879458 844_7012	413		518033	94.90	413
389067 1150_19393	412		518033	96.60	412
38908 442_26136	367		518033	95.90	367
3908638 456_36160	412		268585	94.90	412
3908639 1018_17611	411		268585	94.60	411
404204 1141_2723	410		4406763	95.10	410
4111715 1022_26576	338		289174	97.60	338
415661 760_6639	411		749805	93.70	411
4168094 833_936	413		518033	94.40	413
4227110 448_13051	410		268585	93.90	410
425721 456_31888	412		834065	94.90	412
4294457 424_5473	414		4312480	94.20	414
4297918 448_20531	330		289174	95.80	330
4303249 1017_13927	411		4377099	93.90	411
4305372 833_4416	413		518033	96.40	413
4306121 454_15928	328		289174	94.80	328
4316928 832_366	413		773586	94.40	413
4317730 1017_26076	315		289174	94.90	315
4318935 1152_21297	411		268585	94.20	411
4318990 447_4065	410		268585	94.90	410
432284 427_510	413		3359884	98.80	413
4323871 456_23066	411		4377099	90.80	411
4324586 1035_471	413		518033	95.90	413
4326573 1147_3467	413		1117319	95.20	413
4328189 1150_10319	412		834065	95.90	412
4333020 1023_14738	410		834065	94.90	410
4333086 759_22172	411		518033	98.10	411
4338353 1141_1030	413		4406763	95.40	413
4340137 1032_8440	413		4432284	96.60	413
4343005 1033_2592	412		834065	96.10	412
4345397 431_5931	411		834065	93.20	411
4349891 1033_15201	366		518033	97.30	366
4350025 1158_3213	412		834065	95.60	412
4350788 449_5312	330		289174	96.10	330
4358818 833_1213	413		518033	93.50	413
4358821 764_45305	409		518033	96.30	409
4365141 764_33770	413		4482886	93.50	413
4365898 1033_16156	413		518033	96.10	413
4368451 1143_41502	411		201562	92.20	411
437105 758_2807	411		749805	94.40	411
4371645 1152_15147	413		518033	95.40	413
4376230 1017_37655	319		289174	96.60	319
4376234 442_11718	412		834065	94.70	412
4376236 1035_11104	412		268585	94.90	412
4387208 833_10164	413		773586	94.90	413
4389289 431_13769	412		268585	94.70	412
4389594 1033_193	413		518033	96.40	413
4390075 1034_18215	412		834065	95.40	412
4390410 759_16474	412		289174	96.40	412
4391262 1026_4218	412		834065	95.40	412
4393208 1152_25613	412		834065	96.10	412
4394926 1146_2715	412		834065	96.40	412
4396576 1141_2415	413		4406763	97.10	413
4397100 1141_3102	412		2435847	92.20	412
4397708 1017_7948	389		518033	96.70	389
4401692 448_39252	413		4450538	91.80	413
4406193 764_42616	412		268585	94.70	412
4407939 1143_35858	412		834065	96.10	412
441019 1152_20087	412		1047956	94.90	412
4411862 1142_5169	413		4406763	96.90	413
4412873 1138_495	413		1668820	94.70	413
4414261 1033_5006	386		518033	97.20	386
4415598 1143_3552	367		518033	96.50	367
4415599 758_11051	413		518033	94.70	413
4416562 431_4058	412		268585	94.90	412
4420852 759_16754	413		4430839	96.40	413
4422872 760_42803	409		591063	93.60	409
4423978 1019_2026	414		1117319	96.60	414
4425571 1143_7910	337		289174	97.00	337
4429553 1033_5937	413		518033	95.60	413
4429557 1033_15140	413		518033	94.90	413
4429559 1146_23744	413		518033	95.40	413
4430681 461_4848	408		834065	95.60	408
4431608 1037_9830	361		518033	96.70	361
4432891 447_8794	412		289174	94.70	412
4433274 448_36823	412		289174	95.10	412
4440018 1031_30225	413		1117319	94.90	413
4441804 1032_24374	413		518033	96.90	413
4443941 1141_1635	413		4406763	96.60	413
4449851 431_8823	322		289174	95.70	322
4454107 1153_3095	413		4406763	93.90	413
4454257 451_42365	327		289174	95.40	327
4454295 1038_21948	412		834065	95.10	412
4454531 1020_26560	338		289174	96.70	338
4454839 1152_21792	412		268585	93.90	412
4456062 1142_11656	413		4406763	97.60	413
4456892 1023_6582	411		834065	95.60	411
4458775 1017_25715	316		289174	97.20	316
4458848 1037_2821	413		109057	97.30	413
4459733 759_28866	315		309030	94.00	315
4461030 449_5496	326		289174	97.20	326
4462446 1017_35540	326		4430839	96.00	326
4469032 459_22338	326		518033	96.00	326
4482944 431_7212	412		4482886	91.70	412
4483174 432_3164	410		4304095	94.10	410
4484460 1157_2060	410		4406763	96.60	410
4484484 1160_28176	412		834065	95.90	412
455671 1148_16678	410		697063	95.90	410
463861 460_27319	414		4447353	96.90	414
466445 456_15948	412		268585	95.40	412
503315 447_15577	408		932989	95.30	408
509149 759_380	413		518033	96.40	413
509745 759_33654	413		4430839	96.40	413
510870 1023_33123	411		834065	94.40	411
511129 759_5695	328		4430839	95.40	328
511908 455_7087	412		268585	94.40	412
512485 1031_24400	412		126133	95.10	412
512726 458_29609	414		58375	90.10	414
513078 1146_39531	412		834065	96.10	412
513080 432_12882	411		697063	97.80	411
518002 431_3137	410		268585	95.40	410
518033 1033_9196	413		518033	98.30	413
520638 1141_8816	413		1140492	95.40	413
522371 1147_26888	409		529442	94.90	409
522420 758_34497	411		1523543	93.70	411
523051 1152_1787	409		529442	93.20	409
530928 1161_25225	412		3589845	95.10	412
531335 1020_18403	409		3494920	88.50	409
531867 1032_19408	412		3479426	93.40	412
534965 1152_9681	412		268585	94.90	412
536008 760_38350	369		93199	93.50	369
536754 1146_22631	413		518033	96.10	413
537062 1150_5127	413		93199	92.70	413
537085 1016_9262	412		834065	95.90	412
537290 1143_40230	412		834065	94.40	412
539107 1143_37259	412		834065	95.60	412
540793 1143_45429	412		289174	95.40	412
540940 1033_18317	413		4482886	96.10	413
541119 1018_40026	412		268585	94.70	412
541211 1157_1932	413		4450538	93.70	413
541299 1040_22677	407		686593	90.70	407
541328 1019_29326	412		4336516	97.60	412
542725 1019_31530	412		289174	95.10	412
542754 832_2330	413		773586	94.90	413
542995 1019_506	413		742309	93.00	413
544824 1017_17145	336		289174	95.50	336
544847 1152_19731	413		93199	93.90	413
547304 448_31060	410		268585	93.90	410
547369 455_34365	412		834065	95.40	412
549374 834_441	412		516285	93.40	412
549823 760_25849	410		4304095	97.80	410
552376 1032_17407	412		268585	93.90	412
555725 1148_13911	410		834065	95.60	410
555870 1152_22177	412		834065	96.60	412
555945 1025_19661	410		266935	98.00	410
555970 1157_1990	413		4406763	96.90	413
556979 1149_18744	409		151841	94.10	409
557058 1141_7301	410		2435847	92.90	410
557570 1029_24083	411		697063	98.50	411
558132 1157_325	413		4450538	92.30	413
558170 427_5848	411		264416	96.10	411
558264 1161_8046	411		73760	93.40	411
558281 1146_38688	412		834065	95.90	412
560465 764_11532	351		289174	97.40	351
561885 456_31958	411		686593	97.80	411
562683 1150_1650	409		308972	90.70	409
563359 1159_14722	337		289174	96.40	337
564431 1023_20065	338		289174	95.00	338
564704 1032_1497	413		1117319	96.60	413
565246 431_13893	411		73760	94.60	411
565537 1143_28389	413		518033	92.00	413
566839 1138_10241	401		4406763	95.00	401
567840 1024_21372	410		573135	97.80	410
571665 833_1528	413		773586	94.90	413
571744 431_5608	411		697063	96.10	411
572208 456_11848	328		4430839	96.60	328
572237 431_4974	408		4455886	96.10	408
572351 1138_9492	412		2435847	91.70	412
572586 456_24445	411		760005	91.70	411
572750 1143_27443	410		289174	94.60	410
572843 833_24	413		773586	94.90	413
573135 1024_26796	411		573135	97.60	411
573413 1028_14016	412		926588	93.20	412
575768 764_31824	412		2157225	98.30	412
576472 1020_21254	409		364903	92.20	409
576641 1142_9931	387		4406763	97.20	387
576724 1138_10120	328		4406763	95.40	328
578022 833_6042	413		518033	96.60	413
578058 1017_19424	333		289174	95.50	333
578085 454_18799	409		308972	89.70	409
578786 1141_8536	325		4406763	95.40	325
578837 759_6328	314		518033	95.50	314
579304 1017_20993	412		518033	96.10	412
580010 1141_592	413		4406763	95.20	413
580295 1023_35716	412		834065	96.10	412
581021 431_7132	410		268585	92.90	410
581189 1037_28013	370		518033	95.90	370
584001 842_3081	413		1668820	94.40	413
585435 1157_312	413		4406763	96.90	413
585547 1016_7710	414		4312480	92.50	414
585701 1152_7246	412		834065	95.40	412
586387 456_49116	411		697063	97.80	411
586388 1028_17102	411		201562	92.70	411
588097 1147_3377	413		93199	93.20	413
588197 1143_4550	413		518033	96.60	413
588216 430_10440	412		834065	95.10	412
590124 1028_32136	337		289174	96.70	337
590554 1141_5251	413		773586	92.70	413
592139 1033_17728	412		302431	94.20	412
593216 1037_4960	413		199568	94.40	413
593422 1038_30556	410		4434334	97.30	410
PyNastAligner parameters:
Algorithm:NAST
Application:PyNAST
blast_db:None
min_len:309
min_pct:75.0
pairwise_alignment_method:uclust
template_filepath:/home/mark/miniconda3/envs/qiime1/lib/python2.7/site-packages/qiime_default_reference/gg_13_8_otus/rep_set_aligned/85_otus.pynast.fasta
candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
593672 834_2668	413		773586	94.70	413
593781 833_5688	413		773586	94.70	413
60332 431_4848	412		834065	93.70	412
604966 1033_155	413		518033	96.10	413
605989 1032_11094	412		516285	92.70	412
606063 1152_23210	410		268585	94.90	410
607825 764_25085	413		1122917	93.70	413
610462 1018_33949	412		834065	95.40	412
611146 1017_23706	409		4388133	89.20	409
613189 1033_1912	413		518033	94.70	413
616310 1143_607	413		3359884	97.30	413
622288 1150_4678	413		4450538	93.50	413
622303 454_9981	328		4430839	95.40	328
625693 1033_9502	321		518033	96.90	321
627734 1038_18323	411		4196058	96.10	411
632346 1037_27430	325		289174	98.20	325
633100 1143_30807	410		518033	96.10	410
637409 1143_19103	412		697063	94.40	412
637546 448_25816	411		289174	93.90	411
639627 1017_10073	412		268585	93.40	412
640521 764_28035	315		518033	96.50	315
641490 431_9750	413		773586	94.70	413
650099 425_1754	413		2818167	92.00	413
656517 1035_9780	315		289174	98.70	315
656520 1028_27385	411		4196058	93.70	411
656774 764_34229	411		264416	96.40	411
656889 1152_10366	412		834065	95.60	412
658224 1143_28632	371		518033	97.00	371
661229 431_3003	411		73760	95.10	411
663969 1146_14254	413		1117319	98.10	413
666757 764_14454	411		1047956	94.60	411
667570 431_13704	412		834065	95.60	412
668303 425_1955	411		749805	92.00	411
668514 764_10978	412		834065	94.70	412
674696 457_17152	410		268585	95.10	410
676211 1148_9197	410		289174	94.90	410
676240 1139_521	413		4406763	97.10	413
67813 759_23466	413		773586	95.20	413
679245 1033_5981	327		518033	100.00	327
681779 764_23839	412		834065	95.10	412
681896 1146_20298	413		1117319	97.80	413
686972 764_3579	384		289174	93.20	384
687940 431_2552	412		834065	95.40	412
688934 764_20904	412		289174	96.10	412
691423 454_4618	411		1047956	93.70	411
692823 1023_18047	413		518033	95.90	413
697063 456_24263	410		697063	97.80	410
697578 1141_5554	413		1140492	96.90	413
699257 764_7574	412		354006	92.70	412
703635 455_37379	412		268585	94.20	412
703741 844_9012	413		1668820	97.80	413
70628 1040_31963	410		1927234	98.50	410
706432 1147_17716	412		126133	95.60	412
707290 425_1763	413		2818167	91.80	413
709986 1032_6626	342		518033	95.30	342
712677 1143_4	410		4434334	97.30	410
716006 1143_7120	411		697063	98.50	411
716286 1035_5643	413		1668820	96.90	413
717300 427_4390	412		140674	92.00	412
718624 456_20174	316		289174	96.50	316
719519 1144_15628	328		289174	97.30	328
720093 1037_748	411		302431	95.10	411
734945 1028_2559	412		354006	92.50	412
73609 1033_7581	413		518033	98.80	413
737912 437_1847	411		834065	95.60	411
742248 1157_3948	412		2435847	92.50	412
744029 759_35157	393		289174	95.20	393
744387 442_8130	413		518033	95.40	413
744617 432_5992	411		311952	87.30	411
746679 764_23406	412		289174	94.70	412
746799 1028_22472	411		4196058	93.90	411
750868 1157_3598	414		264412	95.20	414
751643 1035_2899	412		518033	93.40	412
752584 1023_3299	412		289174	94.90	412
754534 1141_5256	413		4406763	92.00	413
754778 1152_17033	410		834065	94.60	410
757005 1138_3092	413		773586	93.70	413
759061 1031_9484	412		289174	95.40	412
759916 759_29733	411		749805	94.40	411
760901 1033_41	413		518033	96.10	413
763362 1143_18521	413		292203	94.40	413
766314 449_29144	328		518033	98.80	328
766563 1152_17869	413		4482886	96.10	413
768553 842_5162	412		834065	93.40	412
770290 1033_5188	400		518033	98.80	400
773251 1143_28514	412		518033	94.90	412
776980 764_12679	412		834065	95.10	412
777031 1023_22796	412		834065	95.60	412
777667 1036_22012	409		773586	95.10	409
778478 764_32714	412		834065	95.40	412
78009 1141_3103	413		4450538	92.00	413
780650 1143_13391	412		2157225	98.30	412
780788 832_5284	413		93199	94.20	413
781576 1033_17	413		518033	96.10	413
782953 1035_12002	390		289174	95.60	390
783638 1146_17178	412		1047956	95.60	412
783719 425_1428	411		749805	93.70	411
786708 431_13683	412		834065	93.70	412
788205 1141_10376	413		4406763	97.60	413
788593 1143_10229	369		289174	97.00	369
790384 425_266	414		322340	93.70	414
793941 1155_3388	412		2435847	90.00	412
794205 1143_17564	316		518033	97.50	316
794280 1155_478	413		2984011	98.80	413
794948 456_27118	410		834065	96.10	410
797229 1146_13410	412		834065	96.40	412
798634 1139_2340	397		1146188	95.50	397
801438 1017_27190	398		289174	96.20	398
801579 1141_4379	345		4406763	94.50	345
802787 1143_1403	412		834065	96.40	412
803674 1139_3378	410		202319	92.40	410
805257 1141_608	413		4406763	95.40	413
805735 1035_8939	394		518033	95.70	394
806714 1147_2676	413		806767	93.00	413
807140 1143_43614	413		518033	93.90	413
807693 432_8715	413		4406763	93.90	413
809188 1031_22108	413		4450538	92.00	413
809919 1151_5809	412		140674	89.80	412
810399 833_3415	405		773586	94.80	405
810563 1157_3376	414		264412	94.90	414
810831 1146_16841	412		834065	96.10	412
811257 761_17814	411		686593	89.10	411
811492 451_37455	412		268585	95.40	412
812921 1023_20848	411		140910	96.10	411
813217 1146_26058	322		289174	96.90	322
813418 764_21135	412		354006	93.00	412
813457 431_10193	409		834065	95.40	409
813944 843_6016	413		1668820	98.10	413
814176 425_100	411		749805	94.20	411
814952 1152_21148	412		834065	93.70	412
815480 1146_9166	413		93199	92.70	413
816470 1157_1911	413		773586	93.90	413
816492 1157_2434	409		308972	89.50	409
816702 1017_2542	383		268585	94.00	383
816760 1159_24300	411		686593	96.40	411
817734 424_5000	412		4319691	95.60	412
817783 1150_2985	411		686593	96.10	411
819037 454_49356	411		28592	95.90	411
819870 1159_848	409		308972	89.20	409
819999 1033_148	412		268585	95.40	412
821080 1143_99	365		289174	96.20	365
821325 1157_371	413		1140492	94.70	413
821644 1017_38593	414		322340	93.50	414
823024 1142_9174	413		4406763	96.90	413
823634 1161_24106	412		525280	94.20	412
824402 448_26959	381		289174	95.50	381
824742 1152_6235	412		268585	94.70	412
826746 1034_3834	413		1668820	94.70	413
829523 456_29528	312		4375477	92.00	312
829837 764_44863	411		289174	95.90	411
830280 431_990	413		518033	96.60	413
831834 1157_2882	413		4406763	94.40	413
833317 1142_9756	413		4406763	97.30	413
833731 448_44089	412		834065	94.90	412
835591 1022_9028	411		1146188	96.10	411
835771 1143_17679	412		834065	94.70	412
835795 1143_144	366		289174	97.50	366
835880 1143_30235	411		834065	96.10	411
837069 1157_29	414		264412	94.90	414
837075 760_26489	413		1668820	94.20	413
837283 1143_31008	412		834065	95.40	412
839175 1146_26192	412		834065	95.60	412
839282 456_17866	344		1117319	93.90	344
846656 1141_8364	367		518033	96.50	367
854272 1023_15441	411		140910	96.10	411
860929 1025_29367	412		354006	95.90	412
868791 1143_20846	412		926588	93.00	412
871137 1147_22207	413		834065	96.10	413
885371 460_20566	409		4456283	90.70	409
891031 1032_11882	409		144239	91.70	409
904227 760_29514	410		4304095	97.80	410
909052 1142_11485	413		1140492	96.60	413
91147 1035_12884	414		518033	98.80	414
91557 431_12326	322		289174	94.40	322
91962 1023_22642	412		268585	94.20	412
919796 431_6594	413		1117319	96.60	413
922761 1143_5488	322		289174	98.80	322
928406 763_12694	412		4319691	97.80	412
929275 431_6220	411		697063	98.30	411
931121 1032_2624	413		4432284	93.90	413
934235 758_25735	411		824826	93.20	411
936967 1157_2129	412		202319	92.20	412
941487 1159_24568	411		157064	92.70	411
949789 833_5974	413		773586	94.40	413
949863 1033_650	413		518033	97.80	413
950606 431_15069	411		834065	94.60	411
950828 833_10153	413		773586	95.40	413
961783 1158_10196	412		4319691	94.90	412
