# Constructed from biom file
#OTU ID	C/0	C/30	C/112	LB/30	LB/112	LH + LB/30	LH + LB/112	LH/30	LH/112
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Cellulomonas	0.000161547521027	1.64761836765e-05	9.27060225805e-05	6.71190991125e-05	0.000136989116215	0.0	0.000108350970464	1.7117132538e-05	9.96703758285e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Corynebacteriaceae;g__Corynebacterium	4.16896828457e-05	1.0984122451e-05	0.000735026321889	0.0	0.000171236395268	4.48794761668e-06	0.000180584950773	1.7117132538e-05	8.54317507102e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermabacteraceae;g__Brachybacterium	3.647847249e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Dermacoccaceae;g__Dermacoccus	0.0	0.0	7.28404463133e-05	0.0	4.10967348644e-05	0.0	5.77871842472e-05	0.0	2.84772502367e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae;g__	0.000359573514544	0.0	0.0	2.98307107167e-05	6.84945581074e-06	0.0	7.2233980309e-06	5.70571084599e-06	2.13579376775e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Gordoniaceae;g__Gordonia	0.000156336310672	0.0	0.0	2.23730330375e-05	5.47956464859e-05	2.24397380834e-05	2.88935921236e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae;g__	0.0	0.0	3.31092937788e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;Other	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__	0.000380418355967	0.0	0.0	0.0	6.84945581074e-06	0.0	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae;g__Kineococcus	5.73233139129e-05	0.0	6.62185875575e-06	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;Other	0.000198025993517	5.4920612255e-06	1.32437175115e-05	2.98307107167e-05	6.84945581074e-06	1.79517904667e-05	7.2233980309e-06	3.99399759219e-05	7.11931255918e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__	0.00573754260164	0.000236158632696	0.00043704267788	0.000484749049146	0.000479461906752	0.000282740699851	0.000426180483823	0.000182582747072	0.000555306379616
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Agromyces	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium	0.0003647847249	0.0	0.0	4.4746066075e-05	1.36989116215e-05	4.48794761668e-06	0.0	0.0	2.13579376775e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter	0.000552388297706	1.0984122451e-05	6.62185875575e-06	7.45767767917e-06	2.05483674322e-05	1.346384285e-05	2.88935921236e-05	0.0	1.42386251184e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Rathayibacter	3.12672621343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84772502367e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae;g__Salinibacterium	1.56336310672e-05	0.0	0.0	0.0	0.0	4.48794761668e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	3.61169901545e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter	6.25345242686e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus	0.0	0.0	6.62185875575e-06	0.0	0.0	8.97589523335e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium	0.00156857431707	8.23809183825e-05	0.000304605502765	8.949213215e-05	0.000445214627698	0.000116686638034	0.000332276309421	5.70571084599e-05	0.000654976755444
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae;g__	1.56336310672e-05	0.0	1.98655762673e-05	0.0	0.0	0.0	0.0	1.7117132538e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;Other	9.90129967586e-05	0.0	6.62185875575e-06	2.23730330375e-05	0.0	0.0	7.2233980309e-06	5.70571084599e-06	7.11931255918e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae;g__Rhodococcus	0.00025534930743	2.74603061275e-05	0.00154951494885	7.45767767917e-06	0.000479461906752	4.93674237834e-05	0.000245595533051	6.27628193058e-05	0.000355965627959
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__	0.00043774166988	3.84444285785e-05	0.000112571598848	4.4746066075e-05	6.84945581074e-05	3.14156333167e-05	0.000166138154711	2.28228433839e-05	0.000128147626065
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Aeromicrobium	0.000198025993517	1.0984122451e-05	1.98655762673e-05	0.0	6.84945581074e-06	8.97589523335e-06	7.2233980309e-06	1.1411421692e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Nocardioides	0.000192814783162	5.4920612255e-06	4.63530112903e-05	0.0	0.0	4.48794761668e-06	7.2233980309e-06	1.1411421692e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae;g__Pimelobacter	3.12672621343e-05	0.0	0.0	0.0	0.0	4.48794761668e-06	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae;g__Cellulosimicrobium	0.000161547521027	0.0	0.0	0.0	7.53440139181e-05	0.0	2.16701940927e-05	0.0	4.27158753551e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	1.56336310672e-05	0.0	0.0	0.0	2.05483674322e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13579376775e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Streptosporangium	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia	4.69008932015e-05	0.0	0.000158924610138	0.0	6.84945581074e-06	0.0	0.0	1.1411421692e-05	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.0	2.6487435023e-05	0.0	2.73978232429e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	0.0	1.64761836765e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13579376775e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__	5.73233139129e-05	0.0	0.0	0.0	5.47956464859e-05	0.0	1.44467960618e-05	0.0	2.13579376775e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	4.69008932015e-05	0.0	6.62185875575e-06	2.23730330375e-05	0.0	8.97589523335e-06	1.44467960618e-05	1.7117132538e-05	7.8312438151e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	2.60560517786e-05	0.0	0.0	0.0	8.21934697288e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__	5.21121035572e-05	0.0	3.97311525345e-05	7.45767767917e-06	0.0	0.0	5.05637862163e-05	0.0	3.55965627959e-05
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas	6.25345242686e-05	2.1968244902e-05	2.6487435023e-05	1.49153553583e-05	2.73978232429e-05	0.0	2.88935921236e-05	0.0	4.27158753551e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0	1.64761836765e-05	7.28404463133e-05	7.45767767917e-06	6.84945581074e-05	0.0	4.33403881854e-05	0.0	0.000106789688388
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	8.33793656915e-05	1.0984122451e-05	0.000105949740092	0.0	0.000171236395268	1.346384285e-05	5.05637862163e-05	2.28228433839e-05	0.000135266938624
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	0.0	0.0	6.62185875575e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0.0	0.0	5.2974870046e-05	0.0	0.0	0.0	0.0	0.0	7.11931255918e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	2.60560517786e-05	0.0	3.31092937788e-05	1.49153553583e-05	5.47956464859e-05	0.0	1.44467960618e-05	0.0	6.40738130326e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	0.0	0.0	3.97311525345e-05	0.0	5.47956464859e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__	0.00156857431707	8.7872979608e-05	0.000225143197696	0.000156611231263	0.000191784762701	8.97589523335e-05	9.39041744017e-05	9.12913735358e-05	0.000227818001894
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	0.000297038990276	0.0	1.98655762673e-05	0.0	0.0	8.97589523335e-06	7.2233980309e-06	0.0	7.11931255918e-06
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia	2.08448414229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	0.00101618601936	4.94285510295e-05	6.62185875575e-06	0.000134238198225	8.90429255396e-05	3.59035809334e-05	0.000122797766525	1.7117132538e-05	7.11931255918e-06
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella	0.000484642563082	1.64761836765e-05	0.0	7.45767767917e-06	0.0	0.0	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Leadbetterella	0.00069309097731	0.0	0.0	0.0	0.0	0.0	0.0	1.1411421692e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rudanella	1.56336310672e-05	0.0	0.0	0.0	0.0	8.97589523335e-06	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma	0.00104224207114	4.3936489804e-05	0.000105949740092	6.71190991125e-05	4.10967348644e-05	3.14156333167e-05	0.000122797766525	6.27628193058e-05	0.000177982813979
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__	0.00173533304845	0.000455841081716	0.00017216832765	0.000193899619658	0.000253429864997	0.000130150480884	0.000187808348803	0.00019969987961	0.000177982813979
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.000442952880236	0.000104349163284	7.9462305069e-05	0.000141695875904	4.79461906752e-05	6.28312666335e-05	2.88935921236e-05	3.99399759219e-05	7.11931255918e-06
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	0.000469008932015	3.2952367353e-05	9.27060225805e-05	0.0	0.000109591292972	4.03915285501e-05	5.05637862163e-05	2.28228433839e-05	0.000113909000947
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium	0.0144975872096	0.00391034759255	0.00663510247326	0.00275188306361	0.0102604848045	0.00273764804617	0.00716561084665	0.00267027267592	0.00812313563002
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Elizabethkingia	0.00018239236245	0.000131809469412	0.000403933384101	5.96614214334e-05	0.000705493948506	0.0001346384285	0.000809020579461	0.00019969987961	0.0006976926308
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella	0.000698302187666	1.0984122451e-05	0.0	4.4746066075e-05	0.0	1.79517904667e-05	2.16701940927e-05	5.70571084599e-06	3.55965627959e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__	0.00083900486727	6.04126734805e-05	0.0	4.4746066075e-05	3.42472790537e-05	8.97589523335e-06	7.2233980309e-06	1.1411421692e-05	1.42386251184e-05
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0.00305898047881	0.000153777714314	9.93278813363e-05	0.000201357297338	0.000212333130133	0.000157078166584	8.66807763708e-05	0.000188288457918	0.000249175939571
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	0.036155377448	0.00270209412295	0.00852233221865	0.00176001193228	0.0102262375254	0.00134189633739	0.0124097978171	0.00167747898872	0.00803058456675
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13579376775e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;Other	0.000354362304189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	0.0644522496795	0.000241650693922	9.93278813363e-05	0.000141695875904	0.000116440748783	0.000130150480884	9.39041744017e-05	0.000165465614534	0.000227818001894
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Chitinophaga	0.000500276194149	2.1968244902e-05	0.0	1.49153553583e-05	8.21934697288e-05	4.48794761668e-06	2.88935921236e-05	1.1411421692e-05	6.40738130326e-05
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter	0.0	0.0	0.0	2.23730330375e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Niabella	0.0480629931108	5.4920612255e-06	1.32437175115e-05	3.72883883959e-05	4.79461906752e-05	2.69276857001e-05	7.2233980309e-05	2.28228433839e-05	0.00017086350142
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	0.000161547521027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Terrimonas	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__	0.0	0.0	6.62185875575e-05	0.0	4.79461906752e-05	0.0	0.0	0.0	7.11931255918e-06
k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13579376775e-05
k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570;g__	0.0	0.0	0.0	0.0	0.0	0.0	2.16701940927e-05	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__	5.21121035572e-06	0.0	3.97311525345e-05	0.0	0.0	0.0	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__	2.08448414229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__FBP;c__;o__;f__;g__	2.08448414229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.000469008932015	3.84444285785e-05	0.000708538886866	1.49153553583e-05	9.58923813503e-05	1.79517904667e-05	7.94573783399e-05	3.42342650759e-05	0.00017086350142
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	5.21121035572e-06	0.0	9.27060225805e-05	0.0	4.79461906752e-05	0.0	5.05637862163e-05	5.70571084599e-06	7.11931255918e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	0.0	5.4920612255e-06	1.98655762673e-05	1.49153553583e-05	2.73978232429e-05	0.0	7.2233980309e-05	0.0	3.55965627959e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus	3.12672621343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	0.000151125100316	2.74603061275e-05	0.000185412045161	8.949213215e-05	0.000253429864997	1.346384285e-05	0.000108350970464	4.56456867679e-05	0.000220698689335
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__	8.85905760472e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.11931255918e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Ammoniphilus	5.21121035572e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.40738130326e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	6.62185875575e-06	0.0	1.36989116215e-05	0.0	4.33403881854e-05	0.0	1.42386251184e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella	0.0	5.4920612255e-06	1.32437175115e-05	0.0	6.84945581074e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.000927595443318	8.7872979608e-05	0.000986656954607	0.000492206726825	0.000856181976342	0.000300692490317	0.00111240329676	0.000228228433839	0.00149505563743
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Saccharibacillus	6.25345242686e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;Other	1.04224207114e-05	0.0	1.32437175115e-05	0.0	6.84945581074e-06	0.0	7.2233980309e-06	2.28228433839e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	2.08448414229e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.7117132538e-05	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0.0	0.0	6.62185875575e-06	0.0	2.05483674322e-05	0.0	0.0	0.0	1.42386251184e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;Other	1.56336310672e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus	2.60560517786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.000932806653673	0.0	0.0	7.45767767917e-06	0.0	0.0	1.44467960618e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.98351879143e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__	0.0	0.0	1.32437175115e-05	0.0	2.73978232429e-05	4.48794761668e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__Exiguobacterium	3.647847249e-05	0.0	1.32437175115e-05	0.0	0.0	0.0	0.0	0.0	7.11931255918e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	6.25345242686e-05	0.000175745959216	6.62185875575e-06	0.000305764784846	4.79461906752e-05	0.000237861223684	7.2233980309e-05	0.000216817012147	2.13579376775e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	0.0	0.000197714204118	5.2974870046e-05	0.000477291371467	8.90429255396e-05	0.000592409085401	0.000108350970464	0.000513513976139	7.8312438151e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	3.647847249e-05	0.0	0.0	0.0	0.0	0.0	0.0	5.70571084599e-06	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Alloiococcus	0.0	5.4920612255e-06	4.63530112903e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	7.81681553358e-05	0.0	0.0	0.0	4.10967348644e-05	4.48794761668e-06	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	1.56336310672e-05	8.23809183825e-05	0.0	2.23730330375e-05	0.0	8.97589523335e-06	0.0	5.70571084599e-06	2.13579376775e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.00233462223936	0.00117530110226	0.000192033903917	0.000484749049146	9.58923813503e-05	0.000350059914101	0.000231148736989	0.000245345566377	0.000220698689335
