candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
196553 540_13115	293		3302038	98.30	293
196832 520_32866	293		197393	94.90	293
197022 520_6586	293		195674	94.50	293
197112 520_4083	293		192234	98.00	293
197286 575_6081	293		289174	95.90	293
197708 521_22963	293		851865	98.60	293
197943 520_32115	293		190251	98.60	293
198626 522_66858	293		193666	92.80	293
198774 521_6721	292		328816	90.40	292
1991307 556_11235	293		518033	96.60	293
199283 521_11305	293		851865	96.90	293
199374 521_4813	293		3479426	91.50	293
201537 556_5095	293		518033	96.60	293
2057787 521_419	291		3792581	95.50	291
2063500 520_30241	291		3792581	95.90	291
2068430 565_49901	243		264416	95.50	243
208790 521_25374	293		358336	91.10	293
209685 572_27479	293		364903	98.60	293
210269 530_46694	293		289174	96.20	293
210791 522_3771	293		354006	91.50	293
212724 575_3885	293		2373126	94.90	293
219248 581_20045	287		289174	97.90	287
219549 521_20868	293		993578	88.70	293
220970 547_3203	293		289174	95.90	293
223368 547_41888	293		289174	96.60	293
224670 527_37156	247		289174	97.60	247
225919 581_12916	293		945326	93.50	293
228556 571_31529	294		289174	95.60	294
2307137 521_904	293		3359884	97.30	293
233981 532_28879	293		222706	94.90	293
235262 556_6693	293		298198	89.80	293
2354411 565_57544	293		1107910	93.50	293
2360704 566_18263	293		27485	96.90	293
236142 547_41462	292		289174	96.90	292
236786 570_15930	293		264416	94.90	293
236811 547_8969	293		289174	95.90	293
236821 525_5042	231		289174	95.20	231
237081 547_2299	293		292203	96.90	293
238739 575_21942	293		2373126	93.90	293
239195 547_18731	293		289174	98.00	293
239362 565_47377	293		289174	96.60	293
239396 570_34578	293		4377101	91.10	293
239537 521_2492	293		512542	94.50	293
239924 565_4242	293		4319691	94.90	293
240278 575_18476	293		158415	93.50	293
240810 530_20356	221		289174	95.50	221
241415 565_41455	293		289174	96.60	293
241789 542_23586	230		289174	95.20	230
241895 532_7843	293		760505	87.40	293
24271 556_12202	293		518033	92.50	293
243185 571_26863	293		289174	96.60	293
244196 520_18680	293		322340	94.90	293
2457426 565_35713	290		289174	95.90	290
2497035 520_27454	293		195674	95.90	293
2497305 547_44774	293		945326	94.20	293
250626 522_43303	293		2818167	91.80	293
251243 575_11472	293		292203	95.60	293
252679 532_45164	290		4482886	94.80	290
2529278 565_1438	293		289174	96.60	293
2529285 542_16505	293		289174	95.60	293
2529960 521_21231	291		3792581	95.20	291
2534141 565_57422	279		4438565	97.10	279
253429 530_9841	293		993578	90.80	293
254021 575_11821	262		292203	96.60	262
254649 521_31832	293		322340	97.30	293
2549460 547_25809	293		1099001	90.40	293
255307 565_38535	293		4456735	95.90	293
256215 581_19217	293		4319691	94.90	293
259306 565_22623	293		289174	96.90	293
262379 530_32122	230		3359884	98.30	230
265614 570_8574	293		201771	94.20	293
268101 532_22952	293		289174	95.60	293
2682867 521_9293	291		3792581	94.20	291
2702263 530_38037	293		293824	95.20	293
272974 520_32111	293		368639	93.50	293
2738701 565_40176	293		544773	94.50	293
275257 521_11894	293		201562	95.20	293
279325 530_29543	293		368639	94.90	293
279534 521_29302	293		324328	93.50	293
280706 567_2814	293		289174	95.90	293
281015 547_4825	293		289174	96.90	293
281310 552_41413	293		518033	95.20	293
284014 566_9885	230		289174	98.30	230
284672 545_41661	293		289174	97.60	293
285497 521_14882	293		352389	94.20	293
286579 521_16627	293		368639	94.20	293
287547 581_19166	293		749805	93.90	293
288283 522_30443	293		352389	94.50	293
288584 547_33858	251		518033	96.80	251
288680 530_31788	277		697063	97.10	277
288723 547_32425	293		518033	97.30	293
289174 565_1641	293		289174	98.60	293
29013 542_9042	293		518033	96.20	293
291510 575_15294	292		697063	95.50	292
291512 520_1074	293		195674	95.20	293
292175 547_30470	275		518033	97.50	275
292203 530_29017	251		292203	97.20	251
292289 575_10971	293		289174	96.90	293
294254 540_36197	292		697063	93.80	292
294550 542_12321	293		518033	95.60	293
294618 530_25010	293		945326	93.50	293
2954730 521_3063	293		686593	96.90	293
296082 581_15579	293		192222	92.50	293
296165 522_13307	293		297872	93.50	293
296257 522_90107	293		193666	95.60	293
297314 547_171	293		518033	94.50	293
2979308 521_3571	293		290018	91.50	293
298120 547_55813	293		1117319	95.60	293
298813 532_48885	293		292203	96.90	293
299516 567_8913	293		292203	96.90	293
299879 575_26837	293		1117319	94.90	293
300136 521_7222	293		183107	94.50	293
300387 522_40970	293		322340	95.20	293
300495 530_1084	293		518033	95.90	293
301721 552_34709	262		518033	96.20	262
301921 547_38880	279		518033	97.10	279
303204 530_53826	280		697063	96.10	280
303239 547_95	293		292203	97.30	293
304491 575_13739	293		518033	95.90	293
304724 530_4774	292		518033	96.60	292
305561 580_37147	279		945326	94.30	279
305915 575_5396	293		264416	95.60	293
306124 556_10694	292		817699	95.50	292
306159 565_50034	293		264416	95.60	293
308087 547_43028	293		292203	95.60	293
309133 557_35217	293		945326	93.50	293
309422 522_85275	293		309422	97.30	293
311659 577_558	293		3202061	93.50	293
311947 521_25762	292		350681	96.20	292
3136117 535_57377	284		518033	96.50	284
313734 546_19071	293		367523	95.20	293
3138798 520_12514	292		514182	92.10	292
315189 552_51418	293		518033	96.20	293
315506 547_15574	293		518033	96.20	293
316321 542_39341	278		697063	97.80	278
317522 530_44957	291		697063	96.60	291
318190 520_36315	293		132657	92.80	293
319163 547_15905	278		518033	97.80	278
3200278 547_34336	293		518033	92.80	293
320992 565_60808	293		716416	96.60	293
321586 521_22593	293		742320	93.20	293
322505 522_32274	293		297872	93.90	293
3225199 581_19382	292		3792581	93.20	292
325206 571_44374	281		264416	95.70	281
325650 540_8541	292		697063	93.80	292
326721 580_4393	283		518033	97.90	283
329096 575_11953	268		289174	97.40	268
330294 521_20750	292		755474	99.00	292
330923 575_14084	292		264416	95.90	292
332486 547_28024	230		518033	96.10	230
332929 520_16508	293		193666	95.90	293
332958 530_41849	293		289174	96.90	293
3339747 522_96291	290		3792581	96.20	290
334459 565_7894	293		289174	98.30	293
335256 547_5117	292		697063	95.50	292
3355047 580_37150	293		773586	94.20	293
335670 520_5759	293		350681	98.30	293
335816 520_37795	293		193666	97.30	293
335887 547_43105	293		518033	95.60	293
3359884 547_13897	293		3359884	97.60	293
336632 556_1639	293		180127	96.60	293
336830 556_8437	293		183107	94.50	293
336890 556_11639	293		301984	99.30	293
338381 521_2740	293		527437	94.90	293
338568 522_76281	293		322340	95.60	293
339231 542_33431	293		518033	96.20	293
339358 547_5729	293		1117319	96.60	293
339532 520_39107	293		298198	89.40	293
340474 520_5555	293		4348122	96.60	293
3423513 546_14611	293		589504	94.50	293
342397 520_5497	293		1839271	98.00	293
343257 557_21122	292		298151	94.50	292
343569 581_7675	293		264416	96.60	293
3441309 547_17226	293		289174	95.90	293
344422 521_314	293		270418	94.50	293
345301 522_43739	293		191032	94.20	293
345335 542_38151	292		697063	97.60	292
345540 547_3378	293		289174	96.20	293
345575 530_45231	292		697063	96.90	292
346056 520_25888	293		354006	93.90	293
346085 572_27730	293		686593	91.50	293
347922 547_24673	292		518033	95.90	292
348642 522_55312	293		197460	96.60	293
348680 542_32398	293		4406763	90.80	293
3518 522_65098	293		3359884	98.00	293
352468 547_1793	293		1117319	96.90	293
35330 575_8094	292		3359884	97.90	292
354461 521_1697	293		193666	96.60	293
354494 547_34207	284		518033	96.50	284
357011 581_25405	293		309422	96.90	293
357046 522_29178	293		529442	92.80	293
357471 520_29345	290		330118	95.20	290
357529 520_39238	289		199568	97.20	289
358068 581_30205	293		27485	96.20	293
3581985 522_82396	293		264416	96.60	293
358280 576_32523	293		591063	93.50	293
358333 557_8708	293		193666	95.60	293
358483 521_4082	293		197393	94.20	293
359120 521_16858	293		185670	97.30	293
359764 552_6462	293		589504	94.20	293
3606810 521_28681	291		3792581	95.20	291
361811 556_6982	293		195496	96.20	293
362342 556_9872	293		178438	95.20	293
362997 536_22840	293		183870	98.30	293
363064 522_98648	293		535512	91.80	293
363305 575_3859	284		292203	96.50	284
363383 566_5337	292		289174	95.20	292
363400 556_2835	293		186510	95.90	293
3638723 575_25027	262		518033	96.20	262
364824 556_9606	293		193666	96.60	293
365484 556_7193	293		192234	99.00	293
366237 556_11572	293		193666	94.20	293
3663794 540_17286	290		518033	96.60	290
366451 552_45727	293		289174	95.90	293
366633 521_31191	293		567229	93.90	293
366727 556_3318	293		193666	93.20	293
366752 556_4252	293		182857	98.00	293
366846 556_1862	293		193666	96.90	293
367092 552_34825	293		195674	96.60	293
367213 556_454	293		350681	98.00	293
367456 580_18237	293		193666	97.30	293
368175 556_4734	293		180467	89.10	293
368261 521_1015	293		197393	95.90	293
368318 557_25924	260		191183	96.20	260
368698 532_13942	293		216888	95.20	293
368849 531_40411	293		289174	96.90	293
369227 556_621	293		197460	98.30	293
369429 556_4155	294		183107	95.20	294
369486 532_47187	294		174974	95.60	294
370287 542_12936	292		851865	97.60	292
3714917 527_24350	293		289174	98.60	293
3732408 575_22056	287		518033	95.50	287
3746871 521_1186	291		3792581	95.90	291
3746876 521_17940	291		3792581	95.20	291
377546 547_45701	293		686593	94.20	293
383023 575_20918	293		686593	95.60	293
3851582 530_31492	292		518033	95.90	292
3879458 552_10515	293		518033	95.90	293
3899192 522_36861	298		3899192	98.30	298
3908639 565_8510	293		289174	95.90	293
392887 520_28593	293		197393	97.60	293
3931371 547_7794	293		1117319	97.60	293
3946733 526_5133	293		127534	95.20	293
397513 521_31733	293		144239	89.10	293
401924 571_38506	294		352906	91.80	294
401960 520_31216	293		1953696	90.40	293
403701 520_39670	292		215040	92.50	292
40609 521_32795	293		3843950	93.20	293
408706 521_12067	293		993578	91.50	293
4193312 542_34834	293		289174	94.50	293
4251078 521_28642	291		3792581	95.90	291
425721 530_4868	290		289174	96.60	290
4290144 552_9306	293		518033	95.60	293
4305372 547_43854	284		518033	96.10	284
4314035 566_14143	293		264416	96.60	293
4315660 557_4441	292		697063	96.60	292
4316320 547_51700	293		289174	97.60	293
4316928 575_4760	292		773586	93.80	292
4317730 542_10942	292		289174	96.60	292
4318935 542_7576	293		289174	95.60	293
4318990 565_54166	293		289174	98.30	293
432284 575_5547	293		3359884	98.00	293
4327415 547_48388	293		518033	95.60	293
4327501 525_59608	293		4319691	94.20	293
4328189 542_36376	293		289174	96.60	293
4330338 526_256	293		4482886	96.60	293
4333020 532_52725	291		289174	96.90	291
4333897 565_6617	293		289174	97.60	293
4343005 547_47942	293		289174	97.30	293
4344055 521_20905	292		4403	91.40	292
4345857 521_12112	293		217022	88.10	293
4346961 520_32586	292		829927	88.00	292
4348768 520_25268	263		3359884	96.60	263
4348899 521_8649	293		4225237	90.40	293
4349891 575_4709	290		518033	97.20	290
4349996 580_2849	293		201771	91.80	293
4350788 532_30434	293		289174	95.90	293
4354311 532_6155	293		518033	94.90	293
4357615 552_31444	293		40435	92.20	293
4358093 521_27551	293		289174	97.60	293
4358821 552_45099	290		518033	95.90	290
436032 556_10866	293		193666	95.90	293
4361313 530_34967	229		292203	96.50	229
4362942 532_56128	293		945326	94.50	293
4365141 575_6125	293		292203	95.20	293
4365898 560_10555	262		518033	96.60	262
4371645 575_12072	293		518033	95.90	293
4374118 547_22139	293		518033	97.60	293
4378646 525_57528	293		1124893	92.20	293
4380803 547_7912	293		292203	96.60	293
4380976 547_18916	292		518033	97.30	292
4383522 547_39910	293		518033	96.20	293
4386317 521_26929	293		3359884	97.30	293
4387208 580_12617	293		945326	94.20	293
4393181 565_14831	292		736051	85.30	292
4397708 547_46929	293		518033	95.20	293
4398019 556_3838	270		1117319	96.70	270
4399988 525_20362	293		289174	96.60	293
4407939 565_64009	293		289174	97.60	293
4408869 542_13821	293		518033	96.20	293
441019 536_20576	293		289174	96.60	293
4412908 521_22949	293		3359884	98.00	293
4413100 521_13193	291		3792581	95.20	291
4414261 542_31107	293		518033	95.90	293
4415598 552_1352	230		518033	95.70	230
4415599 571_1932	293		518033	94.90	293
4416113 530_24026	293		289174	97.60	293
4416562 542_23779	293		289174	96.60	293
4418165 547_658	293		289174	96.60	293
4420696 575_11246	293		592682	94.90	293
4422290 520_37235	293		4388133	93.20	293
4423027 546_43949	293		289174	97.30	293
4425571 530_20783	292		289174	97.60	292
4429553 547_25578	293		518033	96.60	293
4429559 552_28489	293		518033	95.60	293
4430952 522_76168	293		93199	91.50	293
4431608 570_26215	239		518033	94.60	239
4431803 521_31754	292		3359884	96.90	292
4440251 531_851	293		559954	93.50	293
4451011 565_15391	293		4438565	96.20	293
4452613 547_11334	290		289174	96.60	290
4454257 532_57580	281		289174	97.20	281
4454737 522_3100	293		928249	94.50	293
4457195 520_31937	293		4388133	90.80	293
4458848 540_10132	293		109057	96.90	293
4459733 565_13893	293		293824	94.90	293
4461030 565_14243	293		289174	96.60	293
4465538 575_23699	293		518033	96.60	293
4468805 536_6123	292		697063	95.90	292
4469032 556_10647	293		518033	95.60	293
4473176 536_21843	293		289174	96.60	293
4480189 530_9897	262		518033	96.90	262
4480244 520_29813	292		215040	91.40	292
4481195 520_2484	293		193666	94.90	293
4482944 547_17113	254		292203	97.60	254
453616 577_8951	293		3843950	93.50	293
454363 520_38493	293		4329132	97.30	293
466445 565_4813	293		289174	95.90	293
470382 556_1005	293		192234	98.30	293
484304 556_8330	289		298198	88.60	289
487725 521_26423	293		1124893	89.80	293
509416 542_4388	293		195674	97.30	293
509745 567_13141	293		2122726	95.90	293
510870 542_404	293		289174	96.60	293
512239 565_9008	293		4406763	93.90	293
513078 547_41922	293		289174	98.00	293
513080 542_17210	292		697063	97.30	292
PyNastAligner parameters:
Algorithm:NAST
Application:PyNAST
blast_db:None
min_len:219
min_pct:75.0
pairwise_alignment_method:uclust
template_filepath:/home/mark/miniconda3/envs/qiime1/lib/python2.7/site-packages/qiime_default_reference/gg_13_8_otus/rep_set_aligned/85_otus.pynast.fasta
candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
513803 520_16743	293		742320	94.20	293
514041 522_5021	293		354006	90.40	293
516115 542_2183	292		697063	94.90	292
518033 547_39629	293		518033	97.60	293
519625 575_6745	293		2373126	95.90	293
519944 520_13181	293		4302012	95.90	293
520926 526_29018	293		367523	90.10	293
521447 522_77653	293		367523	88.70	293
523064 521_15997	293		216888	95.90	293
523140 556_297	294		290018	95.90	294
523542 521_14823	293		535512	93.20	293
524674 546_26104	294		773586	93.90	294
525378 536_31276	293		193666	96.90	293
525391 565_61032	293		4406763	94.90	293
525706 565_24567	294		201771	90.10	294
527078 565_49927	293		773586	92.20	293
527941 530_10813	293		333042	96.60	293
528362 556_602	293		197393	96.60	293
528421 532_50735	254		289174	96.90	254
528753 521_31670	292		514182	92.50	292
530653 581_8119	293		333042	96.90	293
531675 556_12716	293		193666	95.90	293
532139 575_25599	293		589504	91.80	293
532203 556_3754	293		193666	98.60	293
534898 565_52301	293		289174	95.20	293
534965 565_68659	294		289174	95.90	294
535375 556_1609	293		183870	93.90	293
536008 520_5917	293		651100	93.20	293
536754 531_55367	293		518033	96.20	293
537062 547_55657	293		651100	93.50	293
537664 522_46259	293		573135	91.10	293
538967 552_33156	293		518033	95.60	293
539107 527_37886	293		289174	98.30	293
539735 522_87313	293		4363681	94.20	293
540269 565_52075	293		4451743	99.00	293
540793 535_44422	282		289174	96.80	282
540940 547_190	293		292203	96.90	293
541119 552_1386	293		289174	96.20	293
541517 536_31703	262		289174	95.40	262
543173 530_47891	293		518033	93.20	293
544177 565_32111	293		4438565	93.90	293
544419 530_4589	292		697063	94.90	292
544847 530_46141	293		651100	95.60	293
546384 527_1661	292		289174	95.20	292
547304 535_11895	230		289174	94.80	230
547369 566_2318	284		289174	97.50	284
548694 520_26265	293		93199	95.90	293
552376 552_28530	293		289174	94.90	293
553611 575_2712	293		298198	89.80	293
553981 567_15796	293		686593	96.60	293
554163 542_7283	293		289174	94.50	293
554981 575_22619	293		93530	93.20	293
555692 527_13056	291		289174	99.70	291
555870 532_19143	286		289174	97.20	286
555945 556_6712	292		303326	97.60	292
556066 577_48765	293		368639	93.20	293
557756 577_8609	293		264416	96.60	293
557983 570_22682	292		236255	98.60	292
558132 521_11132	293		4451743	92.20	293
558170 520_24853	293		264416	96.20	293
558264 571_2447	293		73760	95.20	293
558420 535_15864	293		302431	96.60	293
560465 575_24067	292		289174	96.90	292
560535 521_13274	293		350681	96.90	293
561171 556_4446	293		183107	96.60	293
561435 530_47613	293		322340	95.90	293
561885 547_56445	293		686593	98.00	293
563359 552_40890	280		289174	96.10	280
563369 565_13113	293		126133	99.30	293
563572 522_9865	293		197460	94.50	293
564431 547_34877	293		289174	95.90	293
564704 547_43253	293		1117319	96.90	293
564806 521_28731	293		216888	94.50	293
565537 547_5091	293		292203	95.20	293
566203 547_54376	273		518033	97.40	273
567715 556_7491	293		193666	96.60	293
567840 521_14073	294		4377104	95.60	294
568118 520_23877	293		333042	97.30	293
570350 521_4032	293		1124893	94.50	293
570385 522_73324	293		686593	96.60	293
570507 556_8161	279		193666	99.60	279
570988 521_10348	293		549805	92.20	293
572097 521_14763	293		824826	96.90	293
572750 547_4799	293		289174	95.20	293
573326 527_13830	293		993578	91.50	293
573413 527_7474	293		824826	91.50	293
573764 522_93943	293		573135	98.00	293
574655 540_42790	293		4377099	92.50	293
575562 581_31372	293		27485	97.30	293
578016 565_47154	293		194286	91.10	293
578022 547_45727	292		518033	96.20	292
578058 565_63028	293		289174	96.20	293
578837 547_34727	293		518033	95.60	293
578911 521_10336	293		4451743	96.90	293
579577 520_14175	286		926588	90.60	286
579608 521_10257	292		813052	93.20	292
580008 581_31545	292		755474	92.10	292
580312 575_28154	293		926588	96.60	293
581003 556_6898	293		181121	93.50	293
581021 547_26273	293		289174	96.60	293
581189 530_33654	292		518033	96.60	292
581821 522_31994	293		322340	93.20	293
582083 575_4857	293		4302012	95.20	293
583016 521_23361	293		322340	94.50	293
583089 556_4716	293		193666	94.90	293
583102 521_16017	293		926588	91.50	293
583590 547_54828	293		289174	96.60	293
583746 520_23591	292		215040	92.50	292
584241 530_28063	293		518033	93.90	293
585435 522_59699	293		4406763	94.90	293
585480 520_28866	293		535512	94.50	293
585701 571_24867	293		289174	96.20	293
585881 571_38099	293		197393	92.80	293
585914 565_17384	293		2772147	90.80	293
585989 522_17004	292		355868	93.50	292
586387 532_50886	292		697063	96.60	292
587618 547_40927	293		289174	96.60	293
588097 530_36939	293		651100	94.50	293
588197 530_14532	293		518033	96.90	293
588216 571_37191	293		289174	96.90	293
589071 556_3702	292		183870	97.60	292
589277 556_4879	293		4348122	96.20	293
589313 556_12130	293		183107	95.20	293
589329 556_8138	293		333042	96.60	293
589597 575_5921	293		4438565	95.60	293
590836 547_14705	254		518033	94.90	254
590982 531_47666	293		945326	93.20	293
591699 521_23239	293		4377099	93.50	293
592589 582_17802	293		686593	96.20	293
593226 520_28133	293		1953696	95.20	293
593555 521_21308	293		516285	91.10	293
60332 547_30115	293		289174	96.60	293
604966 575_145	293		518033	96.20	293
606063 532_51563	293		289174	94.20	293
607212 565_28239	293		926588	91.50	293
611146 547_45725	293		4388133	87.70	293
613189 547_2895	293		518033	95.90	293
614944 565_20595	293		2818167	92.20	293
616310 575_22089	293		3359884	96.90	293
616682 520_26243	293		573135	93.90	293
620319 530_44240	293		159007	96.20	293
621472 525_32325	294		297872	96.90	294
622303 565_8097	293		293824	96.20	293
623302 582_31426	293		236149	84.30	293
