Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
4924-678-MSITS2a.extendedFrags	pass	0.0	fail	233.554429834	Sanger / Illumina 1.9	fail	pass	warn	58-413	Conventional base calls	pass	fail	18556.0	pass	fail	fail	40.0	2.10713515844	4924-678-MSITS2a.extendedFrags.fastq	fail	pass
4924-679-MSITS2a.extendedFrags	pass	0.0	fail	229.308435116	Sanger / Illumina 1.9	warn	pass	warn	51-413	Conventional base calls	pass	fail	22679.0	pass	fail	fail	39.0	1.91807398915	4924-679-MSITS2a.extendedFrags.fastq	fail	pass
4924-680-MSITS2a.extendedFrags	pass	0.0	fail	230.974776241	Sanger / Illumina 1.9	warn	pass	warn	50-413	Conventional base calls	pass	fail	38099.0	pass	fail	fail	40.0	1.38848788682	4924-680-MSITS2a.extendedFrags.fastq	fail	pass
4924-692-MSITS2a.extendedFrags	pass	0.0	fail	271.018558097	Sanger / Illumina 1.9	fail	pass	warn	187-414	Conventional base calls	pass	fail	47257.0	pass	fail	fail	52.0	1.42624373109	4924-692-MSITS2a.extendedFrags.fastq	fail	pass
4924-693-MSITS2a.extendedFrags	pass	0.0	fail	270.462067136	Sanger / Illumina 1.9	fail	pass	warn	185-413	Conventional base calls	pass	fail	41468.0	pass	fail	fail	52.0	1.48789427993	4924-693-MSITS2a.extendedFrags.fastq	fail	pass
4924-694-MSITS2a.extendedFrags	pass	0.0	fail	256.893844276	Sanger / Illumina 1.9	warn	pass	warn	179-413	Conventional base calls	pass	fail	22938.0	pass	fail	fail	47.0	2.06208039062	4924-694-MSITS2a.extendedFrags.fastq	fail	pass
4924-695-MSITS2a.extendedFrags	pass	0.0	fail	270.354692021	Sanger / Illumina 1.9	fail	pass	warn	185-413	Conventional base calls	pass	fail	43542.0	pass	fail	fail	52.0	1.49740480456	4924-695-MSITS2a.extendedFrags.fastq	fail	pass
4924-697-MSITS2a.extendedFrags	pass	0.0	fail	271.757286345	Sanger / Illumina 1.9	warn	pass	warn	183-414	Conventional base calls	pass	fail	40521.0	pass	fail	fail	52.0	1.52019940278	4924-697-MSITS2a.extendedFrags.fastq	fail	pass
4924-698-MSITS2a.extendedFrags	pass	0.0	fail	270.706157626	Sanger / Illumina 1.9	fail	pass	warn	51-413	Conventional base calls	pass	fail	25643.0	pass	fail	fail	51.0	1.86015676793	4924-698-MSITS2a.extendedFrags.fastq	fail	pass
4924-699-MSITS2a.extendedFrags	pass	0.0	fail	263.461056702	Sanger / Illumina 1.9	warn	pass	warn	180-413	Conventional base calls	pass	fail	23791.0	pass	fail	fail	48.0	1.99235004834	4924-699-MSITS2a.extendedFrags.fastq	fail	pass
4924-700-MSITS2a.extendedFrags	pass	0.0	fail	263.130752087	Sanger / Illumina 1.9	warn	pass	warn	189-431	Conventional base calls	pass	fail	22883.0	pass	fail	fail	48.0	2.09325700302	4924-700-MSITS2a.extendedFrags.fastq	fail	pass
