# Constructed from biom file
#OTU ID	C/0	C/10	C/30	C/92	LB/10	LB/30	LB/92	LH + LB/10	LH + LB/30	LH + LB/92	LH/10	LH/30	LH/92
k__Bacteria;p__Firmicutes;c__Bacilli	0.00747088254037	0.732350795477	0.865240962676	0.679786892022	0.939937665207	0.970412225161	0.974197930542	0.914185513417	0.975073834743	0.955373219193	0.926434973873	0.973727579861	0.924030956201
k__Bacteria;p__Firmicutes;c__Clostridia	0.011660542622	3.50739358568e-05	0.0058128535174	0.030560786295	0.000142028642443	5.34316475649e-05	0.000114675864259	0.000287354445177	0.00190971065663	5.52800328521e-05	0.000148155745879	0.00030213969841	0.000157939799998
k__Bacteria;p__Firmicutes;c__Erysipelotrichi	0.000162705245888	0.0	0.0	0.0	0.0	0.0	2.64636609829e-05	0.0	0.0	7.8971475503e-06	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1	1.35587704907e-05	0.0	0.0	2.7557066091e-05	0.0	0.0	0.0	0.0	0.0	1.57942951006e-05	0.0	0.0	2.49378631576e-05
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes	0.0	0.0	0.0	3.6742754788e-05	0.0	0.0	0.0	0.0	0.0	2.36914426509e-05	0.0	0.0	1.66252421051e-05
k__Bacteria;p__Planctomycetes;c__Planctomycetia	4.06763114721e-05	0.0	0.0	0.0	0.0	0.0	2.64636609829e-05	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.902770056811	0.0013468391369	0.000887259347212	0.0079823634777	0.000512881208822	0.000614463946996	0.00249640535272	0.000666139850184	0.000577354384562	0.00320624190542	0.000581226387678	0.000322740132392	0.00300085619997
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	0.010941927786	0.000575212548051	0.000600204852526	0.0121802232122	0.000126247682171	0.0	0.00322856663991	0.000130615656899	5.55148446695e-05	0.00292984174116	0.000199440427144	6.18013019474e-05	0.00331673579997
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	0.0	0.0	0.0	1.8371377394e-05	0.0	0.0	0.0	0.0	0.0	7.8971475503e-06	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.0529063224547	0.264962541037	0.127008565967	0.262664768291	0.0590286818953	0.0286794368304	0.0186392385523	0.0842797526139	0.0220838052095	0.0370060334207	0.0723512886701	0.0254278023457	0.067390418873
k__Bacteria;p__TM6;c__SJA-4	0.0	0.0	0.0	2.7557066091e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	0.0	0.0	0.0	4.59284434851e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	8.13526229442e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	5.42350819628e-05	0.0	1.9571897365e-05	0.0	0.0	0.0	0.0	0.0	2.22059378678e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.49378631576e-05
k__Bacteria;p__[Thermi];c__Deinococci	6.77938524535e-05	0.0	0.0	0.00428053093281	0.0	0.0	0.000679233965227	0.0	0.0	0.00078181760748	5.69829791841e-06	0.0	0.000847887347359
