candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
1111874 450_3634	412		268585	94.40	412
1116674 1034_19400	383		268585	95.30	383
1117908 1020_895	412		834065	95.40	412
1119540 759_688	412		289174	94.70	412
1121530 1035_13590	413		518033	93.20	413
1122622 1022_8378	412		592303	94.70	412
1123021 1141_8857	413		4406763	96.90	413
1123414 460_7418	412		834065	96.10	412
1126111 1028_10513	412		834065	95.60	412
1126506 448_13219	315		289174	98.40	315
1129841 758_31080	410		686593	95.40	410
1132297 1155_3707	410		518033	96.60	410
1134031 1020_23096	413		1668820	96.10	413
1135616 832_2245	413		773586	95.20	413
1136676 1020_23749	412		140806	92.50	412
1136710 1144_6595	413		518033	96.90	413
1138534 1031_18670	413		1668820	97.30	413
1139769 457_40863	408		4455886	94.90	408
1141188 447_14072	411		268585	94.90	411
114166 832_5063	413		773586	94.70	413
1141758 430_10008	413		3359884	98.30	413
1142199 1023_3067	411		95370	86.60	411
114233 1138_9149	413		4406763	96.10	413
1143319 450_15327	335		3359884	97.60	335
114462 1040_2307	412		834065	94.70	412
122049 1144_48300	411		268585	94.40	411
123510 430_953	412		268585	95.10	412
124309 1040_34460	412		834065	95.40	412
131383 1157_1686	412		202319	92.00	412
134671 430_1569	412		268585	93.70	412
136946 1020_10929	412		268585	94.20	412
137043 442_12022	413		518033	96.40	413
137866 451_30381	412		520017	95.40	412
138130 1141_358	412		2435847	93.20	412
138911 1020_4221	312		4430839	95.50	312
141145 1040_27871	338		289174	97.30	338
144814 1025_30319	413		289174	93.00	413
14592 1141_10445	412		4406763	93.40	412
148003 1040_3025	365		289174	95.90	365
148827 831_892	413		773586	95.20	413
149034 1020_1190	412		834065	96.10	412
1513771 1141_4412	413		518033	95.90	413
152125 1022_475	411		749805	94.40	411
1523543 430_2682	411		697063	98.10	411
152485 1144_25225	413		773586	94.20	413
152859 1020_25296	360		289174	94.70	360
15286 1017_10968	413		773586	94.20	413
153978 1144_41330	413		3359884	95.40	413
156232 1034_2647	411		516285	92.70	411
157489 1040_32920	413		518033	96.60	413
157866 1141_6458	413		4406763	97.10	413
159299 1141_7892	410		4406763	92.70	410
159446 1020_6476	412		518033	94.90	412
160548 1144_42118	413		518033	94.70	413
16144 430_5449	413		4430839	96.40	413
164430 1020_20398	412		834065	95.90	412
1646259 1020_23292	328		3792581	94.80	328
164789 1020_9243	328		289174	96.00	328
1649772 1152_42	412		834065	96.10	412
1663575 760_15709	342		289174	97.70	342
169182 448_5522	337		289174	97.00	337
169538 450_26519	412		834065	95.90	412
170798 1151_18711	340		289174	96.80	340
171518 1019_38351	319		289174	96.20	319
172586 451_20233	413		834065	95.20	413
175060 455_44790	315		875406	83.80	315
1759078 450_5489	412		773586	94.70	412
175931 1016_26050	411		760005	92.00	411
1787644 763_31385	413		3359884	97.60	413
1793401 1020_17893	413		3359884	97.10	413
18499 459_7913	412		354006	93.00	412
1892252 1027_49346	318		3792581	95.90	318
189438 450_12433	412		4319691	94.40	412
189482 757_45991	413		1668820	93.50	413
1901956 1023_6804	412		215053	92.00	412
1918929 430_2141	421		3792581	92.20	421
192776 430_9069	367		518033	97.30	367
197286 448_34630	412		268585	93.70	412
1991307 1144_39623	413		518033	95.60	413
210269 430_1245	410		268585	93.70	410
211593 450_24325	335		289174	97.00	335
2119418 459_19378	328		289174	96.30	328
213522 450_23703	412		834065	95.60	412
222397 1141_8357	413		4406763	96.90	413
223368 1040_74	412		834065	96.10	412
224670 1147_19294	411		289174	95.90	411
225582 1155_1290	410		686593	97.80	410
226338 832_2782	413		773586	94.40	413
228494 1148_29602	412		834065	95.90	412
2304693 450_21829	328		289174	96.60	328
232696 1020_30202	410		268585	94.90	410
236142 450_27772	367		289174	95.90	367
236811 1148_26093	412		834065	95.40	412
236821 1025_424	412		834065	93.90	412
23694 430_1961	412		268585	94.90	412
237081 460_23401	413		4482886	95.40	413
239619 1148_6823	412		834065	95.40	412
240268 1031_12552	409		4388133	94.60	409
240810 1017_7354	365		289174	96.70	365
24271 1020_30691	413		518033	92.70	413
243185 1020_11107	411		268585	94.90	411
2445338 757_34056	412		834065	96.10	412
2458172 454_10854	364		686593	95.30	364
245980 450_27988	408		3359884	97.30	408
250206 1155_966	411		686593	97.60	411
251243 450_5958	412		4482886	94.90	412
252679 439_14039	413		4482886	96.10	413
2529278 838_2373	412		268585	93.70	412
2529285 1020_11026	329		289174	95.10	329
253061 1040_9118	412		834065	95.10	412
254021 1040_11030	368		292203	95.90	368
254053 1159_27883	413		518033	97.10	413
254888 1022_43820	411		1146188	93.70	411
255307 1162_32707	411		749805	95.90	411
257492 757_45693	412		773586	93.40	412
2582263 430_3829	412		834065	95.90	412
258785 1022_4169	337		289174	95.50	337
259544 459_35064	409		308972	88.80	409
261110 1040_10753	412		834065	96.10	412
266330 1141_6042	413		518033	98.50	413
2665096 765_12137	409		4388133	95.60	409
267416 430_582	412		834065	94.70	412
268061 758_25736	409		144239	92.20	409
268592 1020_4317	413		518033	98.80	413
2702263 759_38513	343		4430839	95.90	343
270355 1017_25237	412		289174	94.90	412
273018 764_46676	409		327512	91.00	409
273647 1034_9427	412		516285	93.20	412
274365 1158_3114	412		834065	96.10	412
274754 450_29905	412		834065	94.40	412
275097 1144_15642	412		834065	96.10	412
275296 1025_35208	411		1146188	95.90	411
276106 1020_18969	412		140806	95.40	412
280706 460_43516	403		268585	95.30	403
281015 450_8166	409		834065	95.10	409
284672 1028_35270	412		834065	96.10	412
288521 839_1734	413		518033	95.40	413
288584 1022_21194	413		518033	96.90	413
288680 450_28711	412		697063	93.90	412
288723 1141_7405	413		518033	98.50	413
289174 1144_9720	324		289174	97.20	324
289709 441_8745	412		834065	95.40	412
29013 450_35390	413		518033	96.40	413
290241 1141_1904	412		2157225	99.00	412
290573 1031_7113	413		518033	97.80	413
290849 430_7055	410		834065	96.80	410
291149 430_123	413		4482886	95.40	413
291342 432_2843	413		4406763	94.90	413
291434 1029_14978	409		346914	91.70	409
291816 450_20163	413		518033	96.60	413
292057 1141_2143	413		518033	93.70	413
292289 1040_8867	384		289174	96.10	384
294254 458_28061	411		1523543	95.90	411
294618 832_3536	413		773586	94.20	413
295053 1017_2282	337		289174	97.30	337
295478 450_9453	413		773586	94.20	413
296358 1023_26501	360		289174	96.90	360
297314 1158_28347	318		518033	93.40	318
297457 757_35715	413		518033	95.90	413
297771 1020_23764	412		834065	96.10	412
299267 1020_10770	338		289174	96.70	338
299879 1029_36017	413		1117319	94.90	413
300495 1144_14941	413		518033	97.10	413
300935 1141_1713	413		518033	98.50	413
301149 1020_19455	338		289174	97.00	338
3015662 450_7710	412		268585	94.20	412
301721 431_3670	413		518033	96.90	413
301921 1144_12409	313		518033	95.80	313
304491 1028_26435	326		518033	96.30	326
304724 1020_9761	334		518033	97.00	334
305561 832_819	413		773586	94.90	413
305982 1025_1677	412		268585	93.90	412
306295 1141_7073	413		4406763	93.20	413
308087 1040_17331	413		4482886	94.20	413
30929 1148_19816	405		289174	95.60	405
309470 1143_37069	409		101908	91.40	409
3136117 450_9019	336		518033	96.70	336
315506 1020_29787	324		518033	95.40	324
316321 1020_6416	411		697063	95.90	411
318763 1025_658	411		697063	98.10	411
3200278 1033_10015	413		518033	93.20	413
322250 459_44676	318		518033	96.50	318
3267277 430_9051	412		834065	94.90	412
327765 430_640	413		518033	92.50	413
329096 1020_24894	315		289174	96.50	315
329402 1144_43377	412		518033	96.40	412
331697 1020_6925	411		4336809	93.20	411
332556 1138_7547	413		1140492	93.90	413
332958 1158_4128	413		289174	94.40	413
333178 1141_9329	413		518033	93.20	413
334555 1156_6861	413		773586	94.40	413
334656 450_12735	413		518033	93.70	413
334666 1141_665	413		4406763	95.20	413
335256 1025_27215	412		697063	93.40	412
3355047 832_1850	413		773586	94.20	413
335887 1141_2814	413		518033	95.60	413
339132 449_22516	412		289174	95.40	412
339231 450_15996	413		518033	97.60	413
339358 1144_19227	413		1117319	96.90	413
342427 449_31802	412		4456252	92.70	412
342666 1020_25104	412		2157225	98.10	412
3441309 1144_28894	412		268585	93.70	412
345195 1147_21775	409		4401294	91.90	409
345540 1040_10794	412		834065	94.90	412
345575 450_5582	411		697063	97.80	411
347922 450_17701	413		518033	96.10	413
348680 430_389	412		834065	89.60	412
350086 1018_30837	336		289174	97.60	336
352468 1020_10055	413		1117319	98.50	413
3531225 447_40122	412		289174	95.10	412
3541 430_10144	413		3359884	99.00	413
354494 430_3025	413		518033	96.10	413
354913 1034_6003	413		518033	95.90	413
355089 1025_5271	413		518033	95.90	413
357011 1016_8347	411		309422	97.30	411
358670 1040_29200	321		289174	96.60	321
359750 1018_24164	411		309030	96.60	411
363305 1020_28910	412		4482886	95.60	412
3638723 1016_17839	412		518033	97.80	412
3663794 1148_23464	352		518033	96.30	352
366451 1031_30550	315		289174	96.80	315
3664774 1158_6785	327		289174	98.50	327
368849 450_10122	342		289174	93.90	342
3697034 1151_23110	413		773586	94.90	413
372473 1147_23420	412		834065	96.40	412
3727987 836_19840	413		3359884	97.80	413
3732408 1141_224	413		518033	96.10	413
383122 1141_7449	318		4450538	94.00	318
3851582 1144_2724	413		518033	95.90	413
3879458 1148_11559	413		518033	94.40	413
389067 1025_12106	413		518033	96.60	413
38908 442_26289	367		518033	95.90	367
3908638 1158_15275	412		834065	94.20	412
3908639 1018_17418	411		268585	94.60	411
404204 1141_2665	410		4406763	95.10	410
4111715 1022_26516	338		289174	97.60	338
415661 761_30867	391		749805	93.90	391
4168094 836_216	413		518033	93.70	413
4227110 1020_9664	410		268585	94.90	410
425721 430_1477	412		268585	94.70	412
4294457 424_5737	414		4312480	94.20	414
4297918 1020_17036	412		834065	94.70	412
4303249 1144_17721	411		4377099	93.40	411
4305372 1020_23631	413		518033	96.10	413
4306121 760_800	412		268585	95.10	412
4316928 1020_29486	413		773586	95.20	413
4317730 1017_25928	315		289174	94.90	315
4318935 1028_10829	412		834065	94.90	412
4318990 450_12304	410		834065	96.30	410
432284 430_4270	413		3359884	97.80	413
4323871 758_16491	411		4377099	91.00	411
4324586 1020_13118	413		518033	95.90	413
4326573 1147_3105	413		1117319	95.20	413
4328189 1020_26909	413		834065	95.40	413
4333020 1020_1686	410		268585	95.10	410
4333086 1138_5454	411		518033	98.80	411
4338353 1141_1258	413		4406763	95.40	413
4340137 449_8239	413		4432284	95.60	413
4343005 430_39	412		834065	96.10	412
4345397 1028_27593	412		268585	94.20	412
4349891 1141_5983	412		518033	95.10	412
4350025 1158_3026	412		834065	95.60	412
4350788 430_9486	412		834065	94.90	412
4358818 1020_23246	413		518033	93.00	413
4358821 1144_8878	413		518033	95.60	413
4365141 450_26346	413		292203	93.20	413
4365898 460_16881	413		518033	95.90	413
4368451 1144_25418	411		201562	92.20	411
437105 1034_309	411		749805	94.60	411
4371645 1020_348	413		518033	95.90	413
4376230 450_23688	412		1047956	94.20	412
4376234 442_11599	412		834065	94.70	412
4376236 450_19706	412		268585	94.70	412
4387208 832_5242	413		773586	94.20	413
4389289 1147_13497	412		268585	94.70	412
4389594 1020_7173	413		518033	96.40	413
4390075 1040_34336	412		834065	95.60	412
4390410 1147_6994	412		289174	95.60	412
4391262 448_4629	412		834065	95.90	412
4393208 450_26265	412		289174	95.10	412
4394926 447_26854	412		834065	96.40	412
4396576 1141_2270	413		4406763	97.10	413
4397100 1141_3441	412		2435847	92.20	412
4397708 450_18431	384		518033	95.10	384
4401692 1141_6980	413		4450538	91.80	413
4406193 450_23822	412		834065	94.90	412
4407939 1040_9724	412		834065	95.40	412
441019 1020_19531	412		834065	96.10	412
4411862 1142_5321	413		4406763	96.90	413
4412873 1138_758	413		1668820	94.70	413
4414261 1144_24796	387		518033	97.40	387
4415598 450_27346	328		518033	96.60	328
4415599 758_11071	413		518033	94.70	413
4416562 450_31296	412		834065	94.20	412
4420852 1020_7482	366		4430839	95.40	366
4422872 760_7256	409		591063	93.60	409
4423978 1019_2031	414		1117319	96.60	414
4425571 1020_31313	337		289174	97.30	337
4429553 1141_3049	413		518033	95.90	413
4429557 1144_18964	413		518033	95.60	413
4429559 1141_6134	413		518033	94.40	413
4430681 450_32662	408		268585	95.10	408
4431608 450_7622	342		518033	94.70	342
4432891 447_9102	412		289174	94.70	412
4433274 450_5656	412		289174	94.70	412
4440018 1147_27602	413		1117319	94.90	413
4441804 430_7381	413		518033	95.90	413
4443941 1141_1662	413		4406763	96.60	413
4449851 430_8035	412		268585	94.40	412
4454107 1153_3191	413		4406763	93.90	413
4454257 450_23291	410		268585	94.90	410
4454295 1020_6318	412		1047956	95.10	412
4454531 1020_26698	338		289174	96.70	338
4454839 450_32692	412		834065	94.70	412
4456062 1142_11561	413		4406763	97.60	413
4456892 1023_6514	411		834065	95.60	411
4458775 1017_25955	316		289174	97.20	316
4458848 1037_9201	413		109057	96.60	413
4459733 450_19279	315		2157225	94.30	315
4461030 449_5441	326		289174	97.20	326
4462446 1020_32902	325		4430839	95.70	325
4469032 1040_1716	324		518033	97.50	324
4482944 1158_28950	412		4482886	90.50	412
4483174 432_3440	410		4304095	94.10	410
4484460 1141_1992	413		4406763	97.60	413
4484484 1018_8786	412		834065	95.60	412
455671 1148_16624	410		697063	95.90	410
463861 460_27581	414		4447353	96.90	414
466445 450_3002	412		268585	93.90	412
503315 447_15602	408		932989	95.30	408
509149 1022_23824	316		518033	96.80	316
509745 430_8884	328		4430839	96.00	328
510870 1020_30795	411		834065	94.60	411
511129 449_9939	413		4430839	95.60	413
511908 761_32442	337		289174	95.80	337
512485 1031_24541	412		126133	95.10	412
512726 458_29755	414		58375	90.10	414
513078 430_199	412		834065	95.90	412
513080 432_12967	411		697063	97.80	411
518002 1141_1827	410		268585	94.60	410
518033 1020_26464	413		518033	98.10	413
520638 1141_8750	413		1140492	95.40	413
522371 1147_27078	409		529442	94.90	409
522420 758_34433	411		1523543	93.70	411
523051 1152_1782	409		529442	93.20	409
530928 1162_20986	412		3589845	95.60	412
531335 1020_18509	409		3494920	88.50	409
531867 1138_9171	412		3479426	93.20	412
534965 1020_24455	412		834065	94.70	412
536008 760_38548	369		93199	93.50	369
536754 1040_32707	413		518033	96.10	413
537062 1141_4610	413		93199	93.20	413
537085 1040_5612	411		268585	94.90	411
537290 1147_7635	411		834065	95.40	411
539107 1040_40112	412		834065	95.10	412
540793 430_6319	412		289174	95.60	412
540940 430_279	413		4482886	95.20	413
541119 450_31053	412		268585	95.10	412
541211 1138_13603	413		4406763	93.50	413
541299 1040_22801	407		686593	90.70	407
541328 1019_29203	412		4336516	97.60	412
542725 1020_2498	411		834065	96.60	411
542754 832_2174	413		773586	94.90	413
542995 1019_737	413		742309	93.00	413
544824 1020_5735	336		289174	97.90	336
544847 1152_19872	413		93199	93.90	413
547304 1020_31125	410		268585	94.90	410
547369 455_34478	412		834065	95.40	412
549374 1034_5582	412		516285	93.40	412
549823 760_2556	410		4304095	97.10	410
552376 1020_19274	412		268585	95.40	412
PyNastAligner parameters:
Algorithm:NAST
Application:PyNAST
blast_db:None
min_len:309
min_pct:75.0
pairwise_alignment_method:uclust
template_filepath:/home/mark/miniconda3/envs/qiime1/lib/python2.7/site-packages/qiime_default_reference/gg_13_8_otus/rep_set_aligned/85_otus.pynast.fasta
candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
555725 1148_13917	410		834065	95.60	410
555870 1020_21745	412		834065	96.40	412
555945 1020_24151	410		266935	98.00	410
555970 1141_1141	413		4406763	97.30	413
556979 1149_18862	409		151841	94.10	409
557058 1141_7471	410		2435847	92.90	410
557570 1029_23766	411		697063	98.50	411
558132 1141_937	413		4450538	91.50	413
558170 442_1699	411		264416	96.40	411
558264 758_5740	411		73760	95.10	411
558281 1020_25101	338		289174	97.00	338
560465 1040_7703	363		289174	96.70	363
561885 460_28432	411		686593	95.90	411
562683 764_7985	409		308972	90.00	409
563359 1158_17007	338		289174	95.90	338
564431 1040_9606	412		268585	94.90	412
564704 1147_28784	413		1117319	96.40	413
565246 757_47159	411		73760	94.90	411
565537 1144_32779	413		518033	92.00	413
566839 1138_9961	401		4406763	95.00	401
567840 760_22503	410		573135	98.30	410
571665 430_10885	413		773586	94.40	413
571744 430_3584	411		697063	96.10	411
572208 450_3247	413		4430839	97.30	413
572237 448_44520	408		4455886	96.10	408
572351 1138_9625	412		2435847	91.70	412
572586 1158_1825	411		760005	91.50	411
572750 430_911	410		834065	94.90	410
572843 1144_42653	413		4406763	93.90	413
573135 1024_7575	411		573135	97.60	411
573413 1028_14071	412		926588	93.20	412
575768 764_31639	412		2157225	98.30	412
576472 1020_21088	409		364903	92.20	409
576641 1142_9936	387		4406763	97.20	387
576724 1138_9905	328		4406763	95.40	328
578022 450_19718	413		518033	96.10	413
578058 447_16846	331		289174	96.10	331
578085 1155_4293	409		308972	90.50	409
578786 1141_8691	325		4406763	95.40	325
578837 759_7450	314		518033	95.50	314
579304 450_5177	413		518033	95.90	413
580010 1141_667	413		4406763	95.20	413
580295 430_4149	412		834065	95.60	412
581021 1020_7839	412		268585	93.00	412
581189 1141_1638	413		518033	98.80	413
584001 842_3069	413		1668820	94.40	413
585435 1141_1544	413		4406763	97.10	413
585547 1016_6914	414		4312480	92.50	414
585701 1144_29034	412		834065	95.60	412
586387 430_3801	411		697063	97.80	411
586388 1028_17044	411		201562	92.70	411
588097 1147_3205	413		93199	93.20	413
588197 1158_15350	413		518033	96.40	413
588216 430_10544	412		834065	95.10	412
590124 1028_32156	337		289174	96.70	337
590554 1141_5130	413		773586	92.70	413
592139 1033_18800	412		302431	94.20	412
593216 1037_4903	413		199568	94.40	413
593422 1038_30286	410		4434334	97.30	410
593672 757_45304	413		773586	95.40	413
593781 833_5874	413		773586	94.70	413
60332 1040_6809	412		834065	95.90	412
604966 430_6114	413		518033	96.10	413
605989 1158_5708	412		516285	92.50	412
606063 1152_21198	410		268585	94.90	410
607825 764_25235	413		1122917	93.70	413
610462 1018_33972	412		834065	95.40	412
611146 1017_24115	409		4388133	89.20	409
613189 1144_17078	413		518033	94.70	413
616310 430_551	413		3359884	97.30	413
622288 1150_4996	413		4450538	93.50	413
622303 450_11904	328		4430839	95.40	328
625693 1033_9715	321		518033	96.90	321
627734 1038_18252	411		4196058	96.10	411
632346 1148_21417	412		834065	95.10	412
633100 1020_28700	413		518033	95.60	413
637409 1144_12060	412		697063	94.70	412
637546 430_8610	408		834065	95.30	408
639627 450_15215	412		268585	93.70	412
640521 757_8512	413		518033	96.60	413
641490 430_5534	413		773586	94.70	413
650099 425_1773	413		2818167	92.00	413
656517 430_7350	315		289174	98.40	315
656520 1028_27463	411		4196058	93.70	411
656774 450_16418	411		264416	97.10	411
656889 450_4504	412		834065	95.60	412
658224 1040_8854	387		518033	97.40	387
661229 431_3400	411		73760	95.10	411
663969 1040_12561	413		1117319	96.60	413
666757 450_30206	412		268585	94.90	412
667570 430_8749	410		834065	95.60	410
668303 425_1988	411		749805	92.00	411
668514 1020_9748	411		834065	94.20	411
674696 1020_25935	412		289174	94.90	412
676211 1148_9006	410		289174	94.90	410
676240 1139_495	413		4406763	97.10	413
67813 832_436	412		773586	94.90	412
679245 1141_10221	412		518033	98.50	412
681779 450_34898	409		268585	94.40	409
681896 1146_20422	413		1117319	97.80	413
686972 1040_10744	405		834065	95.30	405
687940 1020_25083	338		289174	96.20	338
688934 1144_32802	412		834065	95.90	412
691423 1158_5800	411		834065	94.60	411
692823 450_32087	413		518033	95.90	413
697063 430_6536	410		697063	98.00	410
697578 1141_5431	413		1140492	96.90	413
699257 1029_38645	412		354006	92.70	412
703635 455_37763	412		268585	94.20	412
703741 757_8385	328		1668820	97.00	328
70628 1040_31795	410		1927234	98.50	410
706432 1147_17110	412		126133	95.60	412
707290 425_1798	413		2818167	91.80	413
709986 1148_22689	342		518033	96.50	342
712677 1144_37878	410		4434334	96.30	410
716006 430_225	411		697063	98.50	411
716286 450_23576	413		1668820	97.10	413
717300 1021_43031	412		140674	91.70	412
718624 1038_3282	324		289174	97.20	324
719519 1144_15246	328		289174	97.30	328
720093 1037_555	411		302431	95.10	411
734945 1028_2616	412		354006	92.50	412
73609 430_5701	413		518033	99.00	413
737912 430_3848	411		834065	95.60	411
742248 1157_3912	412		2435847	92.50	412
744029 450_11002	383		289174	95.60	383
744387 836_9967	413		518033	95.20	413
744617 432_5941	411		311952	87.30	411
746679 1144_45676	412		268585	93.90	412
746799 1028_22170	411		4196058	93.90	411
750868 1157_3807	414		264412	95.20	414
751643 430_2203	413		518033	93.50	413
752584 1020_8992	412		268585	94.90	412
754534 1141_5006	413		4406763	92.00	413
754778 1040_35812	358		289174	95.30	358
757005 1138_2641	413		773586	93.70	413
759061 1020_5315	390		289174	95.90	390
759916 1040_16594	411		749805	94.20	411
760901 430_44	413		518033	96.10	413
763362 430_1508	413		292203	94.40	413
766314 447_41756	412		518033	98.80	412
766563 1144_11070	333		292203	96.40	333
768553 1020_16767	412		834065	93.00	412
770290 1020_9884	400		518033	98.50	400
773251 757_22943	413		518033	94.40	413
776980 430_9043	412		289174	95.10	412
777031 757_24758	412		834065	95.40	412
777667 832_2431	409		773586	95.80	409
778478 1020_17206	412		834065	96.10	412
78009 1141_3442	413		4450538	92.00	413
780650 1040_29454	412		2157225	100.00	412
780788 447_15926	413		93199	94.40	413
781576 430_4574	413		518033	96.10	413
782953 1025_4219	412		834065	95.10	412
783638 450_29739	412		834065	96.10	412
783719 425_1405	411		749805	93.70	411
786708 450_8039	412		834065	93.20	412
788205 1141_10500	413		4406763	97.60	413
788593 1143_10647	369		289174	97.00	369
790384 425_343	414		322340	93.70	414
793941 1155_3361	412		2435847	90.00	412
794205 450_5085	413		518033	96.90	413
794280 1155_342	413		2984011	98.80	413
794948 1020_22287	410		834065	95.90	410
797229 430_9007	412		834065	96.40	412
798634 1139_2020	397		1146188	95.50	397
801438 447_18494	384		289174	95.80	384
801579 1141_4340	345		4406763	94.50	345
802787 430_6218	412		834065	96.40	412
803674 1155_2659	359		202319	92.50	359
805257 1141_1011	413		4406763	95.40	413
805735 1138_7845	392		518033	95.90	392
806714 1147_2740	413		806767	93.00	413
807140 1141_2149	413		518033	93.00	413
807693 432_8591	413		4406763	93.90	413
809188 1141_315	413		4450538	92.30	413
809919 1151_9392	369		140674	88.30	369
810399 832_2408	410		773586	94.60	410
810563 1138_7894	414		264412	94.90	414
810831 430_1573	412		834065	96.10	412
811257 761_17540	411		686593	89.10	411
811492 450_27634	412		268585	95.40	412
812921 1028_35714	411		4196058	94.90	411
813217 1020_3791	322		289174	96.90	322
813418 1029_30311	412		354006	92.70	412
813457 450_28504	411		834065	94.90	411
813944 839_19538	413		1668820	98.30	413
814176 425_203	411		749805	94.20	411
814952 1020_4039	412		289174	95.40	412
815480 1147_5921	413		93199	93.70	413
816470 1157_2184	413		773586	93.90	413
816492 1157_2445	409		308972	89.50	409
816702 460_15963	382		289174	95.30	382
816760 1159_24423	411		686593	96.40	411
817734 1020_9118	412		4319691	97.60	412
817783 1028_22845	411		686593	96.40	411
819037 454_49298	411		28592	95.90	411
819870 1159_1027	409		308972	89.20	409
819999 430_694	412		268585	95.40	412
821080 1028_22016	366		289174	95.60	366
821325 1141_6608	413		4406763	93.90	413
821644 458_13145	414		322340	93.50	414
823024 1142_9834	413		4406763	96.90	413
823634 1016_23973	409		525280	92.40	409
824402 450_7725	411		1047956	94.40	411
824742 1158_20014	412		268585	94.70	412
826746 1034_3924	413		1668820	94.70	413
829523 1028_5712	410		201562	91.20	410
829837 1144_41395	411		289174	95.90	411
830280 1020_21223	413		518033	96.60	413
831834 1141_5504	413		4406763	94.70	413
833317 1142_9487	413		4406763	97.30	413
833731 1016_21833	408		289174	95.10	408
835591 1022_9077	411		1146188	96.10	411
835771 1144_42593	412		834065	94.70	412
835795 430_9521	366		289174	97.50	366
835880 1144_45603	411		834065	96.40	411
837069 1141_4103	414		264412	94.90	414
837075 1034_7172	413		1668820	95.20	413
837283 430_3305	412		289174	95.10	412
839175 1158_25508	411		834065	96.60	411
839282 1144_46263	412		1117319	94.70	412
846656 1141_8406	367		518033	96.50	367
854272 1022_39638	410		140910	95.90	410
860929 1025_29364	412		354006	95.90	412
868791 1138_8675	412		926588	93.20	412
871137 1147_22139	413		834065	96.10	413
885371 460_20631	409		4456283	90.70	409
891031 1016_13775	409		144239	92.20	409
904227 760_29454	410		4304095	97.80	410
909052 1156_10095	413		4406763	96.10	413
91147 1141_7731	414		518033	98.80	414
91557 1020_6326	316		289174	95.90	316
91962 1028_6547	412		268585	93.70	412
919796 1147_11289	413		1117319	96.60	413
922761 1144_40305	318		289174	98.40	318
928406 763_12533	412		4319691	97.80	412
929275 1144_46340	411		697063	97.80	411
931121 457_23249	413		4432284	94.20	413
934235 1021_5568	411		824826	92.90	411
936967 1138_2574	412		2435847	92.20	412
941487 1159_24635	411		157064	92.70	411
949789 839_21251	413		518033	95.20	413
949863 430_5045	413		518033	97.80	413
950606 450_2930	328		289174	97.00	328
950828 834_1962	413		773586	95.20	413
