# Constructed from biom file
#OTU ID	C-AS/90	C-AS/90+50h	C-AS/90+140h	C/30	C/30+120h	C/90	C/90+50h	C/90+140h	LB+LP/30	LB+LP/30+120h	LB+LP/90	LB+LP/90+50h	LB+LP/90+140h	LB-AS/90	LB-AS/90+50h	LB-AS/90+140	LB-AS/90+140h	LB/30	LB/30+120h	LB/90	LB/90+50h	LB/90+140h
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	1.31701984749e-05	7.49906261717e-05	0.0206763017772	0.00236702595904	0.00122312093115	1.44338329043e-05	4.02030830021e-05	0.0868159630042	0.0	1.33897488083e-05	1.62172462305e-05	0.0	5.14410852599e-05	8.80204207376e-06	1.17653979646e-05	0.0	0.0	0.0	0.0	0.000337813473823	4.62228960493e-06	0.000130706930856
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.664137988559	0.901245677624	0.969204527119	0.657681097048	0.99222726376	0.479337968197	0.377765397781	0.874775199109	0.989682549995	0.988109903058	0.931433482937	0.9169308535	0.86748776437	0.918906786374	0.873069004059	0.91821612825	0.817478594627	0.986877069014	0.988300655855	0.949813823024	0.919692340404	0.894655054727
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.0586073832133	0.00114152397617	9.2202014614e-05	0.0034233846515	0.000276188597356	0.0844090548245	0.0418456661077	0.0197824783763	0.0	1.33897488083e-05	8.10862311525e-05	4.40311388214e-05	5.14410852599e-05	0.00012762961007	9.41231837167e-05	0.00010387451958	8.11927959846e-05	2.96898891083e-05	0.0	5.31391981295e-05	0.000101690371309	4.3568976952e-05
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales	0.0	0.0	0.0	0.000352119564154	0.0	1.92451105391e-05	0.0	0.0	0.0	0.0	4.05431155763e-06	0.0	0.0	0.0	1.76480969469e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.0	0.0	0.000368808058456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20461793971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other	8.78013231659e-06	0.0	0.0	0.0	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	0.0	5.86865940257e-05	0.0	0.0	5.74329757173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47623265427e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	0.00041266621888	4.99937507812e-05	0.00152133324113	0.0	0.000118366541724	0.000134715773774	0.000493923591169	6.42288258971e-05	0.0	1.33897488083e-05	0.000251367316573	0.000405086477157	6.61385381913e-05	8.36193997007e-05	0.000264721454203	3.46248398601e-05	0.000250959551225	0.0	1.15264474336e-05	6.83218261665e-05	0.000268092797086	0.000188798900125
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24653915249e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123415132452	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	1.31701984749e-05	0.000941548973045	0.00177488878132	0.0	0.00161767607023	1.92451105391e-05	2.29731902869e-05	0.000299734520853	0.0	6.69487440416e-05	0.0	0.0	0.0	8.80204207376e-06	0.0	0.00010387451958	0.0	0.0	0.0	0.0	4.16006064444e-05	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.000430226483513	0.000183310419531	0.0	0.00189753320683	0.000276188597356	0.000803483365008	0.000976360587195	0.000171276869059	0.000142936964799	0.000133897488083	0.000413539778878	0.000299411743985	0.000529108305531	0.00033887861984	0.000258838755221	0.000727121637062	0.000236197224683	5.93797782165e-05	0.000115264474336	0.000269491647657	0.000244981349061	0.000537350715741
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	3.07304631081e-05	2.49968753906e-05	0.0	1.95621980086e-05	0.0	3.84902210782e-05	9.76360587195e-05	4.28192172647e-05	0.0	0.0	0.0	4.84342527035e-05	0.0	9.24214417745e-05	1.17653979646e-05	0.0	0.0	0.0	0.0	7.5913140185e-06	6.47120544691e-05	2.42049871956e-05
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	0.00193601917581	0.000333291671874	0.000299656547496	3.91243960171e-05	0.0	0.000120281940869	0.000723655494038	0.00107048043162	1.29942695271e-05	0.0	8.91948542678e-05	1.32093416464e-05	5.14410852599e-05	2.64061262213e-05	0.000194129066416	3.46248398601e-05	0.000302627694125	0.0	1.15264474336e-05	1.89782850463e-05	0.00100765913388	1.93639897564e-05
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0	0.0	0.000184404029228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.40102103688e-06	5.88269898229e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;Other	0.000210723175598	8.33229179686e-06	0.0	0.00127154287056	0.0	0.000408958598956	0.000292908176158	0.0	1.29942695271e-05	0.0	3.2434492461e-05	5.72404804678e-05	0.000117579623451	6.60153155532e-05	8.82404847344e-05	3.46248398601e-05	0.00011071744907	0.0	1.15264474336e-05	3.0365256074e-05	3.69783168395e-05	4.84099743911e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	2.19503307915e-05	0.0	0.0	0.000117373188051	3.94555139081e-05	1.92451105391e-05	2.87164878587e-05	0.0	0.0	0.0	0.0	0.0	1.46974529314e-05	0.0	5.88269898229e-06	0.0	7.38116327133e-06	0.0	0.0	0.0	0.0	4.84099743911e-06
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	0.272908462731	0.0954547348248	0.000991171657101	0.32897748391	0.00110475438943	0.431196324184	0.57462266535	0.0150081356513	0.00974570214535	0.0113277274918	0.0667907286003	0.0815720877805	0.130248827878	0.0795836634099	0.12537796341	0.0801565042762	0.180476823147	0.0126478927601	0.011295918485	0.0483566702978	0.0765358712785	0.103224588394
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93949058628e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	0.0	0.0	0.0	0.0	2.40563881739e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	4.3900661583e-06	8.33229179686e-06	0.0	0.0	0.0	6.25466092521e-05	3.44597854304e-05	0.000834974736662	0.0	0.0	8.10862311525e-06	0.0	0.0	4.40102103688e-06	0.0	0.0	0.0	0.0	0.0	3.79565700925e-06	0.0	2.42049871956e-05
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.000171212580174	4.16614589843e-05	2.30505036535e-05	5.86865940257e-05	0.00114420990333	7.69804421564e-05	0.000206758712582	0.000321144129485	1.29942695271e-05	0.000120507739275	0.000145955216075	2.64186832928e-05	0.00010288217052	3.96091893319e-05	1.17653979646e-05	0.0	3.69058163567e-05	0.0	0.0	7.5913140185e-05	0.000120179529728	0.000174275907808
k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.43258693458e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
