# Constructed from biom file
#OTU ID	C-AS/90	C-AS/90+50h	C-AS/90+140h	C/30	C/30+120h	C/90	C/90+50h	C/90+140h	LB+LP/30	LB+LP/30+120h	LB+LP/90	LB+LP/90+50h	LB+LP/90+140h	LB-AS/90	LB-AS/90+50h	LB-AS/90+140	LB-AS/90+140h	LB/30	LB/30+120h	LB/90	LB/90+50h	LB/90+140h
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium	4.82907277413e-05	5.8326042578e-05	0.0	0.0	0.0	1.44338329043e-05	2.87164878587e-05	0.0	0.0	0.0	1.62172462305e-05	0.0	0.0	1.76040841475e-05	0.0	0.0	0.0	0.0	0.0	1.89782850463e-05	0.0	4.84099743911e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__	0.0	0.0	0.0	0.0	0.0	2.88676658087e-05	4.59463805739e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.32030631106e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium	2.19503307915e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__	0.0	0.0	0.0	0.0	0.0	1.92451105391e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Cyanobacteria;c__Nostocophycideae;o__Nostocales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5182628037e-05	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;Other;Other	0.0	0.0	9.2202014614e-05	0.0	0.0	0.0	0.0	0.000449601781279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;Other	0.0	0.0	0.000737616116912	0.0	3.94555139081e-05	0.0	0.0	0.0087993491479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__	0.0	0.0	0.000437959569417	0.0	0.0	0.0	0.0	0.000342553738118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus	0.0	0.0	0.0	0.000919423306403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	8.78013231659e-06	4.16614589843e-05	0.0141069082359	7.82487920343e-05	0.000591832708621	1.44338329043e-05	2.87164878587e-05	0.0545730924039	0.0	0.0	1.21629346729e-05	0.0	2.20461793971e-05	0.0	1.17653979646e-05	0.0	0.0	0.0	0.0	3.79565700925e-06	4.62228960493e-06	4.84099743911e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000663697867603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Virgibacillus	0.0	0.0	2.30505036535e-05	0.0	0.0	0.0	0.0	4.28192172647e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Brevibacillus	0.0	0.0	0.000276606043842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93639897564e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus	0.0	0.0	0.00313486849688	0.0	0.00019727756954	0.0	0.0	0.0117538751392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010650194366
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__	0.0	8.33229179686e-06	0.0	3.91243960171e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	0.0	0.0	0.00154438374478	0.0	0.000394555139081	0.0	0.0	0.00982701036225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0.0	0.0	0.000230505036535	0.0	0.0	0.0	0.0	0.000278324912221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	0.0	0.0	9.2202014614e-05	0.0	0.0	0.0	0.0	8.56384345294e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Salinicoccus	0.0	0.0	0.0	1.95621980086e-05	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	4.3900661583e-06	2.49968753906e-05	0.0	0.00131066726657	0.0	0.0	0.0	0.0	0.0	1.33897488083e-05	4.05431155763e-06	0.0	2.93949058628e-05	8.80204207376e-06	0.0	0.0	0.0	0.0	0.0	0.000334017816814	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;Other;Other	5.26807938996e-05	4.99937507812e-05	0.000138303021921	0.000156497584069	0.00122312093115	0.000125093218504	4.59463805739e-05	0.000663697867603	3.89828085814e-05	1.33897488083e-05	6.4868984922e-05	4.40311388214e-06	2.93949058628e-05	2.64061262213e-05	1.17653979646e-05	0.0	6.6430469442e-05	0.0	1.15264474336e-05	1.5182628037e-05	9.24457920987e-06	5.80919692693e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	0.00376667676382	0.00289130525351	0.00218979784708	0.0156888828029	0.0107713552969	0.00425798070678	0.00358381768476	0.00265479147041	0.00142936964799	0.00087033367254	0.00268395425115	0.00185811405826	0.00450476932348	0.00186603291964	0.00171774810283	0.00249298846993	0.00313699439032	0.00111337084156	0.000610901713983	0.00258863808031	0.00172873631224	0.00281261951212
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus	0.0	0.0	0.0	3.91243960171e-05	0.0	4.81127763478e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;Other	5.70708600579e-05	0.0	0.0	0.00013693538606	0.00106529887552	0.0001106593856	9.76360587195e-05	2.14096086324e-05	0.0	0.0	0.0	4.40311388214e-06	2.20461793971e-05	4.40102103688e-06	0.0	0.0	1.47623265427e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.00190089864654	0.000283297921093	0.00131387870825	0.00248439914709	0.116196488459	0.00114508407708	0.00156217693951	0.00201250321144	0.000116948425744	0.000133897488083	0.000182444020093	0.000180527669168	0.000367436323285	0.000470909250946	0.000776516265663	0.000519372597902	0.000501919102451	0.000222674168312	0.000219002501239	0.000182191536444	0.000175647004987	0.000624488669645
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0.0	0.0	0.0	1.95621980086e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45229923173e-05
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;Other	0.132860962215	0.289830437862	0.326948343821	0.191729102682	0.489366739002	0.231475378287	0.169478968044	0.493020467586	0.0074197279	0.0032269294628	0.0341494662499	0.0191315298179	0.0283440379782	0.0203063110642	0.029889993529	0.0576157335272	0.049837614408	0.00829832400576	0.00331961686089	0.0329387115263	0.020462876081	0.0352618253465
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__	0.00473249131864	0.00455776361288	0.0068921005924	0.0186232125042	0.0134148747287	0.0116336693209	0.00847136391831	0.0113685021838	0.000298868199124	5.35589952332e-05	0.00129737969844	0.000651660854556	0.00111700642279	0.000682158260716	0.000852991352432	0.00186974135245	0.00210363153233	0.000267209001974	0.000138317369204	0.0011083318467	0.000596275359036	0.00102145045965
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.463437334001	0.582310544515	0.616462669709	0.125354564839	0.240797001381	0.179672351993	0.14212364171	0.311574034427	0.970658939408	0.9764072626	0.861431739583	0.872195216457	0.792920236923	0.873620279905	0.813577269251	0.824452061909	0.733178328905	0.967638020872	0.978883548302	0.883124129371	0.873021082263	0.818995105752
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.000346815226505	0.000491605216015	0.000530161584031	0.000469492752206	0.00276188597356	0.000293487935721	0.000315881366445	0.000214096086324	3.89828085814e-05	4.01692464249e-05	0.000178389708536	0.0001232871887	0.000235159246903	0.000224452072881	0.000194129066416	0.000415498078321	0.000236197224683	1.48449445541e-05	4.61057897345e-05	0.000174600222426	0.000115557240123	0.000266254859151
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;Other	5.70708600579e-05	0.0	0.0	0.000528179346231	0.000315644111265	0.0	0.0	2.14096086324e-05	1.29942695271e-05	0.0	8.10862311525e-06	0.0	0.0	4.40102103688e-06	0.0	0.0	7.38116327133e-06	0.0	0.0	3.79565700925e-06	0.0	4.84099743911e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	0.000447786748146	0.00104153647461	0.000760666620566	0.000704239128308	0.00548431643322	0.000702446534677	0.00107399664591	0.0072150381091	0.000103954156217	0.000174066734508	0.000737884703488	0.000523970551974	0.00176369435177	0.000721767450048	0.00104712041885	0.000761746476923	0.00115146147033	0.000148449445541	0.000161370264071	0.000538983295314	0.000938324789801	0.00145229923173
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0.053773920373	0.01845602633	0.0136689486665	0.226256382167	0.0947326888933	0.0463807163992	0.0482436996026	0.0449815877366	0.00826435541926	0.00615928445182	0.0236042018885	0.0179823170946	0.0338776290069	0.0190344159845	0.0213306665098	0.0266957515321	0.0222984942427	0.00828347906121	0.00418410041841	0.0246679749031	0.0194413500783	0.0272596565796
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0.00023267350639	9.16552097654e-05	0.000115252518268	0.000293432970129	0.00793055829552	0.000168394717217	0.000183785522295	0.000834974736662	1.29942695271e-05	1.33897488083e-05	0.000186498331651	7.92560498785e-05	0.000161671982245	0.000176040841475	0.000258838755221	0.000207749039161	0.000280484204311	2.96898891083e-05	1.15264474336e-05	0.00010248273925	6.00897648641e-05	0.000551873708059
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;Other	1.31701984749e-05	8.33229179686e-06	0.0	0.000567303742248	0.000118366541724	2.40563881739e-05	1.14865951435e-05	2.14096086324e-05	1.29942695271e-05	0.0	4.05431155763e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.48449445541e-05	0.0	7.5913140185e-06	0.0	4.84099743911e-06
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0.00245404698249	0.00118318543515	0.000184404029228	0.0746297854027	0.00804892483725	0.00334383795617	0.00253853752671	0.000171276869059	0.00127343841366	0.00101762090943	0.00690449258264	0.00419616752968	0.00414468172666	0.00176480943579	0.00337078651685	0.00318548526713	0.00466489518748	0.000846161839586	0.000714639740885	0.00436120990363	0.00314315693135	0.00632718365292
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	4.3900661583e-06	4.99937507812e-05	0.0	0.0	0.0	0.0	3.44597854304e-05	0.0	0.0	0.0	0.0	0.0	0.0	4.40102103688e-06	4.11788928761e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	8.78013231659e-06	0.0	0.0	0.0	0.0	0.0	5.74329757173e-06	0.0	0.0	0.0	0.0	0.0	0.0	8.80204207376e-06	5.88269898229e-06	6.92496797202e-05	7.38116327133e-06	0.0	0.0	0.0	4.62228960493e-06	9.68199487822e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	0.000496077475888	0.0	0.0	3.91243960171e-05	0.0	0.00175130505906	0.000832778147901	0.000128457651794	0.0	0.0	0.0	1.32093416464e-05	1.46974529314e-05	8.80204207376e-06	5.88269898229e-06	0.0	2.2143489814e-05	0.0	0.0	1.13869710278e-05	0.0	4.84099743911e-06
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	0.0580937454727	0.00109986251719	6.91515109605e-05	0.00252352354311	0.000276188597356	0.0825134114364	0.0409841714719	0.0196326111159	0.0	1.33897488083e-05	4.45974271339e-05	2.20155694107e-05	7.3487264657e-06	0.000101223483848	4.11788928761e-05	3.46248398601e-05	0.0	2.96898891083e-05	0.0	4.17522271018e-05	8.32012128888e-05	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	8.78013231659e-06	0.0	0.0	9.78109900428e-05	0.0	5.77353316173e-05	1.72298927152e-05	0.0	0.0	0.0	0.0	0.0	7.3487264657e-06	0.0	2.94134949115e-05	0.0	0.0	0.0	0.0	0.0	1.38668688148e-05	2.90459846347e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0.0	3.33291671874e-05	0.0	0.0	0.0	4.81127763478e-06	0.0	0.0	0.0	0.0	3.64888040186e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	0.0	0.0	0.0	0.000606428138266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	0.0	8.33229179686e-06	2.30505036535e-05	0.0	0.0	0.0	0.0	2.14096086324e-05	0.0	0.0	0.0	8.80622776427e-06	1.46974529314e-05	4.40102103688e-06	1.17653979646e-05	0.0	2.2143489814e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0.0	0.0	0.0	0.0	0.0	0.0	5.74329757173e-06	0.0	0.0	0.0	0.0	0.0	7.3487264657e-06	4.40102103688e-06	0.0	0.0	2.95246530853e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	0.0	0.0	0.0	0.000156497584069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia	0.0	0.0	0.0	0.0	0.0	8.17917197912e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	0.0	0.0	0.0	3.91243960171e-05	0.0	1.92451105391e-05	0.0	0.0	0.0	0.0	4.05431155763e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0.0	0.0	0.0	0.000312995168137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76480969469e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__;g__	0.0	0.0	0.000368808058456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.20461793971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other;Other	8.78013231659e-06	0.0	0.0	0.0	0.0	0.0	1.14865951435e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__	0.0	0.0	0.0	5.86865940257e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47623265427e-05	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium	0.0	0.0	0.0	0.0	0.0	0.0	5.74329757173e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;Other;Other	0.0	0.0	0.0	0.0	0.0	9.62255526955e-06	5.74329757173e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Beijerinckia	4.3900661583e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24457920987e-06	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.16006064444e-05	0.0
