Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
5101-165-MS515F-926R.extendedFrags	pass	0.0	fail	413.957293748	Sanger / Illumina 1.9	warn	pass	warn	72-490	Conventional base calls	pass	warn	52545.0	pass	fail	fail	52.0	2.3370444381	5101-165-MS515F-926R.extendedFrags.fastq	fail	pass
5101-166-MS515F-926R.extendedFrags	pass	0.0	fail	411.906117846	Sanger / Illumina 1.9	fail	pass	warn	401-490	Conventional base calls	pass	fail	56752.0	pass	fail	fail	52.0	2.70475049337	5101-166-MS515F-926R.extendedFrags.fastq	pass	pass
5101-167-MS515F-926R.extendedFrags	pass	0.0	fail	411.988183678	Sanger / Illumina 1.9	fail	pass	warn	250-491	Conventional base calls	pass	fail	54247.0	pass	fail	fail	52.0	2.07200398179	5101-167-MS515F-926R.extendedFrags.fastq	fail	pass
5101-168-MS515F-926R.extendedFrags	pass	0.0	fail	411.987517957	Sanger / Illumina 1.9	fail	pass	warn	292-492	Conventional base calls	pass	fail	62650.0	pass	fail	fail	52.0	2.08619313647	5101-168-MS515F-926R.extendedFrags.fastq	fail	pass
5101-170-MS515F-926R.extendedFrags	pass	0.0	fail	411.979646782	Sanger / Illumina 1.9	warn	pass	warn	404-491	Conventional base calls	pass	fail	59057.0	pass	fail	fail	52.0	2.13353201145	5101-170-MS515F-926R.extendedFrags.fastq	pass	pass
5101-171-MS515F-926R.extendedFrags	pass	0.0	fail	411.989178527	Sanger / Illumina 1.9	fail	pass	warn	256-490	Conventional base calls	pass	fail	54244.0	pass	fail	fail	52.0	2.33389868004	5101-171-MS515F-926R.extendedFrags.fastq	pass	pass
5101-172-MS515F-926R.extendedFrags	pass	0.0	fail	411.979090909	Sanger / Illumina 1.9	fail	pass	warn	308-450	Conventional base calls	pass	warn	48400.0	pass	fail	fail	52.0	2.62809917355	5101-172-MS515F-926R.extendedFrags.fastq	pass	pass
5101-173-MS515F-926R.extendedFrags	pass	0.0	fail	411.990641989	Sanger / Illumina 1.9	warn	pass	warn	324-451	Conventional base calls	pass	pass	48194.0	pass	fail	fail	52.0	2.33431547496	5101-173-MS515F-926R.extendedFrags.fastq	fail	pass
5101-175-MS515F-926R.extendedFrags	pass	0.0	fail	412.931252752	Sanger / Illumina 1.9	warn	pass	warn	396-423	Conventional base calls	pass	fail	54504.0	pass	fail	fail	52.0	1.95031557317	5101-175-MS515F-926R.extendedFrags.fastq	pass	pass
5101-176-MS515F-926R.extendedFrags	pass	0.0	fail	413.969324932	Sanger / Illumina 1.9	warn	pass	warn	135-423	Conventional base calls	pass	fail	55550.0	pass	fail	fail	52.0	1.94059405941	5101-176-MS515F-926R.extendedFrags.fastq	pass	pass
5101-177-MS515F-926R.extendedFrags	pass	0.0	fail	413.955848136	Sanger / Illumina 1.9	fail	pass	warn	36-490	Conventional base calls	pass	fail	52863.0	pass	fail	fail	52.0	2.07139208898	5101-177-MS515F-926R.extendedFrags.fastq	pass	pass
5101-178-MS515F-926R.extendedFrags	pass	0.0	fail	413.972122595	Sanger / Illumina 1.9	fail	pass	warn	219-489	Conventional base calls	pass	pass	61340.0	pass	fail	fail	52.0	1.98891424845	5101-178-MS515F-926R.extendedFrags.fastq	fail	pass
