candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
1051517 163_16104	413		4406763	95.60	413
1051744 156_4433	414		368639	93.70	414
1052930 145_20398	413		2818167	93.00	413
1053100 147_23169	413		4445042	87.40	413
1053775 145_27356	411		217030	90.00	411
105561 162_22023	413		4389688	90.60	413
1057116 145_12254	409		1953696	97.10	409
1058276 146_16028	407		367523	94.10	407
1058844 145_8591	412		926588	92.50	412
1059762 145_260	412		18516	96.10	412
106019 145_8588	409		993578	91.00	409
1060565 145_18861	411		4377099	91.50	411
1062123 145_13690	410		544631	96.60	410
1062748 145_2539	414		4323733	98.60	414
106310 145_28589	411		749805	94.40	411
106334 145_16187	412		4336516	99.80	412
1064410 145_19954	409		100443	93.60	409
1065974 156_11151	413		945326	94.70	413
106749 145_18724	409		993578	91.20	409
1067651 157_32978	412		1143228	92.50	412
1067865 145_16252	359		749805	92.80	359
1068149 151_31563	414		209886	90.10	414
1068363 145_14057	413		1125136	90.10	413
1068470 148_5819	366		40435	94.50	366
1070477 145_6146	409		805194	90.00	409
1072513 178_10341	411		201562	93.40	411
1072787 145_22593	413		2818167	93.20	413
107349 145_15896	411		749805	95.10	411
1074016 145_2564	411		157064	93.20	411
107501 145_16024	409		993578	89.70	409
1075600 145_17503	411		686593	96.40	411
1076759 145_652	412		4403	94.90	412
1078248 163_28786	413		4406763	95.90	413
1078373 152_16427	412		1047956	94.20	412
1078997 148_3568	407		544631	95.30	407
1080436 145_11990	409		1953696	95.10	409
1081222 151_10016	412		2435847	93.20	412
1081815 157_3771	414		4447353	97.80	414
1082539 155_34257	412		316765	93.90	412
1083508 145_811	413		93199	93.50	413
1084045 157_13730	413		4406763	96.10	413
1084157 156_32780	414		322340	93.00	414
1084865 157_6315	413		928249	97.30	413
1084950 145_7442	365		294399	94.80	365
1085646 156_23837	413		518033	96.10	413
1085832 152_26804	412		316765	94.20	412
1086621 145_1654	411		749805	94.40	411
1088120 148_23831	409		4388133	96.10	409
108916 146_7274	313		4319691	95.50	313
1090029 145_14288	414		322340	95.40	414
1090059 156_7239	413		928249	96.60	413
1090273 145_17024	409		1953696	90.00	409
1091060 145_13407	412		926588	92.00	412
1093466 145_20807	411		686593	98.10	411
1093610 162_31639	411		996510	94.90	411
1093698 145_5108	409		367523	91.20	409
1097359 178_34388	412		126133	95.40	412
110059 176_36392	410		303937	93.40	410
110321 162_33345	411		996510	94.60	411
1103391 178_33452	411		2435847	97.60	411
1104627 145_2691	411		686593	95.10	411
1105085 151_23096	411		583617	87.30	411
110514 145_23271	334		3359884	97.60	334
1105574 145_24269	411		4304452	94.90	411
1106204 145_5283	411		686593	95.40	411
1106324 145_27240	411		264416	97.80	411
1106471 145_20434	414		4463767	97.60	414
1106617 145_21150	411		4462642	97.10	411
1107027 166_5774	413		518033	93.50	413
1107159 148_6148	411		73760	95.10	411
1107335 146_24818	410		126133	95.90	410
1107385 178_37285	410		518033	93.20	410
1108350 145_19249	414		368639	96.10	414
1108638 162_16686	416		4403574	94.50	416
1108726 148_20360	411		1146188	95.90	411
1108886 145_7544	312		4319691	97.80	312
1108960 145_2243	412		926588	93.00	412
1109587 145_10872	412		354006	93.00	412
1110317 145_4303	413		518033	96.10	413
1110763 145_1541	412		834065	94.90	412
1111294 145_22575	412		834065	95.60	412
1111582 178_43804	413		773586	95.60	413
1111847 145_2769	413		93199	96.40	413
1111874 147_19312	412		1047956	95.10	412
1111882 146_17804	409		367523	91.20	409
1115104 146_22823	413		93199	94.90	413
1116372 148_20560	411		201562	93.90	411
1118300 166_35964	412		926588	93.00	412
1118561 145_22041	412		4319691	96.40	412
1118978 147_27068	411		749805	93.90	411
1119860 145_21856	409		367523	88.30	409
1122504 145_870	409		367523	89.20	409
1122622 145_10087	412		592303	95.10	412
1125570 145_19709	411		686593	91.50	411
1125832 145_3487	412		354006	93.00	412
1126475 145_10296	406		4294643	91.10	406
1127804 148_12525	411		264416	94.90	411
1127852 145_22204	408		686593	89.70	408
1129906 145_1347	409		142736	90.20	409
1134031 178_862	413		1668820	96.60	413
1135458 145_29092	413		354006	90.80	413
1136141 145_11682	412		215053	93.20	412
1137852 145_15933	409		2373126	93.40	409
1138007 156_1085	409		144239	92.20	409
1138534 157_8562	413		1668820	97.30	413
114166 166_22749	413		773586	94.90	413
1141758 145_13800	413		3359884	98.50	413
1143319 148_4004	336		3359884	97.60	336
1143645 145_14276	316		926588	93.00	316
114462 145_5465	412		834065	94.40	412
1145795 145_24616	412		926588	91.30	412
1146530 156_10160	409		805194	90.70	409
1147718 145_17681	411		73760	93.20	411
1148212 145_11413	412		545782	94.70	412
123510 145_205	412		268585	94.90	412
124309 145_4608	412		1047956	94.40	412
126056 145_5870	366		749805	92.60	366
126195 145_30171	411		749805	95.40	411
127534 147_1095	409		127534	99.80	409
128300 152_4530	327		1668820	96.60	327
131001 147_4748	414		4312480	94.70	414
131921 157_9674	367		1668820	96.20	367
132873 150_37780	334		1668820	96.40	334
134018 155_21374	409		541485	95.80	409
13568 156_16503	413		241543	97.30	413
136015 150_20772	411		264416	94.20	411
136946 148_18368	412		834065	93.90	412
137445 167_13410	411		157064	92.50	411
137609 161_10235	412		4336516	98.30	412
138130 152_21190	412		2435847	93.20	412
138668 165_1528	413		2818167	91.00	413
139763 156_4235	412		2435847	93.00	412
140235 156_28735	411		264416	94.90	411
141176 152_24413	412		1143228	93.20	412
142471 145_910	413		542103	88.10	413
144380 166_37571	379		4304452	97.10	379
144518 148_27519	411		686593	90.00	411
144713 150_33600	412		202319	91.70	412
146193 145_15433	413		93199	95.90	413
147488 156_23262	409		805194	89.70	409
149938 145_16631	412		926588	89.10	412
152350 166_6517	411		686593	96.80	411
1523627 147_14995	412		126133	92.50	412
152485 148_25625	413		4406763	95.20	413
152668 145_27319	413		152668	97.80	413
15286 156_23874	413		773586	94.20	413
153084 148_23807	410		264416	95.40	410
153978 145_1882	412		3359884	97.30	412
154064 148_29892	409		993578	89.20	409
156232 157_20037	411		516285	92.50	411
156357 156_5647	409		92430	90.50	409
156652 145_7421	411		4319691	96.40	411
157428 170_9790	413		4406763	96.40	413
157489 168_48849	412		518033	96.40	412
157514 151_12156	411		201562	90.00	411
159038 166_38590	413		940486	88.60	413
159446 161_11064	412		518033	96.40	412
160548 178_14616	329		518033	96.40	329
16144 151_15996	413		4430839	96.10	413
161490 146_24931	408		4388133	91.90	408
162230 148_9755	412		126133	95.40	412
1625448 162_4914	412		2157225	96.60	412
163090 148_26525	409		40435	93.60	409
1637549 148_20281	409		591063	92.20	409
1646259 148_18227	329		3792581	94.50	329
169006 148_3653	411		686593	90.30	411
1690095 145_10117	412		926588	92.20	412
16939 145_9600	413		207386	88.90	413
170020 145_13725	412		808882	92.00	412
172202 145_7287	412		126133	98.30	412
173883 150_36131	410		266935	98.30	410
175904 166_37263	409		144239	96.30	409
1759078 156_32827	412		773586	94.90	412
175931 145_6738	411		760005	92.20	411
1787644 163_8389	413		3359884	97.10	413
1793401 145_4110	328		3359884	97.00	328
180502 145_11129	411		549805	91.70	411
1811594 173_26832	411		73760	95.60	411
182912 155_5413	412		4319691	96.10	412
1832447 163_30063	406		300026	90.90	406
1835911 156_31297	411		4196058	94.20	411
18499 145_2316	412		354006	93.70	412
1855583 145_27933	413		93199	94.90	413
1858797 145_27444	312		573135	89.70	312
186518 145_9271	410		824826	89.80	410
189438 145_71	412		4319691	95.10	412
1901956 145_5360	412		215053	91.50	412
191237 145_24519	409		993578	91.90	409
1918929 145_957	421		3792581	92.20	421
1921593 156_1449	409		367523	92.70	409
192776 145_10832	327		518033	97.20	327
19385 145_26494	411		3576145	90.00	411
19427 147_17185	412		354006	93.20	412
194964 146_10314	413		93199	93.20	413
196265 156_19566	414		4447353	98.30	414
1977254 156_3709	409		4388133	89.70	409
198641 163_30892	366		1668820	97.00	366
1991307 178_32087	413		518033	95.90	413
200923 156_31981	323		367523	91.30	323
202662 145_8142	342		264416	96.20	342
203115 163_15609	413		742309	91.80	413
203357 145_9853	411		264416	96.40	411
2062160 171_40019	413		834174	88.90	413
206331 145_18363	411		206331	97.10	411
207885 145_8849	411		73760	93.20	411
208141 145_25404	411		157064	92.20	411
208352 157_29010	412		1143228	92.20	412
2105446 145_28910	407		158415	89.70	407
210791 145_15364	411		354006	92.00	411
211171 145_22961	411		27485	95.60	411
215776 168_13788	416		4323733	97.80	416
217060 178_5938	413		535512	92.70	413
217410 145_26996	412		3728119	92.70	412
218823 148_748	413		2818167	93.70	413
219439 145_16787	413		93199	92.70	413
219900 148_6462	413		4438565	90.30	413
220524 145_13881	414		667312	93.00	414
22289 145_10507	411		201562	91.50	411
223206 145_7680	413		2818167	95.40	413
223418 156_5304	414		667312	92.30	414
223684 148_15243	411		824826	92.90	411
224042 145_11223	411		4462642	95.60	411
224155 162_4304	412		2157225	96.80	412
2254348 145_4936	410		294399	95.10	410
225453 147_6170	412		4319691	89.30	412
225582 148_10743	411		686593	97.60	411
226516 147_9342	411		4377099	92.90	411
228065 145_27769	411		73760	94.90	411
2281837 145_23657	412		834065	95.10	412
2295958 145_26493	412		4319691	93.20	412
22962 148_1571	411		264416	95.90	411
2297613 148_29288	414		368639	95.70	414
233981 171_6556	412		834065	92.70	412
234866 148_10307	411		73760	94.90	411
235024 145_2778	329		289174	96.40	329
236821 145_11149	412		1047956	94.40	412
238693 145_5265	411		4377099	92.00	411
239537 145_22938	411		4302012	90.80	411
239619 145_14114	412		1047956	93.90	412
239924 145_5187	412		4319691	95.60	412
240032 147_30415	407		367523	95.10	407
240501 152_1362	412		1143228	91.00	412
240810 145_24261	352		289174	94.90	352
241009 145_30167	411		201562	93.70	411
24111 145_19253	411		201562	92.20	411
241186 148_7072	411		73760	95.10	411
241449 145_7240	411		4377099	91.20	411
241454 162_16525	410		4304095	97.30	410
241895 170_8135	409		760505	88.00	409
24271 178_20748	413		518033	93.50	413
242829 151_33076	411		201562	89.80	411
243161 147_21153	414		4463767	90.80	414
243185 145_25391	411		268585	94.40	411
243500 148_5221	411		264416	92.20	411
243829 148_23410	410		201562	98.00	410
243943 148_4980	414		4463767	95.40	414
244248 148_6014	412		4319691	96.10	412
245596 152_35362	413		535512	93.50	413
2458172 145_12890	410		686593	94.40	410
245980 148_21097	409		3359884	97.60	409
246060 157_7898	413		93199	93.00	413
246083 145_22767	415		4334217	92.00	415
246739 145_17835	410		4462642	97.10	410
248417 163_30682	367		1143228	91.60	367
248505 147_11184	411		573135	94.20	411
248695 178_4949	413		4430839	93.50	413
249778 145_16940	412		215053	92.50	412
250096 145_23580	411		4462642	96.40	411
250112 145_18021	411		4377099	92.50	411
250206 145_3209	411		686593	97.60	411
250626 145_7959	413		2818167	93.20	413
250794 145_12896	413		104326	91.30	413
251218 147_26108	412		354006	90.30	412
251488 145_26327	409		993578	90.70	409
251539 145_5740	413		82334	92.70	413
252345 145_15420	413		93199	94.40	413
252679 171_4025	413		4482886	96.40	413
253112 156_25707	410		4397694	90.70	410
253214 156_5676	411		686593	93.20	411
253429 148_23499	410		1118571	90.20	410
254021 148_16832	413		292203	94.70	413
2540794 145_11333	411		824826	92.20	411
254401 151_10419	411		686593	88.60	411
254662 145_25184	412		834065	93.40	412
254890 147_5991	413		93199	92.50	413
254938 145_2127	411		157064	93.40	411
2549460 145_5814	409		993578	90.20	409
255307 145_12821	411		749805	95.90	411
255448 145_19448	409		591063	94.40	409
256089 145_7954	412		354006	92.20	412
256116 148_30019	412		4319691	96.40	412
256276 145_19177	410		686593	95.10	410
256643 145_17396	410		73760	93.40	410
2574743 145_30173	412		926588	91.70	412
257737 148_25292	415		4024554	90.40	415
2578886 145_814	409		591063	93.60	409
258175 145_18073	409		993578	89.50	409
2582263 147_11793	412		834065	94.40	412
259993 157_31120	413		1668820	94.70	413
261110 145_22004	411		834065	95.90	411
263193 145_8912	412		4319691	96.60	412
263590 145_22651	414		368639	93.50	414
264546 156_9214	411		73760	95.90	411
266330 177_27838	413		518033	98.30	413
266445 152_21834	414		1668820	96.40	414
266661 148_4201	411		73760	96.80	411
267416 147_23969	412		834065	95.10	412
268061 145_2887	409		144239	91.90	409
268968 148_9634	341		73760	95.60	341
269058 161_12349	413		518033	94.70	413
269781 145_13526	411		824826	91.00	411
273018 145_12707	409		327512	91.40	409
273647 157_18925	412		516285	92.70	412
274200 145_1166	414		890463	90.60	414
275097 145_18399	412		834065	93.90	412
275171 148_11684	413		93199	91.00	413
275257 166_30849	313		686593	94.60	313
275296 145_13201	411		1146188	95.90	411
275810 148_16867	411		4456735	93.90	411
276010 146_3976	413		93199	91.80	413
276631 148_25129	411		73760	92.90	411
276959 151_24570	412		1143228	92.70	412
278140 165_7986	411		545782	89.80	411
278680 145_14328	411		4377099	91.70	411
280369 147_15723	412		4319691	96.40	412
280968 145_23604	409		144239	90.20	409
281015 166_3364	369		289174	95.70	369
2819697 145_5987	413		2818167	91.00	413
285497 145_28473	409		352389	91.90	409
285553 148_18655	409		993578	90.70	409
2863 145_3548	411		214695	88.30	411
28736 178_43824	412		1143228	92.50	412
287984 145_23259	411		749805	94.20	411
2880504 145_23110	409		4044058	94.40	409
288521 157_10100	413		518033	96.10	413
288784 178_39125	342		1668820	95.00	342
29013 176_16256	328		518033	96.00	328
290241 162_15622	412		2157225	98.80	412
2902522 148_6760	409		544631	94.60	409
291421 145_29170	411		264416	97.10	411
2949144 168_29318	412		126133	96.10	412
295031 145_3321	412		4319691	95.90	412
295146 156_31365	412		773586	93.40	412
295974 157_13108	412		2157225	97.30	412
296086 156_32018	413		200629	93.90	413
297457 167_30749	413		518033	95.90	413
300495 165_34250	413		518033	96.90	413
300662 152_15783	412		2157225	95.10	412
301160 156_15876	413		93199	91.00	413
3015662 147_29458	412		289174	94.20	412
301926 147_10595	413		93199	92.50	413
3037979 145_8362	409		993578	89.50	409
304491 178_18693	319		518033	96.20	319
305420 145_9233	411		354006	90.50	411
305561 156_31948	413		773586	93.50	413
305982 145_20260	412		268585	94.40	412
306515 145_25608	411		201562	96.60	411
307057 147_1879	351		73760	95.40	351
309065 147_7771	413		2818167	91.50	413
31386 145_14631	318		127534	93.70	318
316000 145_18926	413		93199	94.90	413
316515 151_5394	411		1668820	96.10	411
316924 145_385	411		294399	95.60	411
317024 145_21199	409		4388133	93.90	409
318726 148_27589	414		322340	93.50	414
318906 145_1231	412		93199	92.20	412
3195989 145_13067	412		926588	93.40	412
3230029 145_161	409		1953696	93.90	409
323588 146_18721	413		93199	92.50	413
323791 145_27641	411		201562	95.90	411
323954 148_13987	411		686593	94.60	411
3250064 158_6045	412		202319	92.00	412
326270 177_32110	413		518033	96.90	413
326308 148_10597	413		93199	92.30	413
3267277 145_7978	412		834065	94.20	412
32882 147_700	409		993578	91.00	409
328917 145_17197	413		261768	92.70	413
329402 157_7811	411		518033	96.40	411
329731 145_1466	412		354006	93.90	412
330570 155_12120	413		4450538	91.30	413
330923 151_13908	411		264416	96.10	411
330951 145_14362	411		126133	96.80	411
332364 156_7775	413		518033	93.90	413
332634 145_29027	410		73760	95.40	410
332958 178_11448	404		834065	95.50	404
3330580 171_40327	361		93199	92.00	361
333178 156_3937	413		518033	93.90	413
334110 148_12676	410		73760	96.10	410
334666 172_18381	413		773586	95.40	413
3352044 146_237	413		2818167	92.50	413
3355047 156_18291	413		773586	94.40	413
335887 161_9251	413		518033	95.40	413
336745 147_2953	413		82334	92.70	413
337048 148_233	411		320888	96.80	411
337083 156_27582	410		4434334	96.10	410
337345 156_24660	411		550826	95.40	411
338852 177_33017	413		518033	95.60	413
339358 151_2894	413		1117319	97.10	413
341698 148_21803	328		542103	88.10	328
34202 157_24713	318		516285	94.00	318
3423513 145_24475	411		749805	94.90	411
342427 162_21907	411		4456252	92.20	411
342666 152_7141	412		2157225	97.60	412
342724 145_17495	412		4319691	89.30	412
342749 145_15080	412		926588	94.20	412
342801 156_2731	413		518033	94.20	413
342928 145_3754	413		261768	93.20	413
3441309 145_847	412		1047956	93.90	412
345448 150_12858	411		320888	94.60	411
345540 147_22892	411		1047956	94.90	411
345813 146_25919	411		686593	94.60	411
346019 148_24678	411		73760	95.60	411
346056 147_27947	410		1124893	93.70	410
347153 156_14360	411		4196058	94.40	411
347529 157_15138	409		347529	99.30	409
347846 145_29767	410		926588	93.90	410
347922 157_35081	413		518033	97.10	413
349024 156_23781	412		316765	93.00	412
349131 148_25796	414		368639	95.70	414
352468 152_10810	413		1117319	97.80	413
354042 145_27728	412		926588	91.70	412
354494 151_2556	413		518033	96.10	413
355089 177_25836	413		518033	96.10	413
355367 168_4773	411		1146188	93.90	411
356089 156_848	413		518033	94.40	413
356529 152_17540	374		1668820	96.80	374
3582363 145_29449	413		1136729	94.70	413
3587343 148_17951	409		144239	91.00	409
360691 145_6832	411		749805	92.90	411
363383 145_13125	412		560685	89.80	412
3642506 147_4921	409		327512	90.00	409
3663794 168_39258	317		518033	95.90	317
366451 145_2014	412		560685	92.00	412
367189 145_14003	411		157064	92.90	411
368293 147_11936	412		834065	88.80	412
368849 147_9912	411		834065	95.10	411
369953 145_18897	412		215053	92.50	412
370301 145_9146	412		4403	91.70	412
372473 145_1509	412		1047956	95.10	412
3727987 145_4	413		3359884	97.80	413
3732408 151_25042	367		518033	96.20	367
377546 146_19757	411		686593	93.40	411
37958 148_9807	411		73760	95.40	411
379634 145_27503	413		4356455	93.70	413
382125 146_17262	409		4388133	94.40	409
383122 157_32245	413		4450538	92.30	413
3851582 178_11476	413		518033	95.90	413
3879458 168_25985	328		518033	96.30	328
389067 178_11575	367		518033	96.50	367
38908 157_11301	368		518033	96.20	368
3908638 145_12561	412		268585	93.00	412
391286 145_19598	350		93199	93.70	350
394796 145_27050	412		4319691	96.40	412
397513 148_3050	406		144239	90.60	406
401960 145_1478	409		1953696	89.00	409
404720 145_26260	413		322340	93.00	413
406145 145_3037	412		4319691	94.90	412
407459 148_13491	411		201562	96.60	411
408706 145_22058	410		993578	90.50	410
410196 171_5886	330		1143228	91.50	330
4104836 156_3982	409		4388133	93.90	409
413173 146_10271	411		686593	91.50	411
4168094 157_16865	413		518033	92.30	413
417967 148_2392	411		218639	91.20	411
4197698 145_26864	409		805194	91.00	409
4244621 145_21959	408		127534	90.20	408
425938 145_24024	410		202319	92.20	410
4260090 145_21627	408		2373126	91.20	408
42642 151_30771	412		1143228	91.70	412
427025 156_7604	411		4196058	95.10	411
4282872 157_30344	413		215053	92.70	413
4295043 147_22572	411		352389	88.30	411
4298525 152_1417	411		996510	94.60	411
4301099 145_18720	411		686593	90.00	411
4303249 145_24417	411		4377099	92.00	411
4304781 177_4490	314		209870	92.70	314
4308023 145_315	412		926588	92.70	412
4308376 147_6899	411		686593	97.60	411
4309182 146_21104	407		367523	93.90	407
430929 145_19826	413		2818167	92.00	413
4311799 148_8236	411		749805	93.40	411
4316539 156_7414	409		144239	91.40	409
4318935 145_982	412		834065	94.20	412
4318989 146_22777	328		4319691	93.60	328
432284 147_27172	413		3359884	97.30	413
4327415 177_13541	371		518033	95.70	371
4327501 145_17077	412		4319691	93.90	412
4328432 148_28684	411		294399	92.90	411
4328567 145_4580	411		264416	96.10	411
4329518 145_3897	409		993578	91.00	409
4331815 145_8917	412		354006	93.70	412
4333020 147_18875	410		268585	94.90	410
4333237 157_25224	412		516285	91.30	412
4336568 148_29951	331		354006	93.40	331
4337676 145_1887	409		144239	94.40	409
4338115 145_3027	413		207386	90.80	413
4339351 145_10325	409		40435	94.40	409
4340137 162_33299	413		4432284	96.10	413
4343005 145_109	412		1047956	94.90	412
4344018 145_7690	409		993578	90.20	409
4344055 145_7399	412		215053	90.30	412
4345543 145_17594	413		93199	94.40	413
4349891 177_9399	366		518033	95.60	366
4357118 145_28279	412		179300	92.50	412
4357992 153_1904	409		993578	92.20	409
4358818 161_3425	413		518033	93.50	413
4358821 178_21556	410		518033	96.30	410
4361153 145_24786	409		40435	93.90	409
4362546 156_12985	409		367523	89.20	409
436314 152_7445	409		144239	97.80	409
4364205 145_5726	412		4319691	96.60	412
4364838 145_10400	412		4323142	91.00	412
4369794 148_30088	413		1839271	91.00	413
4369927 145_8677	411		749805	93.70	411
4375328 148_17734	411		201562	89.50	411
4376230 147_31068	412		834065	93.70	412
4376233 145_4042	412		126133	95.40	412
4376236 145_11951	412		268585	94.70	412
4378411 145_24078	413		2818167	92.00	413
4383172 176_1239	412		202319	93.00	412
4388445 145_361	409		4044058	94.10	409
4389066 151_15437	409		4434334	96.30	409
4389594 161_24481	413		518033	96.60	413
4390330 175_1922	412		174924	92.00	412
4395986 145_2185	409		993578	89.50	409
4397998 145_9816	411		354006	91.70	411
4401692 157_19072	413		4450538	92.00	413
4407939 153_33285	412		834065	95.10	412
441019 148_3064	412		1047956	94.70	412
4415598 157_26572	314		518033	96.50	314
4416562 145_29048	412		268585	94.90	412
4418684 146_27042	411		573135	91.50	411
442126 156_1570	409		144239	91.20	409
4422872 157_26124	409		591063	93.90	409
4423201 147_11347	409		144239	91.00	409
4423360 148_13664	413		93199	93.50	413
4428164 156_24393	412		140674	89.80	412
4429559 178_27175	413		518033	94.90	413
4430952 145_21076	413		93199	91.50	413
4431051 145_10021	408		103802	89.70	408
4431608 168_44429	367		518033	96.20	367
4436051 157_15223	337		1668820	95.80	337
4438594 155_24893	368		1668820	96.70	368
4440251 145_23666	411		157064	90.80	411
4441483 148_14807	412		354006	92.70	412
4441804 157_25417	413		518033	95.40	413
4444335 146_884	413		807070	90.60	413
4446686 156_29004	414		4312480	90.60	414
4448948 148_18439	412		926588	93.00	412
4449608 147_18991	410		926588	93.20	410
4449851 148_22041	412		268585	93.00	412
4451932 145_4142	414		4463767	96.90	414
4453743 145_6431	409		993578	90.20	409
4455895 145_20203	338		289174	93.50	338
4457195 148_1276	409		4388133	90.70	409
4458848 150_8198	413		109057	97.10	413
4466549 162_11921	411		996510	94.40	411
4467214 148_2702	410		218639	91.00	410
4467220 145_25645	408		103802	89.00	408
4476891 145_18327	411		354006	92.20	411
4478764 146_15131	411		926588	93.90	411
4480240 148_16070	413		207386	90.60	413
448094 147_6310	409		922912	89.70	409
4484484 145_27324	412		834065	95.60	412
452823 156_34239	412		518033	94.20	412
463546 148_4382	315		27485	94.60	315
463794 156_16006	413		518033	93.70	413
463861 145_9441	414		4447353	97.30	414
466445 147_5756	412		289174	94.90	412
49369 162_25620	407		4382457	92.90	407
49435 145_13730	411		926588	92.90	411
498063 166_11714	413		2818167	92.00	413
499899 145_18118	410		544631	95.90	410
509047 145_15856	411		686593	90.30	411
509149 177_11419	413		518033	95.40	413
509447 156_6496	411		264416	95.40	411
510182 146_18581	410		157064	93.20	410
510302 156_9170	411		4196058	93.40	411
510360 148_20180	409		142736	88.00	409
511321 148_21551	411		549805	90.50	411
511551 145_20578	411		73760	95.40	411
511723 147_2176	410		4462642	96.30	410
512378 156_25896	414		4463767	96.90	414
512485 145_9734	412		126133	94.70	412
513803 147_6636	411		354006	92.70	411
514112 177_32210	413		4319691	90.10	413
515265 147_15594	412		126133	97.80	412
516554 172_23773	412		1148027	87.40	412
518002 145_13520	411		268585	95.60	411
518033 161_16374	413		518033	98.30	413
518524 148_22545	409		40435	92.90	409
519510 156_5514	412		354006	93.20	412
520638 176_1305	413		4406763	95.20	413
520926 146_14122	409		3494920	89.00	409
521073 146_26399	410		686593	96.80	410
522749 145_23261	413		261768	92.30	413
524239 156_17368	409		367523	90.00	409
524884 176_15667	408		530323	91.40	408
525391 156_34089	413		773586	93.50	413
525841 145_10442	412		834065	93.90	412
527033 145_12587	413		542103	88.40	413
527532 147_29598	413		527532	98.50	413
527777 178_52686	410		201562	92.00	410
528213 148_21605	414		4463767	96.60	414
529067 145_22791	413		821305	89.30	413
529116 163_8906	412		4336516	98.10	412
529216 156_2541	411		4196058	94.20	411
530275 156_471	411		264416	96.60	411
530966 148_24693	413		773586	92.00	413
533625 145_1607	412		354006	92.70	412
533999 145_17774	330		2818167	91.80	330
534316 145_6171	412		354006	93.00	412
534965 157_29505	412		289174	95.10	412
535196 166_6027	411		4196058	93.40	411
535824 156_19998	409		805194	91.20	409
536008 145_855	413		93199	92.00	413
536754 178_522	413		518033	96.10	413
537062 145_6320	413		93199	93.50	413
537290 145_1438	412		834065	94.70	412
537775 166_11353	409		805194	91.70	409
538000 145_3904	385		1047956	94.00	385
539107 145_17686	390		289174	94.60	390
539735 156_28894	411		241543	94.20	411
539878 147_5946	411		201562	93.20	411
539915 146_20600	411		157064	91.00	411
540133 145_14555	411		264416	94.90	411
540793 145_1711	412		268585	94.70	412
540940 145_22049	413		4482886	95.20	413
541275 148_13770	410		749805	92.20	410
541299 145_16771	411		201562	88.80	411
541328 157_11226	412		4336516	98.50	412
541979 145_13386	413		2818167	92.70	413
542078 147_8914	408		367523	91.20	408
542475 145_1597	411		760005	91.00	411
542754 156_27600	413		518033	94.70	413
543151 156_2740	412		140806	95.10	412
543675 145_1524	414		241543	94.00	414
544253 170_3430	365		2435847	93.20	365
544313 146_23379	411		4319691	96.10	411
544536 147_11	409		142736	89.70	409
544847 145_4147	413		93199	93.70	413
544996 171_10928	412		182420	94.20	412
546390 145_1838	410		37026	88.80	410
548468 145_14776	412		354006	92.00	412
548887 156_22298	407		367523	99.30	407
548999 157_24075	329		516285	93.90	329
549374 157_8498	329		516285	92.40	329
551756 151_25061	411		824826	92.00	411
552376 145_2136	412		268585	95.40	412
552687 145_29319	412		354006	92.20	412
552922 145_563	412		722817	91.70	412
553623 156_30954	413		241543	94.40	413
554163 145_29191	412		560685	92.00	412
555655 147_19241	409		127534	90.20	409
555741 148_27533	410		544631	95.10	410
555870 145_17072	412		1047956	95.40	412
555945 157_19106	410		266935	98.50	410
557138 147_25994	412		4319691	95.40	412
558132 178_28053	413		1125228	92.70	413
