candidate sequence ID	candidate nucleotide count	errors	template ID	BLAST percent identity to template	candidate nucleotide count post-NAST
1129906 145_33364	409		142736	89.70	409
1134031 157_810	413		1668820	96.60	413
1135458 145_34542	412		354006	91.30	412
1136141 145_14103	412		215053	93.20	412
1137852 145_19366	409		2373126	93.40	409
1138007 156_1277	409		144239	92.20	409
1138534 157_9212	413		1668820	97.30	413
1139336 145_36365	411		4302012	95.10	411
1141188 145_13292	406		268585	93.80	406
114166 166_25981	413		773586	94.90	413
1141758 145_16659	413		3359884	98.50	413
1143645 145_19003	408		926588	93.40	408
114462 145_36888	412		834065	94.40	412
1145795 145_28036	412		926588	91.30	412
1146530 156_11722	409		805194	90.70	409
1147718 145_21251	411		73760	93.20	411
1148212 145_13783	412		545782	94.70	412
123510 145_311	412		268585	94.90	412
124309 145_5954	412		1047956	94.40	412
126056 145_7039	412		749805	92.70	412
126195 145_36566	411		749805	95.40	411
127534 145_8940	409		127534	99.00	409
131001 147_4482	414		4312480	94.70	414
134018 155_24105	409		541485	95.80	409
13568 156_19037	413		241543	97.30	413
136015 150_23284	411		264416	94.20	411
136946 148_22694	412		834065	93.90	412
137445 167_14808	411		157064	92.50	411
137609 163_33947	412		4336516	97.60	412
138130 152_23619	412		2435847	93.20	412
138668 165_1758	413		2818167	91.00	413
139763 156_5119	412		2435847	93.00	412
139887 145_10841	409		544631	95.80	409
140235 156_33861	411		264416	94.90	411
141176 152_27691	412		1143228	93.20	412
142471 145_1458	413		542103	88.10	413
144380 165_21737	411		4304452	93.40	411
144518 148_33492	411		686593	90.00	411
144713 148_15085	412		247727	91.70	412
146193 145_18184	413		93199	95.90	413
147488 156_27321	409		805194	89.70	409
149938 145_21120	412		926588	89.10	412
151176 145_14765	411		4377099	90.80	411
152350 166_7950	411		686593	96.80	411
1523627 148_28976	412		834065	91.50	412
152485 148_31037	413		4406763	95.20	413
152668 145_33553	413		152668	97.80	413
15286 156_25948	413		773586	94.20	413
153084 148_28895	410		264416	95.40	410
153544 170_5854	413		4406763	95.60	413
153978 145_2110	412		3359884	97.30	412
154064 148_36449	409		993578	89.20	409
156232 157_22416	411		516285	92.50	411
156357 156_6192	409		92430	90.50	409
156652 145_8904	411		4319691	96.40	411
157428 170_10698	413		4406763	96.40	413
1574711 147_19919	407		367523	95.30	407
157489 168_56458	412		518033	96.40	412
157514 151_13089	411		201562	90.00	411
159038 166_44704	413		940486	88.60	413
159446 168_1002	413		518033	96.10	413
160548 151_18566	413		518033	94.70	413
16144 151_18986	413		4430839	96.10	413
161490 146_30447	408		4388133	91.90	408
162230 145_28027	412		126133	95.90	412
1625448 162_5427	412		2157225	96.60	412
163090 148_31979	409		40435	93.60	409
1637549 148_24709	409		591063	92.20	409
164430 145_10649	412		834065	95.60	412
169006 148_4091	411		686593	90.30	411
1690095 145_12322	412		926588	92.20	412
16939 145_11398	413		207386	88.90	413
170020 145_16564	412		808882	92.00	412
172202 145_8389	412		126133	98.30	412
173883 150_11847	410		266935	97.10	410
175904 166_42938	409		144239	96.30	409
1759078 156_38243	412		773586	94.90	412
175931 145_7460	411		760005	92.20	411
176680 146_27148	412		926588	92.70	412
1787644 163_9610	413		3359884	97.10	413
1793401 145_12947	413		3359884	96.10	413
180502 145_13256	411		549805	91.70	411
182912 155_6122	412		4319691	96.10	412
1832447 163_33842	406		300026	90.90	406
1835911 156_36613	411		4196058	94.20	411
18499 145_2764	412		354006	93.70	412
1855583 145_34412	413		93199	94.90	413
1858797 145_14278	411		4377099	89.10	411
189438 145_154	412		4319691	95.10	412
1901956 145_6527	412		215053	91.50	412
191237 145_29808	409		993578	91.90	409
1918929 145_1019	421		3792581	92.20	421
1921593 156_1409	409		367523	92.70	409
192776 161_33719	413		518033	95.20	413
19385 145_32091	411		3576145	90.00	411
19427 147_20594	412		354006	93.20	412
194964 146_11763	413		93199	93.20	413
196265 156_22900	414		4447353	98.30	414
1977254 156_4928	409		4388133	89.70	409
1991307 157_20964	413		518033	95.90	413
203115 163_17454	413		742309	91.80	413
203357 157_3015	410		264416	96.60	410
2062160 171_46125	413		834174	88.90	413
206331 145_22203	411		206331	97.10	411
207885 145_10536	411		73760	93.20	411
208141 145_31054	411		157064	92.20	411
208352 157_33089	412		1143228	92.20	412
2105446 145_35669	407		158415	89.70	407
210791 145_18635	411		354006	92.00	411
211171 145_28842	411		27485	95.60	411
215776 168_15579	416		4323733	97.80	416
217060 150_3005	413		535512	93.00	413
217410 145_33221	412		3728119	92.70	412
218823 148_690	413		2818167	93.70	413
219439 145_20241	413		93199	92.70	413
219900 148_7575	413		4438565	90.30	413
220524 145_17166	414		667312	93.00	414
22289 145_1421	411		201562	91.70	411
223206 148_766	413		2818167	95.20	413
223368 145_19658	412		289174	94.90	412
223418 156_6223	414		667312	92.30	414
223684 148_798	411		686593	91.00	411
224042 145_13552	411		4462642	95.60	411
224155 162_4759	412		2157225	96.80	412
2254348 145_7146	410		294399	95.10	410
225453 147_7704	412		4319691	89.30	412
225582 148_12678	411		686593	97.60	411
226516 147_11668	411		4377099	92.90	411
228065 145_33823	411		73760	94.90	411
2281837 145_28915	412		834065	95.10	412
2295958 145_32090	412		4319691	93.20	412
22962 148_1874	411		264416	95.90	411
2297613 148_35367	414		368639	95.70	414
2300392 156_24151	411		277676	93.90	411
234866 145_10585	411		73760	94.40	411
235024 147_9511	412		268585	94.70	412
236821 145_13276	412		1047956	94.40	412
238693 145_6408	411		4377099	92.00	411
239537 145_28814	411		4302012	90.80	411
239619 145_16766	412		1047956	93.90	412
239924 145_7154	412		4319691	95.60	412
240032 145_31443	407		367523	94.30	407
240501 152_1798	412		1143228	91.00	412
241009 145_35425	411		201562	93.70	411
24111 145_23512	411		201562	92.20	411
241186 145_6882	411		73760	94.60	411
241449 145_3720	411		4377099	89.80	411
241454 162_32028	410		4304095	96.80	410
241789 147_33902	412		834065	93.40	412
241895 170_8468	409		760505	88.00	409
24271 157_1709	413		518033	93.50	413
242829 151_37029	411		201562	89.80	411
243161 147_25670	414		4463767	90.80	414
243185 145_30561	411		268585	94.40	411
243500 148_6454	411		264416	92.20	411
243829 148_28322	410		201562	98.00	410
243943 148_5931	414		4463767	95.40	414
244248 148_6525	412		4319691	96.10	412
245596 152_39698	413		535512	93.50	413
2458172 145_15486	410		686593	94.40	410
245980 148_25573	409		3359884	97.60	409
246060 157_8866	413		93199	93.00	413
246083 145_27913	415		4334217	92.00	415
246739 145_21840	410		4462642	97.10	410
248505 147_13619	411		573135	94.20	411
249778 145_20442	412		215053	92.50	412
250096 145_28451	411		4462642	96.40	411
250112 145_21916	411		4377099	92.50	411
250206 145_3760	411		686593	97.60	411
250626 145_12735	413		2818167	93.20	413
250794 145_15493	413		104326	91.30	413
251218 147_7391	412		354006	90.50	412
251488 145_32022	409		993578	90.70	409
251539 145_8147	413		82334	92.70	413
252345 145_17818	413		93199	94.40	413
252679 171_25326	413		4482886	94.70	413
2529285 148_14786	411		268585	93.90	411
253112 156_30410	410		4397694	90.70	410
253214 145_23684	411		201562	92.90	411
253429 148_28971	410		1118571	90.20	410
2540794 145_14048	411		824826	92.20	411
254401 151_11775	411		686593	88.60	411
254662 145_30475	412		834065	93.40	412
254744 145_31862	411		201562	91.00	411
254890 147_7344	413		93199	92.50	413
254938 145_2686	411		157064	93.40	411
2549460 145_6762	409		993578	90.20	409
255307 145_15343	411		749805	95.90	411
255448 145_23348	409		591063	94.40	409
256089 145_12728	412		354006	92.20	412
256116 148_36447	412		4319691	96.40	412
256276 145_23206	410		686593	95.10	410
256643 145_21321	410		73760	93.40	410
2574743 145_36568	412		926588	91.70	412
257737 148_30279	415		4024554	90.40	415
2578886 145_25450	409		591063	92.40	409
258175 145_21093	409		993578	89.50	409
2582263 147_14010	412		834065	94.40	412
259993 157_36329	413		1668820	94.70	413
261110 145_26943	411		834065	95.90	411
263193 145_10453	412		4319691	96.60	412
263590 145_27853	414		368639	93.50	414
264546 156_2655	411		73760	96.10	411
266445 152_24477	414		1668820	96.40	414
266661 148_5212	411		73760	96.80	411
267416 147_33008	412		834065	95.40	412
268061 145_3422	409		144239	91.90	409
268968 147_3099	411		73760	94.90	411
269058 161_13958	413		518033	94.70	413
269781 145_15957	411		824826	91.00	411
273018 145_15190	409		327512	91.40	409
273647 157_21278	412		516285	92.70	412
274200 145_7730	414		890463	90.30	414
275097 145_22598	412		834065	93.90	412
275171 151_22003	413		93199	91.50	413
275257 146_25272	411		201562	93.70	411
275296 157_5398	411		1146188	95.40	411
275810 148_20208	411		4456735	93.90	411
276010 146_4971	413		93199	91.80	413
276631 148_30533	411		73760	92.90	411
276959 151_27560	412		1143228	92.70	412
278140 165_9143	411		545782	89.80	411
278426 170_45775	413		4406763	96.90	413
278680 145_32150	411		4377099	91.00	411
2791042 147_10227	414		368639	95.20	414
280369 147_18638	412		4319691	96.40	412
280968 145_31349	409		144239	90.50	409
2819697 145_7324	413		2818167	91.00	413
285497 145_34532	409		352389	91.40	409
285553 148_22814	409		993578	90.70	409
2863 145_3952	411		214695	88.30	411
28736 151_27006	412		1143228	92.00	412
287984 145_28847	411		749805	94.20	411
2880504 145_28167	409		4044058	94.40	409
288521 157_11501	413		518033	96.10	413
288784 151_1976	413		1668820	97.60	413
288912 147_639	412		126133	99.30	412
290241 161_33745	412		2157225	99.00	412
2902522 148_8045	409		544631	94.60	409
291421 145_35568	411		264416	97.10	411
2949144 168_33785	412		126133	95.60	412
295031 145_3817	412		4319691	95.90	412
295146 156_36510	412		773586	93.40	412
295974 157_14977	412		2157225	97.30	412
296086 156_36660	413		200629	93.20	413
297457 167_35503	413		518033	95.90	413
299879 166_33886	413		1117319	94.90	413
300495 152_22340	413		518033	96.40	413
300662 152_17757	412		2157225	95.10	412
301160 156_37955	413		93199	91.30	413
3015662 145_474	412		268585	94.20	412
301926 145_2069	413		93199	91.80	413
302479 148_34435	414		368639	95.90	414
3037979 145_10247	409		993578	89.50	409
305420 145_11187	411		354006	90.50	411
305561 156_37528	413		773586	93.50	413
305982 145_24669	412		268585	94.40	412
306515 145_31385	411		201562	96.60	411
307057 147_3011	411		73760	94.60	411
309065 147_8609	413		2818167	91.50	413
31386 148_5540	409		127534	93.90	409
316000 145_22139	413		93199	94.90	413
316515 157_36575	413		1668820	96.40	413
316924 145_460	411		294399	95.60	411
317024 145_15837	409		4388133	93.20	409
318726 148_33643	414		322340	93.50	414
318906 145_1620	412		93199	92.20	412
3195989 145_17966	412		926588	93.40	412
3230029 145_48	409		1953696	93.90	409
323588 146_22373	413		93199	92.50	413
323791 145_34061	411		201562	95.90	411
323954 148_17090	411		686593	94.60	411
3250064 158_6990	412		202319	92.00	412
326054 148_26637	412		926588	94.20	412
326308 145_32864	413		93199	92.70	413
326569 161_23005	412		2157225	98.30	412
3267277 145_9264	412		834065	94.20	412
32882 147_904	409		993578	91.00	409
328917 145_21260	413		261768	92.70	413
329402 157_8215	411		518033	96.40	411
329731 145_1748	412		354006	93.90	412
330570 155_13954	413		4450538	91.30	413
330923 148_308	411		4462642	96.80	411
330951 145_15724	411		126133	96.80	411
332364 156_9182	413		518033	93.90	413
332634 145_35739	410		73760	95.40	410
3329353 147_2011	410		993578	90.20	410
332958 147_22947	410		834065	95.60	410
333178 166_45253	413		518033	94.40	413
334110 148_16600	410		73760	96.10	410
334656 156_19560	413		4406763	94.70	413
334666 166_36745	413		773586	95.60	413
3352044 146_565	413		2818167	92.50	413
3355047 156_21284	413		773586	94.40	413
335887 168_52341	413		518033	96.60	413
336745 147_3313	413		82334	92.70	413
337048 148_74	411		320888	96.80	411
337083 156_35608	410		4434334	96.10	410
337345 156_29216	411		550826	95.40	411
339358 151_3216	413		1117319	97.10	413
339660 148_26974	412		208090	93.00	412
3423513 145_29495	411		749805	94.90	411
342427 162_24536	411		4456252	92.20	411
342666 152_8065	412		2157225	97.60	412
342724 145_21345	412		4319691	89.30	412
342749 145_18228	412		926588	94.20	412
342801 156_3143	413		518033	94.20	413
342928 145_4687	413		261768	93.20	413
3441309 145_958	412		1047956	93.90	412
345448 163_7287	411		320888	94.90	411
345540 145_25185	412		268585	93.20	412
345813 146_31308	411		686593	94.60	411
346019 148_30227	411		73760	95.60	411
346056 147_34059	410		1124893	93.70	410
347153 156_17011	411		4196058	94.40	411
347529 157_17268	409		347529	99.30	409
347846 145_36524	410		926588	93.90	410
348570 145_13347	412		4403	91.70	412
348680 146_18266	412		834065	89.10	412
349024 156_28693	412		316765	93.00	412
349131 148_31531	414		368639	95.70	414
352468 152_11754	413		1117319	97.80	413
354004 147_12826	412		4319691	94.40	412
354042 145_33671	412		926588	91.70	412
354494 151_2901	413		518033	96.10	413
355367 168_5483	411		1146188	93.90	411
356089 156_650	413		518033	94.40	413
3582363 145_36799	413		1136729	94.70	413
3587343 148_22189	409		144239	91.00	409
360691 145_7078	411		749805	92.90	411
363383 145_15779	412		560685	89.80	412
3642506 148_31228	409		327512	89.00	409
366451 145_2261	412		560685	92.00	412
367189 145_16493	411		157064	92.90	411
368293 147_14239	412		834065	88.80	412
368849 147_11836	411		834065	95.10	411
369953 145_23120	412		215053	92.50	412
370301 145_10931	412		4403	91.70	412
372473 145_2016	412		1047956	95.10	412
3727987 145_493	413		3359884	97.80	413
3732408 168_29963	418		518033	94.70	418
377546 145_21820	411		686593	91.00	411
37958 148_11535	411		73760	95.40	411
379634 145_33421	413		4356455	93.70	413
382125 148_31960	409		4388133	93.60	409
383122 157_22141	412		4450538	92.50	412
3851582 157_14615	413		518033	95.90	413
3879458 157_19558	412		518033	93.90	412
38908 161_25161	413		518033	95.40	413
3908638 145_15204	412		268585	93.00	412
391286 148_15013	413		93199	93.20	413
394796 145_32992	412		4319691	96.40	412
397513 148_3707	406		144239	90.60	406
401960 145_1978	409		1953696	89.00	409
406145 145_3600	412		4319691	94.90	412
407459 148_16057	411		201562	96.60	411
408706 145_27207	410		993578	90.50	410
4104836 156_4682	409		4388133	93.90	409
413173 146_12204	411		686593	91.50	411
4168094 151_19001	413		1668820	94.70	413
417967 148_2808	411		218639	91.20	411
4197698 145_31934	409		805194	91.00	409
4244621 145_27004	408		127534	90.20	408
425938 145_29337	410		202319	92.20	410
4260090 145_25427	408		2373126	91.20	408
42642 151_34480	412		1143228	91.70	412
427025 156_4992	411		4196058	95.10	411
4282872 157_34564	413		215053	92.70	413
4295043 147_27319	411		352389	88.30	411
4298525 152_1020	411		996510	94.60	411
4301099 145_22651	411		686593	90.00	411
4303249 145_29763	411		4377099	92.00	411
4307347 148_25202	411		294399	96.40	411
4308023 145_370	412		926588	92.70	412
4308376 147_8225	411		686593	97.60	411
4309182 146_25155	407		367523	93.90	407
430929 145_24552	413		2818167	92.00	413
4311799 148_9918	411		749805	93.40	411
4316539 156_21287	409		144239	91.40	409
4318935 145_1046	412		834065	94.20	412
432284 147_32988	413		3359884	97.30	413
4325011 148_15951	411		28592	96.40	411
4327501 145_15575	412		4319691	94.20	412
4328189 147_22443	412		1047956	94.70	412
4328432 148_34990	411		294399	92.90	411
4328567 145_5704	411		264416	96.10	411
4329518 145_4579	409		993578	91.00	409
4331815 145_10460	412		354006	93.70	412
4333020 147_22554	410		268585	94.90	410
4333237 157_28971	412		516285	91.30	412
4337676 145_2116	409		144239	94.40	409
4338115 145_3585	413		207386	90.80	413
4339351 145_12537	409		40435	94.40	409
4340137 162_37651	413		4432284	96.10	413
4343005 145_199	412		1047956	94.90	412
4344018 145_9073	409		993578	90.20	409
4344055 145_20975	412		215053	90.30	412
4345397 145_20439	412		268585	94.20	412
4345543 145_21178	413		93199	94.40	413
4349891 165_11115	412		518033	95.60	412
4357118 145_34525	412		179300	92.50	412
4357992 153_1774	409		993578	92.20	409
4358818 157_41029	413		518033	93.70	413
4358821 157_14755	409		518033	95.80	409
4361153 145_30006	409		40435	93.90	409
4362546 156_15207	409		367523	89.20	409
436314 152_8615	409		144239	97.80	409
4364205 145_8130	412		4319691	96.60	412
4364838 145_12791	412		4323142	91.00	412
4369794 148_36947	413		1839271	91.00	413
4369927 145_15341	411		749805	92.20	411
4375328 148_21464	411		201562	89.50	411
4376230 147_37123	412		834065	93.70	412
4376233 145_4616	412		126133	95.40	412
4376234 166_2046	411		834065	95.40	411
4376236 145_13791	412		268585	94.70	412
4378411 145_29421	413		2818167	92.00	413
4388445 145_19755	409		4044058	94.40	409
4389066 151_20300	409		4434334	96.30	409
4389594 161_36355	413		518033	96.40	413
4395986 145_2959	409		993578	89.50	409
4397100 146_21067	412		2435847	92.70	412
4397998 145_11387	411		354006	91.70	411
4401692 157_21585	413		4450538	92.00	413
4406193 147_37056	412		834065	94.90	412
4407939 153_37519	412		834065	95.10	412
4409084 156_4469	414		4447353	97.80	414
4409449 147_20278	409		327512	90.70	409
441019 148_3443	412		1047956	94.70	412
4415319 146_3101	411		73760	94.20	411
4416562 145_35158	412		268585	94.90	412
4418684 145_4848	411		573135	91.20	411
4421008 145_30584	409		1953696	92.90	409
442126 156_1758	409		144239	91.20	409
4422872 157_29761	409		591063	93.90	409
4423201 147_13697	409		144239	91.00	409
4423360 148_16522	413		93199	93.50	413
4428164 156_13392	412		140674	89.80	412
4429559 150_2522	413		518033	95.40	413
4430952 151_6506	413		93199	91.30	413
4431051 145_11907	408		103802	89.70	408
4440251 145_28592	411		157064	90.80	411
4441357 145_33628	412		93199	93.70	412
4441483 148_17923	412		354006	92.70	412
4441804 157_28993	413		518033	95.40	413
4444335 146_1273	413		807070	90.60	413
4446686 156_35289	414		4312480	90.60	414
4448948 148_22578	412		926588	93.00	412
4449608 147_22960	410		926588	93.20	410
4449851 145_14373	412		268585	93.70	412
4450360 145_23330	412		926588	91.50	412
4451932 145_4812	414		4463767	96.90	414
4453743 145_8073	409		993578	90.20	409
4454839 148_30724	412		834065	94.90	412
4455895 145_18801	411		1047956	92.70	411
4457195 148_1731	409		4388133	90.70	409
4458848 150_9226	413		109057	97.10	413
4464858 156_24780	411		756593	94.20	411
4466549 162_13512	411		996510	94.40	411
4467214 148_3020	410		218639	91.00	410
4467220 145_31041	408		103802	89.00	408
4469492 145_35	411		264416	95.10	411
4476891 145_22534	411		354006	92.20	411
4478764 146_18007	411		926588	93.90	411
4480240 145_29370	413		207386	89.60	413
448094 147_6447	409		922912	89.70	409
4484484 145_33277	412		834065	95.60	412
44928 147_8124	414		368639	95.40	414
452823 156_39939	412		518033	94.20	412
463794 156_18311	413		518033	93.70	413
463861 145_10374	414		4447353	97.30	414
466445 148_20181	412		834065	95.10	412
49369 162_28757	407		4382457	92.90	407
49435 145_16919	411		926588	92.90	411
498063 147_1804	414		2818167	90.80	414
499899 145_22247	410		544631	95.90	410
509047 145_18849	411		686593	90.30	411
509447 156_7736	411		264416	95.40	411
510182 146_20118	411		157064	92.70	411
510302 156_10689	411		4196058	93.40	411
510360 148_24387	409		142736	88.00	409
511321 148_26000	411		549805	90.50	411
511551 145_25545	411		73760	95.40	411
511723 147_2810	410		4462642	96.30	410
512378 156_30471	414		4463767	96.90	414
512485 145_15300	412		126133	94.40	412
513803 147_7970	411		354006	92.70	411
515265 147_19454	412		126133	97.80	412
516554 153_15977	412		1148027	87.60	412
518002 145_16446	411		268585	95.60	411
518033 161_18428	413		518033	98.30	413
518524 148_27471	409		40435	92.90	409
519510 156_6529	412		354006	93.20	412
520926 146_16566	409		3494920	89.00	409
521073 146_31506	410		686593	96.80	410
522749 145_28849	413		261768	92.30	413
524239 156_9583	409		367523	91.00	409
525391 156_39969	413		773586	93.50	413
525841 145_12405	412		834065	93.90	412
527033 145_15232	413		542103	88.40	413
527532 147_35928	413		527532	98.50	413
527777 145_27949	411		201562	94.20	411
527854 156_29868	411		4196058	95.40	411
528213 148_24872	414		4463767	96.60	414
529067 145_27462	413		821305	89.30	413
529116 163_9781	412		4336516	98.10	412
529216 156_3187	411		4196058	94.20	411
530275 156_614	411		264416	96.60	411
530966 148_30244	413		773586	92.00	413
531052 150_25144	413		1839271	93.50	413
533625 145_1781	412		354006	92.70	412
533999 145_11754	413		2818167	91.80	413
534316 145_7671	412		354006	93.00	412
534965 157_33821	412		289174	95.10	412
535196 166_6813	411		4196058	93.40	411
535824 156_32251	409		805194	91.20	409
536008 145_966	413		93199	92.00	413
536754 151_20650	413		518033	96.60	413
537062 145_7910	413		93199	93.50	413
537290 145_1718	412		834065	94.70	412
537775 166_12927	409		805194	91.70	409
539107 145_8840	412		1047956	93.20	412
539735 156_33778	411		241543	94.20	411
539878 147_6806	411		201562	93.20	411
539915 145_20136	411		157064	90.80	411
540133 145_17314	411		264416	94.90	411
540472 146_27967	409		591063	92.90	409
540793 145_1919	412		268585	94.70	412
540940 145_25733	413		4482886	95.20	413
541275 148_16111	410		749805	92.20	410
541299 145_20217	411		201562	88.80	411
541328 157_12661	412		4336516	98.50	412
541979 145_16303	413		2818167	92.70	413
542078 147_10799	408		367523	91.20	408
542475 145_1771	411		760005	91.00	411
542754 156_32897	413		518033	94.70	413
543151 156_3221	412		140806	95.10	412
543675 145_2313	414		241543	94.00	414
544313 146_28033	411		4319691	96.10	411
544536 147_2492	409		142736	88.80	409
544847 145_5028	413		93199	93.70	413
544996 171_12946	412		182420	94.20	412
546390 145_2196	410		37026	88.80	410
548253 146_17836	410		686593	96.60	410
548468 145_17862	412		354006	92.00	412
548887 156_26232	407		367523	99.30	407
549374 171_21309	412		516285	93.20	412
551567 146_24840	411		354006	95.60	411
551756 151_28534	411		824826	92.00	411
552376 145_2698	412		268585	95.40	412
552687 145_36045	412		354006	92.20	412
552922 145_680	412		722817	91.70	412
553623 156_36285	413		241543	94.40	413
